Gene stable ID,Blue whale gene stable ID,Blue whale gene name,Blue whale homology type,Sperm whale gene stable ID,Sperm whale gene name,Sperm whale homology type,Vaquita gene stable ID,Vaquita gene name,Vaquita homology type,Gene name
ENSBTAG00000014687,ENSBMSG00010016231,TP53I13,ortholog_one2one,ENSPCTG00005016635,TP53I13,ortholog_one2one,ENSPSNG00000013922,TP53I13,ortholog_one2one,TP53I13
ENSBTAG00000014693,ENSBMSG00010015664,TMEM88,ortholog_one2one,ENSPCTG00005020739,TMEM88,ortholog_one2one,ENSPSNG00000022422,TMEM88,ortholog_one2one,TMEM88
ENSBTAG00000014694,ENSBMSG00010000380,,ortholog_one2one,ENSPCTG00005015638,JTB,ortholog_one2one,ENSPSNG00000002085,JTB,ortholog_one2one,JTB
ENSBTAG00000014722,ENSBMSG00010006231,TSTD2,ortholog_one2one,ENSPCTG00005013126,TSTD2,ortholog_one2one,ENSPSNG00000011333,TSTD2,ortholog_one2one,TSTD2
ENSBTAG00000014773,ENSBMSG00010009695,HMMR,ortholog_one2one,ENSPCTG00005003726,HMMR,ortholog_one2one,ENSPSNG00000010894,HMMR,ortholog_one2one,HMMR
ENSBTAG00000014790,ENSBMSG00010009731,ZBTB2,ortholog_one2one,ENSPCTG00005006183,ZBTB2,ortholog_one2one,ENSPSNG00000022533,ZBTB2,ortholog_one2one,ZBTB2
ENSBTAG00000014793,ENSBMSG00010009621,FIRRM,ortholog_one2one,ENSPCTG00005003999,C4H1orf112,ortholog_one2one,ENSPSNG00000012703,FIRRM,ortholog_one2one,FIRRM
ENSBTAG00000014799,ENSBMSG00010020032,ARMC7,ortholog_one2one,ENSPCTG00005007302,ARMC7,ortholog_one2one,ENSPSNG00000020280,ARMC7,ortholog_one2one,ARMC7
ENSBTAG00000014805,ENSBMSG00010002894,ENOPH1,ortholog_one2one,ENSPCTG00005007192,ENOPH1,ortholog_one2one,ENSPSNG00000002379,ENOPH1,ortholog_one2one,ENOPH1
ENSBTAG00000014822,ENSBMSG00010010235,MRPL52,ortholog_one2one,ENSPCTG00005021206,MRPL52,ortholog_one2one,ENSPSNG00000018228,MRPL52,ortholog_one2one,MRPL52
ENSBTAG00000014841,ENSBMSG00010002926,GBA1,ortholog_one2one,ENSPCTG00005020447,GBA,ortholog_one2one,ENSPSNG00000000184,GBA1,ortholog_one2one,GBA1
ENSBTAG00000014877,ENSBMSG00010014253,UNC50,ortholog_one2one,ENSPCTG00005009833,UNC50,ortholog_one2one,ENSPSNG00000006686,UNC50,ortholog_one2one,UNC50
ENSBTAG00000014956,ENSBMSG00010009029,JSRP1,ortholog_one2one,ENSPCTG00005019813,JSRP1,ortholog_one2one,ENSPSNG00000017139,JSRP1,ortholog_one2one,JSRP1
ENSBTAG00000015004,ENSBMSG00010021762,TBCB,ortholog_one2one,ENSPCTG00005013667,TBCB,ortholog_one2one,ENSPSNG00000021720,TBCB,ortholog_one2one,TBCB
ENSBTAG00000015014,ENSBMSG00010012541,CENPO,ortholog_one2one,ENSPCTG00005021111,CENPO,ortholog_one2one,ENSPSNG00000007599,CENPO,ortholog_one2one,CENPO
ENSBTAG00000015032,ENSBMSG00010001298,CD14,ortholog_one2one,ENSPCTG00005019771,CD14,ortholog_one2one,ENSPSNG00000010424,CD14,ortholog_one2one,CD14
ENSBTAG00000015051,ENSBMSG00010000845,POLRMT,ortholog_one2one,ENSPCTG00005020992,POLRMT,ortholog_one2one,ENSPSNG00000007344,POLRMT,ortholog_one2one,POLRMT
ENSBTAG00000015069,,,,ENSPCTG00005008962,PCNP,ortholog_one2one,ENSPSNG00000002296,PCNP,ortholog_one2one,PCNP
ENSBTAG00000015069,,,,ENSPCTG00005008962,PCNP,ortholog_one2one,ENSPSNG00000002296,PCNP,ortholog_one2one,PCNP
ENSBTAG00000015069,,,,ENSPCTG00005008962,PCNP,ortholog_one2one,ENSPSNG00000002296,PCNP,ortholog_one2one,PCNP
ENSBTAG00000015075,ENSBMSG00010013503,HSCB,ortholog_one2one,ENSPCTG00005006919,HSCB,ortholog_one2one,ENSPSNG00000010550,HSCB,ortholog_one2one,HSCB
ENSBTAG00000015097,ENSBMSG00010004685,CACFD1,ortholog_one2one,ENSPCTG00005017568,CACFD1,ortholog_one2one,ENSPSNG00000007556,CACFD1,ortholog_one2one,CACFD1
ENSBTAG00000015117,ENSBMSG00010006182,GADD45GIP1,ortholog_one2one,ENSPCTG00005019623,GADD45GIP1,ortholog_one2one,ENSPSNG00000006226,GADD45GIP1,ortholog_one2one,GADD45GIP1
ENSBTAG00000015140,ENSBMSG00010020884,RUNDC1,ortholog_one2one,,,,ENSPSNG00000013558,RUNDC1,ortholog_one2one,RUNDC1
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015156,ENSBMSG00010021232,,ortholog_one2one,,,,,,,
ENSBTAG00000015336,ENSBMSG00010015772,PRUNE1,ortholog_one2one,,,,ENSPSNG00000002841,PRUNE1,ortholog_one2one,PRUNE1
ENSBTAG00000015336,ENSBMSG00010015772,PRUNE1,ortholog_one2one,,,,ENSPSNG00000002841,PRUNE1,ortholog_one2one,PRUNE1
ENSBTAG00000015339,ENSBMSG00010021630,ENDOV,ortholog_one2one,ENSPCTG00005021075,,ortholog_one2one,,,,ENDOV
ENSBTAG00000015339,ENSBMSG00010021630,ENDOV,ortholog_one2one,ENSPCTG00005021075,,ortholog_one2one,,,,ENDOV
ENSBTAG00000015346,ENSBMSG00010004378,NASP,ortholog_one2one,ENSPCTG00005018744,NASP,ortholog_one2one,ENSPSNG00000006058,NASP,ortholog_one2one,NASP
ENSBTAG00000015349,ENSBMSG00010015857,C1orf56,ortholog_one2one,ENSPCTG00005008573,C1orf56,ortholog_one2one,ENSPSNG00000002883,C1orf56,ortholog_one2one,C3H1orf56
ENSBTAG00000015388,,,,ENSPCTG00005016806,RPL18,ortholog_one2one,ENSPSNG00000017926,,ortholog_one2one,RPL18
ENSBTAG00000015388,,,,ENSPCTG00005016806,RPL18,ortholog_one2one,ENSPSNG00000017926,,ortholog_one2one,RPL18
ENSBTAG00000015403,ENSBMSG00010021892,TPP1,ortholog_one2one,ENSPCTG00005004405,TPP1,ortholog_one2one,ENSPSNG00000010870,TPP1,ortholog_one2one,TPP1
ENSBTAG00000015407,ENSBMSG00010016173,IL22,ortholog_one2one,ENSPCTG00005003058,IL22,ortholog_one2one,ENSPSNG00000005005,IL22,ortholog_one2one,IL22
ENSBTAG00000015432,ENSBMSG00010019356,,ortholog_one2one,ENSPCTG00005013736,TMEM231,ortholog_one2one,ENSPSNG00000013680,TMEM231,ortholog_one2one,TMEM231
ENSBTAG00000015579,ENSBMSG00010020478,TMEM160,ortholog_one2one,ENSPCTG00005012580,TMEM160,ortholog_one2one,ENSPSNG00000021070,TMEM160,ortholog_one2one,TMEM160
ENSBTAG00000015591,ENSBMSG00010008322,SQSTM1,ortholog_one2one,ENSPCTG00005001251,SQSTM1,ortholog_one2one,ENSPSNG00000009189,SQSTM1,ortholog_one2one,SQSTM1
ENSBTAG00000015593,ENSBMSG00010017140,KIAA0753,ortholog_one2one,ENSPCTG00005020247,KIAA0753,ortholog_one2one,ENSPSNG00000021450,KIAA0753,ortholog_one2one,KIAA0753
ENSBTAG00000015602,ENSBMSG00010008305,MRNIP,ortholog_one2one,ENSPCTG00005001159,MRNIP,ortholog_one2one,ENSPSNG00000009411,MRNIP,ortholog_one2one,MRNIP
ENSBTAG00000015636,ENSBMSG00010011987,SHFL,ortholog_one2one,ENSPCTG00005006908,C2H19orf66,ortholog_one2one,ENSPSNG00000019767,SHFL,ortholog_one2one,SHFL
ENSBTAG00000015659,ENSBMSG00010016796,CIAO1,ortholog_one2one,ENSPCTG00005016449,CIAO1,ortholog_one2one,ENSPSNG00000004897,CIAO1,ortholog_one2one,CIAO1
ENSBTAG00000015667,ENSBMSG00010016813,TMEM127,ortholog_one2one,ENSPCTG00005016482,TMEM127,ortholog_one2one,ENSPSNG00000004866,TMEM127,ortholog_one2one,TMEM127
ENSBTAG00000015686,ENSBMSG00010019727,TERF2IP,ortholog_one2one,ENSPCTG00005014315,TERF2IP,ortholog_one2one,,,,TERF2IP
ENSBTAG00000015686,ENSBMSG00010019727,TERF2IP,ortholog_one2one,ENSPCTG00005014315,TERF2IP,ortholog_one2one,,,,TERF2IP
ENSBTAG00000015719,ENSBMSG00010011960,PIGF,ortholog_one2one,ENSPCTG00005011831,PIGF,ortholog_one2one,ENSPSNG00000008639,PIGF,ortholog_one2one,PIGF
ENSBTAG00000015753,,,,,,,ENSPSNG00000022084,,ortholog_one2one,RSBN1L
ENSBTAG00000015758,ENSBMSG00010020222,USB1,ortholog_one2one,ENSPCTG00005019589,USB1,ortholog_one2one,ENSPSNG00000022103,USB1,ortholog_one2one,USB1
ENSBTAG00000015778,ENSBMSG00010003211,SASS6,ortholog_one2one,ENSPCTG00005001562,SASS6,ortholog_one2one,ENSPSNG00000020438,SASS6,ortholog_one2one,SASS6
ENSBTAG00000015781,ENSBMSG00010003252,TRMT13,ortholog_one2one,ENSPCTG00005001537,TRMT13,ortholog_one2one,ENSPSNG00000006327,TRMT13,ortholog_one2one,TRMT13
ENSBTAG00000015878,ENSBMSG00010022450,RHNO1,ortholog_one2one,ENSPCTG00005019950,RHNO1,ortholog_one2one,ENSPSNG00000010135,RHNO1,ortholog_one2one,RHNO1
ENSBTAG00000015915,ENSBMSG00010014715,,ortholog_one2one,ENSPCTG00005013281,,ortholog_one2one,,,,SBSN
ENSBTAG00000016014,ENSBMSG00010007347,NUP42,ortholog_one2one,ENSPCTG00005003130,NUPL2,ortholog_one2one,ENSPSNG00000009532,NUP42,ortholog_one2one,NUP42
ENSBTAG00000016017,ENSBMSG00010021466,,ortholog_one2one,ENSPCTG00005022282,CCDC40,ortholog_one2one,ENSPSNG00000020596,CCDC40,ortholog_one2one,CCDC40
ENSBTAG00000016122,ENSBMSG00010014865,PIGT,ortholog_one2one,ENSPCTG00005012318,PIGT,ortholog_one2one,ENSPSNG00000016693,PIGT,ortholog_one2one,PIGT
ENSBTAG00000016126,ENSBMSG00010020119,NUP85,ortholog_one2one,ENSPCTG00005005632,NUP85,ortholog_one2one,ENSPSNG00000020041,NUP85,ortholog_one2one,NUP85
ENSBTAG00000016218,ENSBMSG00010004846,PTGES2,ortholog_one2one,ENSPCTG00005022032,PTGES2,ortholog_one2one,ENSPSNG00000009512,PTGES2,ortholog_one2one,PTGES2
ENSBTAG00000016231,ENSBMSG00010012245,POFUT1,ortholog_one2one,ENSPCTG00005015870,POFUT1,ortholog_one2one,ENSPSNG00000005902,POFUT1,ortholog_one2one,POFUT1
ENSBTAG00000016252,ENSBMSG00010015353,LSM12,ortholog_one2one,ENSPCTG00005013114,LSM12,ortholog_one2one,ENSPSNG00000016804,LSM12,ortholog_one2one,LSM12
ENSBTAG00000016266,ENSBMSG00010006901,SDHD,ortholog_one2one,,,,ENSPSNG00000008077,SDHD,ortholog_one2one,SDHD
ENSBTAG00000016266,ENSBMSG00010006901,SDHD,ortholog_one2one,,,,ENSPSNG00000008077,SDHD,ortholog_one2one,SDHD
ENSBTAG00000016311,,,,ENSPCTG00005014287,EIF2S1,ortholog_one2one,ENSPSNG00000007295,EIF2S1,ortholog_one2one,EIF2S1
ENSBTAG00000016311,,,,ENSPCTG00005014287,EIF2S1,ortholog_one2one,ENSPSNG00000007295,EIF2S1,ortholog_one2one,EIF2S1
ENSBTAG00000016316,ENSBMSG00010021602,ZZEF1,ortholog_one2one,ENSPCTG00005004294,ZZEF1,ortholog_one2one,ENSPSNG00000015514,ZZEF1,ortholog_one2one,ZZEF1
ENSBTAG00000016363,ENSBMSG00010012586,TFG,ortholog_one2one,,,,ENSPSNG00000003278,TFG,ortholog_one2one,TFG
ENSBTAG00000016363,ENSBMSG00010012586,TFG,ortholog_one2one,,,,ENSPSNG00000003278,TFG,ortholog_one2one,TFG
ENSBTAG00000016429,,,,ENSPCTG00005005907,TMEM205,ortholog_one2one,,,,TMEM205
ENSBTAG00000016548,ENSBMSG00010006955,TEX12,ortholog_one2one,ENSPCTG00005021869,TEX12,ortholog_one2one,ENSPSNG00000007981,TEX12,ortholog_one2one,TEX12
ENSBTAG00000016725,,,,ENSPCTG00005021068,KIAA1143,ortholog_one2one,ENSPSNG00000017469,KIAA1143,ortholog_one2one,KIAA1143
ENSBTAG00000016725,,,,ENSPCTG00005021068,KIAA1143,ortholog_one2one,ENSPSNG00000017469,KIAA1143,ortholog_one2one,KIAA1143
ENSBTAG00000016743,ENSBMSG00010014280,DNTTIP1,ortholog_one2one,ENSPCTG00005018249,DNTTIP1,ortholog_one2one,ENSPSNG00000015631,DNTTIP1,ortholog_one2one,DNTTIP1
ENSBTAG00000016900,ENSBMSG00010007290,TRAPPC13,ortholog_one2one,ENSPCTG00005012479,TRAPPC13,ortholog_one2one,ENSPSNG00000010186,TRAPPC13,ortholog_one2one,TRAPPC13
ENSBTAG00000016908,ENSBMSG00010010975,METTL1,ortholog_one2one,ENSPCTG00005020233,METTL1,ortholog_one2one,ENSPSNG00000007694,METTL1,ortholog_one2one,METTL1
ENSBTAG00000016912,ENSBMSG00010011010,TSFM,ortholog_one2one,ENSPCTG00005020085,TSFM,ortholog_one2one,ENSPSNG00000007575,TSFM,ortholog_one2one,TSFM
ENSBTAG00000016969,ENSBMSG00010010399,ORC3,ortholog_one2one,ENSPCTG00005012643,ORC3,ortholog_one2one,ENSPSNG00000005874,ORC3,ortholog_one2one,ORC3
ENSBTAG00000017027,ENSBMSG00010012775,MMACHC,ortholog_one2one,ENSPCTG00005021623,MMACHC,ortholog_one2one,ENSPSNG00000005938,MMACHC,ortholog_one2one,MMACHC
ENSBTAG00000017038,ENSBMSG00010013758,HPS4,ortholog_one2one,ENSPCTG00005007640,,ortholog_one2one,ENSPSNG00000011954,HPS4,ortholog_one2one,HPS4
ENSBTAG00000017090,ENSBMSG00010017760,SMCR8,ortholog_one2one,ENSPCTG00005013284,SMCR8,ortholog_one2one,ENSPSNG00000013592,SMCR8,ortholog_one2one,SMCR8
ENSBTAG00000017129,ENSBMSG00010007249,CLCC1,ortholog_one2one,ENSPCTG00005004264,CLCC1,ortholog_one2one,ENSPSNG00000009237,CLCC1,ortholog_one2one,CLCC1
ENSBTAG00000017187,ENSBMSG00010021570,TMEM255A,ortholog_one2one,ENSPCTG00005021498,TMEM255A,ortholog_one2one,ENSPSNG00000016965,TMEM255A,ortholog_one2one,TMEM255A
ENSBTAG00000017212,ENSBMSG00010003189,HYPK,ortholog_one2one,ENSPCTG00005020606,HYPK,ortholog_one2one,ENSPSNG00000003373,HYPK,ortholog_one2one,HYPK
ENSBTAG00000017213,ENSBMSG00010003170,MFAP1,ortholog_one2one,ENSPCTG00005020553,MFAP1,ortholog_one2one,ENSPSNG00000003350,MFAP1,ortholog_one2one,MFAP1
ENSBTAG00000017215,ENSBMSG00010003140,WDR76,ortholog_one2one,ENSPCTG00005020469,WDR76,ortholog_one2one,ENSPSNG00000003281,WDR76,ortholog_one2one,WDR76
ENSBTAG00000017281,ENSBMSG00010017382,OPLAH,ortholog_one2one,ENSPCTG00005016080,,ortholog_one2one,ENSPSNG00000020924,OPLAH,ortholog_one2one,OPLAH
ENSBTAG00000017355,ENSBMSG00010015851,ERCC1,ortholog_one2one,ENSPCTG00005018106,ERCC1,ortholog_one2one,ENSPSNG00000008412,ERCC1,ortholog_one2one,ERCC1
ENSBTAG00000017371,ENSBMSG00010003137,RELL2,ortholog_one2one,ENSPCTG00005021875,RELL2,ortholog_one2one,ENSPSNG00000002269,RELL2,ortholog_one2one,RELL2
ENSBTAG00000017386,ENSBMSG00010010485,C1orf50,ortholog_one2one,ENSPCTG00005019888,C1orf50,ortholog_one2one,ENSPSNG00000001717,C1orf50,ortholog_one2one,C3H1orf50
ENSBTAG00000017407,ENSBMSG00010006728,HSF2BP,ortholog_one2one,ENSPCTG00005014642,HSF2BP,ortholog_one2one,ENSPSNG00000010294,HSF2BP,ortholog_one2one,HSF2BP
ENSBTAG00000017482,ENSBMSG00010004428,ISYNA1,ortholog_one2one,ENSPCTG00005022012,ISYNA1,ortholog_one2one,ENSPSNG00000002918,ISYNA1,ortholog_one2one,ISYNA1
ENSBTAG00000017695,ENSBMSG00010002134,CCDC150,ortholog_one2one,ENSPCTG00005000238,,ortholog_one2one,ENSPSNG00000002154,,ortholog_one2one,CCDC150
ENSBTAG00000017775,ENSBMSG00010003393,SDCCAG8,ortholog_one2one,ENSPCTG00005001062,SDCCAG8,ortholog_one2one,ENSPSNG00000002144,SDCCAG8,ortholog_one2one,SDCCAG8
ENSBTAG00000017835,ENSBMSG00010014202,C5orf63,ortholog_one2one,ENSPCTG00005002582,C8H5orf63,ortholog_one2one,ENSPSNG00000002911,C5orf63,ortholog_one2one,C7H5orf63
ENSBTAG00000017890,ENSBMSG00010012804,ZMAT5,ortholog_one2one,ENSPCTG00005005853,ZMAT5,ortholog_one2one,ENSPSNG00000007959,ZMAT5,ortholog_one2one,ZMAT5
ENSBTAG00000017907,ENSBMSG00010016549,COG3,ortholog_one2one,ENSPCTG00005019832,COG3,ortholog_one2one,ENSPSNG00000013423,COG3,ortholog_one2one,COG3
ENSBTAG00000017921,ENSBMSG00010009791,NELFA,ortholog_one2one,ENSPCTG00005006320,NELFA,ortholog_one2one,ENSPSNG00000019706,NELFA,ortholog_one2one,NELFA
ENSBTAG00000017932,ENSBMSG00010012209,CENATAC,ortholog_one2one,ENSPCTG00005021890,CCDC84,ortholog_one2one,ENSPSNG00000002572,CENATAC,ortholog_one2one,CENATAC
ENSBTAG00000017964,ENSBMSG00010019723,LRRC51,ortholog_one2one,ENSPCTG00005020112,,ortholog_one2one,ENSPSNG00000012109,LRRC51,ortholog_one2one,LRRC51
ENSBTAG00000018025,ENSBMSG00010004938,IQCG,ortholog_one2one,ENSPCTG00005004542,IQCG,ortholog_one2one,ENSPSNG00000020935,IQCG,ortholog_one2one,IQCG
ENSBTAG00000018048,ENSBMSG00010016530,MED15,ortholog_one2one,ENSPCTG00005010479,MED15,ortholog_one2one,ENSPSNG00000010280,MED15,ortholog_one2one,MED15
ENSBTAG00000018065,ENSBMSG00010005480,YARS1,ortholog_one2one,ENSPCTG00005000311,YARS,ortholog_one2one,ENSPSNG00000010026,YARS1,ortholog_one2one,YARS1
ENSBTAG00000018067,ENSBMSG00010005491,S100PBP,ortholog_one2one,,,,,,,S100PBP
ENSBTAG00000018067,ENSBMSG00010005491,S100PBP,ortholog_one2one,,,,,,,S100PBP
ENSBTAG00000018067,ENSBMSG00010005491,S100PBP,ortholog_one2one,,,,,,,S100PBP
ENSBTAG00000018067,ENSBMSG00010005491,S100PBP,ortholog_one2one,,,,,,,S100PBP
ENSBTAG00000018070,ENSBMSG00010016290,SCNM1,ortholog_one2one,ENSPCTG00005019564,SCNM1,ortholog_one2one,ENSPSNG00000003271,SCNM1,ortholog_one2one,SCNM1
ENSBTAG00000018116,ENSBMSG00010012363,MTFP1,ortholog_one2one,ENSPCTG00005005096,MTFP1,ortholog_one2one,ENSPSNG00000006921,MTFP1,ortholog_one2one,MTFP1
ENSBTAG00000018126,ENSBMSG00010018077,VPS53,ortholog_one2one,ENSPCTG00005007239,,ortholog_one2one,ENSPSNG00000022122,VPS53,ortholog_one2one,VPS53
ENSBTAG00000018142,ENSBMSG00010002763,DTL,ortholog_one2one,ENSPCTG00005003869,DTL,ortholog_one2one,ENSPSNG00000010167,DTL,ortholog_one2one,DTL
ENSBTAG00000018172,ENSBMSG00010021003,OGFOD3,ortholog_one2one,ENSPCTG00005017811,OGFOD3,ortholog_one2one,ENSPSNG00000021025,OGFOD3,ortholog_one2one,OGFOD3
ENSBTAG00000018175,ENSBMSG00010021031,HEXD,ortholog_one2one,ENSPCTG00005017756,HEXD,ortholog_one2one,ENSPSNG00000020963,HEXD,ortholog_one2one,HEXD
ENSBTAG00000018186,,,,ENSPCTG00005014904,PDXK,ortholog_one2one,,,,PDXK
ENSBTAG00000018186,,,,ENSPCTG00005014904,PDXK,ortholog_one2one,,,,PDXK
ENSBTAG00000018186,,,,ENSPCTG00005014904,PDXK,ortholog_one2one,,,,PDXK
ENSBTAG00000018186,,,,ENSPCTG00005014904,PDXK,ortholog_one2one,,,,PDXK
ENSBTAG00000018207,ENSBMSG00010019669,M6PR,ortholog_one2one,ENSPCTG00005019326,M6PR,ortholog_one2one,ENSPSNG00000009343,M6PR,ortholog_one2one,M6PR
ENSBTAG00000018256,ENSBMSG00010014555,SMC6,ortholog_one2one,ENSPCTG00005015640,SMC6,ortholog_one2one,ENSPSNG00000005297,SMC6,ortholog_one2one,SMC6
ENSBTAG00000018257,ENSBMSG00010013281,APIP,ortholog_one2one,ENSPCTG00005010863,APIP,ortholog_one2one,ENSPSNG00000018319,APIP,ortholog_one2one,APIP
ENSBTAG00000018260,ENSBMSG00010019370,MFSD11,ortholog_one2one,ENSPCTG00005004624,MFSD11,ortholog_one2one,ENSPSNG00000022224,MFSD11,ortholog_one2one,MFSD11
ENSBTAG00000018278,ENSBMSG00010021628,,ortholog_one2one,ENSPCTG00005003770,ATP5PO,ortholog_one2one,ENSPSNG00000002241,ATP5PO,ortholog_one2one,ATP5PO
ENSBTAG00000018282,ENSBMSG00010003954,NIF3L1,ortholog_one2one,ENSPCTG00005001774,NIF3L1,ortholog_one2one,ENSPSNG00000018036,NIF3L1,ortholog_one2one,NIF3L1
ENSBTAG00000018291,ENSBMSG00010017326,C2orf68,ortholog_one2one,,,,ENSPSNG00000008473,C2orf68,ortholog_one2one,C11H2orf68
ENSBTAG00000018314,ENSBMSG00010020221,MED11,ortholog_one2one,ENSPCTG00005018892,MED11,ortholog_one2one,ENSPSNG00000018235,MED11,ortholog_one2one,MED11
ENSBTAG00000018315,ENSBMSG00010020283,PELP1,ortholog_one2one,ENSPCTG00005017794,PELP1,ortholog_one2one,ENSPSNG00000018043,PELP1,ortholog_one2one,PELP1
ENSBTAG00000018360,ENSBMSG00010003462,,ortholog_one2one,ENSPCTG00005005524,MRPL1,ortholog_one2one,ENSPSNG00000001294,,ortholog_one2one,MRPL1
ENSBTAG00000018363,ENSBMSG00010008940,RBM48,ortholog_one2one,ENSPCTG00005002870,RBM48,ortholog_one2one,ENSPSNG00000004497,RBM48,ortholog_one2one,RBM48
ENSBTAG00000018379,ENSBMSG00010010458,TMEM175,ortholog_one2one,ENSPCTG00005008678,TMEM175,ortholog_one2one,ENSPSNG00000018137,TMEM175,ortholog_one2one,TMEM175
ENSBTAG00000018387,ENSBMSG00010013997,EIPR1,ortholog_one2one,ENSPCTG00005010312,EIPR1,ortholog_one2one,ENSPSNG00000022392,EIPR1,ortholog_one2one,EIPR1
ENSBTAG00000018401,ENSBMSG00010014533,APLF,ortholog_one2one,,,,ENSPSNG00000018014,APLF,ortholog_one2one,APLF
ENSBTAG00000018401,ENSBMSG00010014533,APLF,ortholog_one2one,,,,ENSPSNG00000018014,APLF,ortholog_one2one,APLF
ENSBTAG00000018417,ENSBMSG00010012880,PSMF1,ortholog_one2one,ENSPCTG00005004686,PSMF1,ortholog_one2one,ENSPSNG00000008623,PSMF1,ortholog_one2one,PSMF1
ENSBTAG00000018483,ENSBMSG00010021996,NDUFS3,ortholog_one2one,ENSPCTG00005020272,NDUFS3,ortholog_one2one,ENSPSNG00000011780,NDUFS3,ortholog_one2one,NDUFS3
ENSBTAG00000018493,ENSBMSG00010014315,ERICH5,ortholog_one2one,ENSPCTG00005005712,ERICH5,ortholog_one2one,ENSPSNG00000016114,ERICH5,ortholog_one2one,ERICH5
ENSBTAG00000018502,ENSBMSG00010000627,ARMC9,ortholog_one2one,ENSPCTG00005017555,ARMC9,ortholog_one2one,ENSPSNG00000007685,ARMC9,ortholog_one2one,ARMC9
ENSBTAG00000018531,ENSBMSG00010010707,JCHAIN,ortholog_one2one,ENSPCTG00005001989,JCHAIN,ortholog_one2one,ENSPSNG00000004721,JCHAIN,ortholog_one2one,JCHAIN
ENSBTAG00000018548,ENSBMSG00010002812,INTS7,ortholog_one2one,ENSPCTG00005003928,INTS7,ortholog_one2one,ENSPSNG00000010384,INTS7,ortholog_one2one,INTS7
ENSBTAG00000018593,ENSBMSG00010022076,PSENEN,ortholog_one2one,ENSPCTG00005013343,PSENEN,ortholog_one2one,ENSPSNG00000013172,PSENEN,ortholog_one2one,PSENEN
ENSBTAG00000018594,ENSBMSG00010022068,LIN37,ortholog_one2one,ENSPCTG00005013417,LIN37,ortholog_one2one,ENSPSNG00000013105,LIN37,ortholog_one2one,LIN37
ENSBTAG00000018599,ENSBMSG00010022061,PROSER3,ortholog_one2one,ENSPCTG00005013536,,ortholog_one2one,ENSPSNG00000012979,PROSER3,ortholog_one2one,PROSER3
ENSBTAG00000018613,ENSBMSG00010006380,NOL8,ortholog_one2one,ENSPCTG00005005594,NOL8,ortholog_one2one,ENSPSNG00000000105,NOL8,ortholog_one2one,NOL8
ENSBTAG00000018628,ENSBMSG00010007705,,ortholog_one2one,ENSPCTG00005014440,RPL29,ortholog_one2one,ENSPSNG00000007010,,ortholog_one2one,RPL29
ENSBTAG00000018709,ENSBMSG00010000415,CATSPERB,ortholog_one2one,ENSPCTG00005013110,CATSPERB,ortholog_one2one,ENSPSNG00000021634,CATSPERB,ortholog_one2one,CATSPERB
ENSBTAG00000018715,ENSBMSG00010008105,MPLKIP,ortholog_one2one,ENSPCTG00005004756,MPLKIP,ortholog_one2one,ENSPSNG00000005962,MPLKIP,ortholog_one2one,MPLKIP
ENSBTAG00000018735,ENSBMSG00010010057,ADISSP,ortholog_one2one,ENSPCTG00005007760,C14H20orf27,ortholog_one2one,ENSPSNG00000004909,ADISSP,ortholog_one2one,ADISSP
ENSBTAG00000018737,ENSBMSG00010000586,GLMN,ortholog_one2one,ENSPCTG00005003228,GLMN,ortholog_one2one,ENSPSNG00000015403,GLMN,ortholog_one2one,GLMN
ENSBTAG00000018739,,,,ENSPCTG00005003192,RPAP2,ortholog_one2one,ENSPSNG00000015762,RPAP2,ortholog_one2one,RPAP2
ENSBTAG00000018739,,,,ENSPCTG00005003192,RPAP2,ortholog_one2one,ENSPSNG00000015762,RPAP2,ortholog_one2one,RPAP2
ENSBTAG00000018745,ENSBMSG00010008884,,ortholog_one2one,ENSPCTG00005020898,CEP290,ortholog_one2one,ENSPSNG00000004767,CEP290,ortholog_one2one,CEP290
ENSBTAG00000018772,ENSBMSG00010016644,TAF1C,ortholog_one2one,ENSPCTG00005018799,,ortholog_one2one,ENSPSNG00000019487,TAF1C,ortholog_one2one,TAF1C
ENSBTAG00000018775,ENSBMSG00010012427,TPX2,ortholog_one2one,ENSPCTG00005014960,TPX2,ortholog_one2one,ENSPSNG00000006796,TPX2,ortholog_one2one,TPX2
ENSBTAG00000018783,ENSBMSG00010012230,NELFCD,ortholog_one2one,ENSPCTG00005017957,NELFCD,ortholog_one2one,ENSPSNG00000016419,NELFCD,ortholog_one2one,NELFCD
ENSBTAG00000018803,ENSBMSG00010017067,SNF8,ortholog_one2one,ENSPCTG00005004481,SNF8,ortholog_one2one,ENSPSNG00000016533,SNF8,ortholog_one2one,SNF8
