Gene stable ID,Rat gene stable ID,Rat gene name,Rat homology type,Gene name
ENSMUSG00000051671,ENSRNOG00000062808,Coa6,ortholog_one2one,Coa6
ENSMUSG00000051730,ENSRNOG00000008469,Mettl5,ortholog_one2one,Mettl5
ENSMUSG00000051748,ENSRNOG00000029668,Wfdc21,ortholog_one2one,Wfdc21
ENSMUSG00000051768,ENSRNOG00000019915,Xrcc1,ortholog_one2one,Xrcc1
ENSMUSG00000052033,ENSRNOG00000050932,Pfdn4,ortholog_one2one,Pfdn4
ENSMUSG00000052214,ENSRNOG00000064373,Opa3,ortholog_one2one,Opa3
ENSMUSG00000052337,ENSRNOG00000009097,Immt,ortholog_one2one,Immt
ENSMUSG00000052369,ENSRNOG00000053269,Tmem106c,ortholog_one2one,Tmem106c
ENSMUSG00000052407,ENSRNOG00000033445,AABR07049060.1,ortholog_one2one,Ccdc171
ENSMUSG00000052428,ENSRNOG00000003928,Tmco1,ortholog_one2one,Tmco1
ENSMUSG00000052488,ENSRNOG00000012323,Cherp,ortholog_one2one,Cherp
ENSMUSG00000052533,ENSRNOG00000025185,Nup188,ortholog_one2one,Nup188
ENSMUSG00000052748,ENSRNOG00000032258,Swt1,ortholog_one2one,Swt1
ENSMUSG00000052794,ENSRNOG00000023700,C16h19orf44,ortholog_one2one,1700030K09Rik
ENSMUSG00000052926,ENSRNOG00000068063,Rnaseh2a,ortholog_one2one,Rnaseh2a
ENSMUSG00000053091,ENSRNOG00000042776,Lins1,ortholog_one2one,Lins1
ENSMUSG00000053134,ENSRNOG00000004927,Supt7l,ortholog_one2one,Supt7l
ENSMUSG00000053310,ENSRNOG00000010688,Nrgn,ortholog_one2one,Nrgn
ENSMUSG00000053317,ENSRNOG00000006345,Sec61b,ortholog_one2one,Sec61b
ENSMUSG00000053367,ENSRNOG00000064702,Eddm13,ortholog_one2one,Eddm13
ENSMUSG00000053453,ENSRNOG00000007701,Thoc7,ortholog_one2one,Thoc7
ENSMUSG00000053565,ENSRNOG00000020495,Eif3k,ortholog_one2one,Eif3k
ENSMUSG00000053574,ENSRNOG00000067475,LOC100912483,ortholog_one2one,4930563E22Rik
ENSMUSG00000053746,ENSRNOG00000049034,Ptrh1,ortholog_one2one,Ptrh1
ENSMUSG00000054013,ENSRNOG00000013128,Tmem179,ortholog_one2one,Tmem179
ENSMUSG00000054079,ENSRNOG00000002644,Utp18,ortholog_one2one,Utp18
ENSMUSG00000054204,ENSRNOG00000005154,Alkal2,ortholog_one2one,Alkal2
ENSMUSG00000054312,ENSRNOG00000024845,Mrps21,ortholog_one2one,Mrps21
ENSMUSG00000054484,ENSRNOG00000023874,Tmem62,ortholog_one2one,Tmem62
ENSMUSG00000054604,ENSRNOG00000000718,Cggbp1,ortholog_one2one,Cggbp1
ENSMUSG00000054723,ENSRNOG00000065863,Vmac,ortholog_one2one,Vmac
ENSMUSG00000054894,ENSRNOG00000004893,Dmac2l,ortholog_one2one,Dmac2l
ENSMUSG00000055128,ENSRNOG00000010178,Cgrrf1,ortholog_one2one,Cgrrf1
ENSMUSG00000055660,ENSRNOG00000026280,Mettl4,ortholog_one2one,Mettl4
ENSMUSG00000055670,ENSRNOG00000024535,Zzef1,ortholog_one2one,Zzef1
ENSMUSG00000055681,ENSRNOG00000020178,Cope,ortholog_one2one,Cope
ENSMUSG00000055862,ENSRNOG00000031950,Izumo4,ortholog_one2one,Izumo4
ENSMUSG00000055884,ENSRNOG00000056721,Fancm,ortholog_one2one,Fancm
ENSMUSG00000055900,ENSRNOG00000029152,Tmem69,ortholog_one2one,Tmem69
ENSMUSG00000055917,ENSRNOG00000045854,Zfp277,ortholog_one2one,Zfp277
ENSMUSG00000056260,ENSRNOG00000017784,Lrif1,ortholog_one2one,Lrif1
ENSMUSG00000056267,ENSRNOG00000022845,Cep70,ortholog_one2one,Cep70
ENSMUSG00000056310,ENSRNOG00000024352,Tyw1,ortholog_one2one,Tyw1
ENSMUSG00000056617,ENSRNOG00000038867,LOC500990,ortholog_one2one,4931429L15Rik
ENSMUSG00000056665,ENSRNOG00000005929,Them6,ortholog_one2one,Them6
ENSMUSG00000056763,ENSRNOG00000021718,Cspp1,ortholog_one2one,Cspp1
ENSMUSG00000057054,ENSRNOG00000037418,Inca1,ortholog_one2one,Inca1
ENSMUSG00000057147,ENSRNOG00000037356,Dph6,ortholog_one2one,Dph6
ENSMUSG00000057265,ENSRNOG00000011376,Bbof1,ortholog_one2one,Bbof1
ENSMUSG00000057388,ENSRNOG00000014582,Mrpl18,ortholog_one2one,Mrpl18
ENSMUSG00000057497,ENSRNOG00000016273,Fam136a,ortholog_one2one,Fam136a
ENSMUSG00000057572,ENSRNOG00000008226,Zbtb8os,ortholog_one2one,Zbtb8os
ENSMUSG00000057667,ENSRNOG00000017463,Bloc1s3,ortholog_one2one,Bloc1s3
ENSMUSG00000057863,ENSRNOG00000029560,AABR07072272.1,ortholog_one2one,Rpl36
ENSMUSG00000058046,ENSRNOG00000024506,LOC500475,ortholog_one2one,4933430I17Rik
ENSMUSG00000058076,ENSRNOG00000003163,Sdhc,ortholog_one2one,Sdhc
ENSMUSG00000058267,ENSRNOG00000002569,Mrps14,ortholog_one2one,Mrps14
ENSMUSG00000058290,ENSRNOG00000012835,Espl1,ortholog_one2one,Espl1
ENSMUSG00000058440,ENSRNOG00000008752,Nrf1,ortholog_one2one,Nrf1
ENSMUSG00000058498,ENSRNOG00000033722,Rnf207,ortholog_one2one,Rnf207
ENSMUSG00000058594,ENSRNOG00000018549,Fbh1,ortholog_one2one,Fbh1
ENSMUSG00000058833,ENSRNOG00000019990,Rex1bd,ortholog_one2one,Rex1bd
ENSMUSG00000058886,ENSRNOG00000017960,Deaf1,ortholog_one2one,Deaf1
ENSMUSG00000058925,ENSRNOG00000065037,,ortholog_one2one,Ccdc192
ENSMUSG00000059562,ENSRNOG00000030541,Ccdc154,ortholog_one2one,Ccdc154
ENSMUSG00000059586,ENSRNOG00000003964,Nsmce2,ortholog_one2one,Nsmce2
ENSMUSG00000059772,ENSRNOG00000019369,Slx1b,ortholog_one2one,Slx1b
ENSMUSG00000059820,ENSRNOG00000009958,Nkapd1,ortholog_one2one,Nkapd1
ENSMUSG00000059842,ENSRNOG00000017086,Zfp341,ortholog_one2one,Zfp341
ENSMUSG00000060038,ENSRNOG00000004219,Dhps,ortholog_one2one,Dhps
ENSMUSG00000060126,ENSRNOG00000001049,Tpt1,ortholog_one2one,Tpt1
ENSMUSG00000060268,ENSRNOG00000031494,Armh1,ortholog_one2one,Armh1
ENSMUSG00000060708,ENSRNOG00000054224,Bloc1s4,ortholog_one2one,Bloc1s4
ENSMUSG00000060935,ENSRNOG00000067167,Tmem263,ortholog_one2one,Tmem263
ENSMUSG00000061207,ENSRNOG00000048929,Stk19,ortholog_one2one,Stk19
ENSMUSG00000061360,ENSRNOG00000024170,Phf5a,ortholog_one2one,Phf5a
ENSMUSG00000061458,ENSRNOG00000005344,Nol10,ortholog_one2one,Nol10
ENSMUSG00000061650,ENSRNOG00000053961,Med9,ortholog_one2one,Med9
ENSMUSG00000061778,ENSRNOG00000003350,Mospd2,ortholog_one2one,Mospd2
ENSMUSG00000062006,ENSRNOG00000016387,Rpl34,ortholog_one2one,Rpl34
ENSMUSG00000062054,ENSRNOG00000060853,Iah1,ortholog_one2one,Iah1
ENSMUSG00000062154,ENSRNOG00000063601,Tex33,ortholog_one2one,Cimip4
ENSMUSG00000062376,ENSRNOG00000020076,Borcs7,ortholog_one2one,Borcs7
ENSMUSG00000062397,ENSRNOG00000060956,Zfp706,ortholog_one2one,Zfp706
ENSMUSG00000062510,ENSRNOG00000042286,Nsl1,ortholog_one2one,Nsl1
ENSMUSG00000062563,ENSRNOG00000058891,Cys1,ortholog_one2one,Cys1
ENSMUSG00000062619,ENSRNOG00000046871,LOC681367,ortholog_one2one,2310039H08Rik
ENSMUSG00000063172,ENSRNOG00000010241,Ift25,ortholog_one2one,Ift25
ENSMUSG00000063550,ENSRNOG00000020347,Nup98,ortholog_one2one,Nup98
ENSMUSG00000063800,ENSRNOG00000009451,Prpf38a,ortholog_one2one,Prpf38a
ENSMUSG00000063882,ENSRNOG00000012550,Uqcrh,ortholog_one2one,Uqcrh
ENSMUSG00000064109,ENSRNOG00000020849,Hcst,ortholog_one2one,Hcst
ENSMUSG00000064120,ENSRNOG00000011784,Mocs1,ortholog_one2one,Mocs1
ENSMUSG00000064177,ENSRNOG00000010349,Ghrl,ortholog_one2one,Ghrl
ENSMUSG00000064272,ENSRNOG00000058260,Gpbar1,ortholog_one2one,Gpbar1
ENSMUSG00000064307,ENSRNOG00000020124,Lrrc51,ortholog_one2one,Lrrc51
ENSMUSG00000064351,ENSRNOG00000034234,Mt-co1,ortholog_one2one,mt-Co1
ENSMUSG00000064368,ENSRNOG00000029042,Mt-nd6,ortholog_one2one,mt-Nd6
ENSMUSG00000064370,ENSRNOG00000031766,Mt-cyb,ortholog_one2one,mt-Cytb
ENSMUSG00000064373,ENSRNOG00000053086,Selenop,ortholog_one2one,Selenop
ENSMUSG00000065401,ENSRNOG00000035647,Mir144,ortholog_one2one,Mir144
ENSMUSG00000065526,ENSRNOG00000035527,Mir337,ortholog_one2one,Mir337
ENSMUSG00000065540,ENSRNOG00000035591,Mir126a,ortholog_one2one,Mir126a
ENSMUSG00000065715,ENSRNOG00000053353,Snord7,ortholog_one2one,Snord7
ENSMUSG00000066148,ENSRNOG00000014777,Prpf4,ortholog_one2one,Prpf4
ENSMUSG00000066149,ENSRNOG00000070941,LOC103692897,ortholog_one2one,Cdc26
ENSMUSG00000066196,ENSRNOG00000032539,Spag8,ortholog_one2one,Spag8
ENSMUSG00000066357,ENSRNOG00000020185,Wdr6,ortholog_one2one,Wdr6
ENSMUSG00000066621,ENSRNOG00000001010,Tecpr1,ortholog_one2one,Tecpr1
ENSMUSG00000066800,ENSRNOG00000027017,Rnasel,ortholog_one2one,Rnasel
ENSMUSG00000066892,ENSRNOG00000064355,Fbxl12,ortholog_one2one,Fbxl12
ENSMUSG00000067288,ENSRNOG00000042886,Rps28,ortholog_one2one,Rps28
ENSMUSG00000067367,ENSRNOG00000005374,Lyar,ortholog_one2one,Lyar
ENSMUSG00000067786,ENSRNOG00000024923,Nnat,ortholog_one2one,Nnat
ENSMUSG00000067847,ENSRNOG00000045555,Romo1,ortholog_one2one,Romo1
ENSMUSG00000067872,ENSRNOG00000025247,Ccdc87,ortholog_one2one,Ccdc87
ENSMUSG00000068328,ENSRNOG00000007842,Aup1,ortholog_one2one,Aup1
ENSMUSG00000068735,ENSRNOG00000008738,Tp53i11,ortholog_one2one,Trp53i11
ENSMUSG00000068860,ENSRNOG00000021656,C2h1orf56,ortholog_one2one,Gm128
ENSMUSG00000068921,ENSRNOG00000020373,Dap3,ortholog_one2one,Dap3
ENSMUSG00000069227,ENSRNOG00000017974,Gprin1,ortholog_one2one,Gprin1
ENSMUSG00000069633,ENSRNOG00000028100,Pex11g,ortholog_one2one,Pex11g
ENSMUSG00000070084,ENSRNOG00000062490,rno-mir-486,ortholog_one2one,Mir486
ENSMUSG00000070283,ENSRNOG00000020068,Ndufaf3,ortholog_one2one,Ndufaf3
ENSMUSG00000070306,ENSRNOG00000039086,Ccdc153,ortholog_one2one,Ccdc153
ENSMUSG00000070319,ENSRNOG00000020619,Eif3g,ortholog_one2one,Eif3g
ENSMUSG00000070336,ENSRNOG00000036882,Fbxo47,ortholog_one2one,Fbxo47
ENSMUSG00000070426,ENSRNOG00000020175,Rnf121,ortholog_one2one,Rnf121
ENSMUSG00000070576,ENSRNOG00000027489,Mn1,ortholog_one2one,Mn1
ENSMUSG00000070583,ENSRNOG00000064080,LOC103690502,ortholog_one2one,Fv1
ENSMUSG00000070732,ENSRNOG00000024878,Rbm44,ortholog_one2one,Rbm44
ENSMUSG00000071014,ENSRNOG00000024539,Ndufb6,ortholog_one2one,Ndufb6
ENSMUSG00000071037,ENSRNOG00000030629,Camkmt,ortholog_one2one,Camkmt
ENSMUSG00000071073,ENSRNOG00000039856,Lrrc73,ortholog_one2one,Lrrc73
ENSMUSG00000071103,ENSRNOG00000038819,C16h4orf47,ortholog_one2one,Cfap96
ENSMUSG00000071180,ENSRNOG00000031995,Smim15,ortholog_one2one,Smim15
ENSMUSG00000071202,ENSRNOG00000022331,Ccdc78,ortholog_one2one,Ccdc78
ENSMUSG00000071252,ENSRNOG00000045639,RGD1560883,ortholog_one2one,2210408I21Rik
ENSMUSG00000071324,ENSRNOG00000026217,Armc2,ortholog_one2one,Armc2
ENSMUSG00000071342,ENSRNOG00000039110,Lsmem1,ortholog_one2one,Lsmem1
ENSMUSG00000071451,ENSRNOG00000039265,Psmg4,ortholog_one2one,Psmg4
ENSMUSG00000071540,ENSRNOG00000049942,RGD1564899,ortholog_one2one,3425401B19Rik
ENSMUSG00000071653,ENSRNOG00000019701,C1h11orf98,ortholog_one2one,1810009A15Rik
ENSMUSG00000071847,ENSRNOG00000043304,Apcdd1,ortholog_one2one,Apcdd1
ENSMUSG00000072968,ENSRNOG00000046174,AABR07073146.1,ortholog_one2one,Gm17728
ENSMUSG00000073412,ENSRNOG00000000855,Lst1,ortholog_one2one,Lst1
ENSMUSG00000073414,ENSRNOG00000026936,Mpig6b,ortholog_one2one,Mpig6b
ENSMUSG00000073702,ENSRNOG00000013508,Rpl31,ortholog_one2one,Rpl31
ENSMUSG00000073856,ENSRNOG00000036758,Iqck,ortholog_one2one,Iqck
ENSMUSG00000074030,ENSRNOG00000019766,Exoc8,ortholog_one2one,Exoc8
ENSMUSG00000074064,ENSRNOG00000014522,Mlycd,ortholog_one2one,Mlycd
ENSMUSG00000074247,ENSRNOG00000039417,Dda1,ortholog_one2one,Dda1
ENSMUSG00000074634,ENSRNOG00000064070,Tmem267,ortholog_one2one,Tmem267
ENSMUSG00000074682,ENSRNOG00000068900,Zcchc3,ortholog_one2one,Zcchc3
ENSMUSG00000075227,ENSRNOG00000021794,Znhit2,ortholog_one2one,Znhit2
ENSMUSG00000075229,ENSRNOG00000031653,Mix23,ortholog_one2one,Mix23
ENSMUSG00000075302,ENSRNOG00000056087,Erich2,ortholog_one2one,Erich2
ENSMUSG00000075330,ENSRNOG00000038119,AABR07034706.1,ortholog_one2one,A930003A15Rik
ENSMUSG00000075419,ENSRNOG00000016989,Dolk,ortholog_one2one,Dolk
ENSMUSG00000075467,ENSRNOG00000018791,Dnlz,ortholog_one2one,Dnlz
ENSMUSG00000075470,ENSRNOG00000014511,Alg10,ortholog_one2one,Alg10b
ENSMUSG00000075700,ENSRNOG00000013507,Selenot,ortholog_one2one,Selenot
ENSMUSG00000075701,ENSRNOG00000012576,Selenos,ortholog_one2one,Selenos
ENSMUSG00000076052,ENSRNOG00000036486,Mir541,ortholog_one2one,Mir541
ENSMUSG00000076275,ENSRNOG00000040350,Mir675,ortholog_one2one,Mir675
ENSMUSG00000077323,ENSRNOG00000053078,LOC120103286,ortholog_one2one,Rnu11
ENSMUSG00000077440,ENSRNOG00000057952,LOC120100344,ortholog_one2one,Gm23130
ENSMUSG00000077457,ENSRNOG00000055640,Snord65,ortholog_one2one,Snord65
ENSMUSG00000078201,ENSRNOG00000010894,Tmem203,ortholog_one2one,Tmem203
ENSMUSG00000078307,ENSRNOG00000025463,LOC100125362,ortholog_one2one,AI593442
ENSMUSG00000078517,ENSRNOG00000018097,Emc1,ortholog_one2one,Emc1
ENSMUSG00000078570,ENSRNOG00000042421,C5h1orf122,ortholog_one2one,1110065P20Rik
ENSMUSG00000078622,ENSRNOG00000009006,Ccdc47,ortholog_one2one,Ccdc47
ENSMUSG00000078670,ENSRNOG00000012369,Fam174b,ortholog_one2one,Fam174b
ENSMUSG00000078786,ENSRNOG00000037715,Actmap,ortholog_one2one,Actmap
ENSMUSG00000078907,ENSRNOG00000054250,Fam186b,ortholog_one2one,Fam186b
ENSMUSG00000079019,ENSRNOG00000068505,Insl3,ortholog_one2one,Insl3
ENSMUSG00000079084,ENSRNOG00000005713,Ccdc82,ortholog_one2one,Ccdc82
ENSMUSG00000079165,ENSRNOG00000066351,Sap25,ortholog_one2one,Sap25
ENSMUSG00000079426,ENSRNOG00000008994,Arpc4,ortholog_one2one,Arpc4
ENSMUSG00000079523,ENSRNOG00000064090,Tmsb10,ortholog_one2one,Tmsb10
ENSMUSG00000080356,ENSRNOG00000048809,Mir1247,ortholog_one2one,Mir1247
ENSMUSG00000080538,ENSRNOG00000055021,LOC120102096,ortholog_one2one,Gm25541
ENSMUSG00000080615,ENSRNOG00000070286,Snord99,ortholog_one2one,Snord99
ENSMUSG00000080669,ENSRNOG00000041535,Mir1224,ortholog_one2one,Mir1224
ENSMUSG00000081534,ENSRNOG00000053196,Slc48a1,ortholog_one2one,Slc48a1
ENSMUSG00000084514,ENSRNOG00000041870,Mir1893,ortholog_one2one,Mir1893
ENSMUSG00000084845,ENSRNOG00000066137,Tmem240,ortholog_one2one,Tmem240
ENSMUSG00000084957,ENSRNOG00000047019,Bbip1,ortholog_one2one,Bbip1
ENSMUSG00000085601,ENSRNOG00000067421,Meiosin,ortholog_one2one,Meiosin
ENSMUSG00000085684,ENSRNOG00000068310,C10H5orf58,ortholog_one2one,4930469K13Rik
ENSMUSG00000085793,ENSRNOG00000043441,Lin52,ortholog_one2one,Lin52
ENSMUSG00000085925,ENSRNOG00000048751,Rtl1,ortholog_one2one,Rtl1
ENSMUSG00000086587,ENSRNOG00000007256,Necab1,ortholog_one2one,Gm11837
ENSMUSG00000088088,ENSRNOG00000057527,RNase_MRP,ortholog_one2one,Rmrp
ENSMUSG00000088252,ENSRNOG00000070981,Snord13,ortholog_one2one,Snord13
ENSMUSG00000088835,ENSRNOG00000052563,LOC120102747,ortholog_one2one,Gm23547
ENSMUSG00000090083,ENSRNOG00000047171,Rnf8,ortholog_one2one,Rnf8
ENSMUSG00000090394,ENSRNOG00000049537,Kiaa0040,ortholog_one2one,4930523C07Rik
ENSMUSG00000091119,ENSRNOG00000039473,Ccdc152,ortholog_one2one,Ccdc152
ENSMUSG00000091512,ENSRNOG00000010552,Lamtor3,ortholog_one2one,Lamtor3
ENSMUSG00000091931,ENSRNOG00000046085,Gon7,ortholog_one2one,Gon7
ENSMUSG00000092060,ENSRNOG00000053303,Bend4,ortholog_one2one,Bend4
ENSMUSG00000092118,ENSRNOG00000023968,Fancf,ortholog_one2one,Fancf
ENSMUSG00000092417,ENSRNOG00000000848,Gpank1,ortholog_one2one,Gpank1
ENSMUSG00000092558,ENSRNOG00000013852,Med20,ortholog_one2one,Med20
ENSMUSG00000092586,ENSRNOG00000070605,Ly6g6c,ortholog_one2one,Ly6g6c
ENSMUSG00000092607,ENSRNOG00000021092,Scnm1,ortholog_one2one,Scnm1
ENSMUSG00000093178,ENSRNOG00000060290,Snord87,ortholog_one2one,Snord87
ENSMUSG00000095567,ENSRNOG00000021392,Noc2l,ortholog_one2one,Noc2l
ENSMUSG00000096257,ENSRNOG00000046971,Ccer2,ortholog_one2one,Ccer2
ENSMUSG00000097075,ENSRNOG00000057003,Cdiptos,ortholog_one2one,Cdiptos
ENSMUSG00000103409,ENSRNOG00000052634,Lsmem2,ortholog_one2one,Lsmem2
ENSMUSG00000105220,ENSRNOG00000036260,Mir497,ortholog_one2one,Mir497
ENSMUSG00000105904,ENSRNOG00000035501,Mir24-2,ortholog_one2one,Mir24-1
ENSMUSG00000106425,ENSRNOG00000041305,Mir873,ortholog_one2one,Mir873b
ENSMUSG00000107002,ENSRNOG00000067943,Ncbp2as2,ortholog_one2one,Ncbp2as2
ENSMUSG00000111184,ENSRNOG00000003504,Thsd8,ortholog_one2one,Gm49661
ENSMUSG00000112920,ENSRNOG00000037307,Spata22,ortholog_one2one,Spata22
ENSMUSG00000114245,ENSRNOG00000065484,Percc1,ortholog_one2one,Percc1
ENSMUSG00000116652,ENSRNOG00000070676,LOC120095536,ortholog_one2one,Fam246a
ENSMUSG00000117748,ENSRNOG00000047246,Chtf8,ortholog_one2one,Derpc
ENSMUSG00000117924,ENSRNOG00000019266,Tmem223,ortholog_one2one,Tmem223
ENSMUSG00000118346,ENSRNOG00000019341,Tmem179b,ortholog_one2one,Tmem179b
ENSMUSG00000118537,ENSRNOG00000066555,Shld3,ortholog_one2one,Shld3
ENSMUSG00000118731,ENSRNOG00000035640,Mir30e,ortholog_one2one,Mir30f
ENSMUSG00000121920,ENSRNOG00000070646,LOC120096235,ortholog_one2one,
ENSMUSG00002075306,ENSRNOG00000035528,Mir3595,ortholog_one2one,Gm54366
ENSMUSG00002075603,ENSRNOG00000035453,Mir3596c,ortholog_one2one,Gm55583
ENSMUSG00002076293,ENSRNOG00000035456,Mir3555,ortholog_one2one,Gm55600
