Gene stable ID,Zebra finch gene stable ID,Zebra finch gene name,Zebra finch homology type,Great Tit gene stable ID,Great Tit gene name,Great Tit homology type,Kakapo gene stable ID,Kakapo gene name,Kakapo homology type,Gene name
ENSGALG00010012367,ENSTGUG00000012609,RAD52,ortholog_one2one,ENSPMJG00000019372,RAD52,ortholog_one2one,ENSSHBG00005021215,RAD52,ortholog_one2one,RAD52
ENSGALG00010012671,ENSTGUG00000011805,NBN,ortholog_one2one,ENSPMJG00000005583,NBN,ortholog_one2one,ENSSHBG00005003579,NBN,ortholog_one2one,NBN
ENSGALG00010012688,ENSTGUG00000002710,NDUFAF2,ortholog_one2one,ENSPMJG00000016088,NDUFAF2,ortholog_one2one,ENSSHBG00005019871,NDUFAF2,ortholog_one2one,NDUFAF2
ENSGALG00010012696,ENSTGUG00000022414,DNAL4,ortholog_one2one,ENSPMJG00000007781,DNAL4,ortholog_one2one,ENSSHBG00005001571,DNAL4,ortholog_one2one,DNAL4
ENSGALG00010012712,ENSTGUG00000025656,EEF1E1,ortholog_one2one,ENSPMJG00000018306,EEF1E1,ortholog_one2one,ENSSHBG00005008988,EEF1E1,ortholog_one2one,EEF1E1
ENSGALG00010012765,ENSTGUG00000025618,PHF5A,ortholog_one2one,ENSPMJG00000004457,PHF5A,ortholog_one2one,ENSSHBG00005004044,PHF5A,ortholog_one2one,PHF5A
ENSGALG00010012767,ENSTGUG00000010363,JOSD1,ortholog_one2one,ENSPMJG00000007786,JOSD1,ortholog_one2one,ENSSHBG00005000670,JOSD1,ortholog_one2one,JOSD1
ENSGALG00010012772,ENSTGUG00000019288,TOMM22,ortholog_one2one,ENSPMJG00000007787,TOMM22,ortholog_one2one,ENSSHBG00005003470,TOMM22,ortholog_one2one,TOMM22
ENSGALG00010012798,ENSTGUG00000010852,MFSD6,ortholog_one2one,ENSPMJG00000008304,MFSD6,ortholog_one2one,ENSSHBG00005011677,MFSD6,ortholog_one2one,MFSD6
ENSGALG00010012803,,,,ENSPMJG00000015810,NUP155,ortholog_one2one,ENSSHBG00005009278,NUP155,ortholog_one2one,NUP155
ENSGALG00010012854,ENSTGUG00000001227,,ortholog_one2one,ENSPMJG00000009607,LECT2,ortholog_one2one,ENSSHBG00005007584,,ortholog_one2one,LECT2
ENSGALG00010012861,ENSTGUG00000002097,WDR70,ortholog_one2one,ENSPMJG00000015811,WDR70,ortholog_one2one,ENSSHBG00005009223,WDR70,ortholog_one2one,WDR70
ENSGALG00010012883,ENSTGUG00000012152,DCAF13,ortholog_one2one,ENSPMJG00000010212,DCAF13,ortholog_one2one,ENSSHBG00005000242,DCAF13,ortholog_one2one,DCAF13
ENSGALG00010012889,ENSTGUG00000005013,RIC1,ortholog_one2one,ENSPMJG00000016216,RIC1,ortholog_one2one,ENSSHBG00005017400,RIC1,ortholog_one2one,RIC1
ENSGALG00010012912,ENSTGUG00000012597,NKAP,ortholog_one2one,ENSPMJG00000011379,NKAP,ortholog_one2one,ENSSHBG00005014986,NKAP,ortholog_one2one,NKAPL
ENSGALG00010012957,ENSTGUG00000012393,DERA,ortholog_one2one,ENSPMJG00000010722,DERA,ortholog_one2one,ENSSHBG00005003100,DERA,ortholog_one2one,DERA
ENSGALG00010013081,ENSTGUG00000005841,NCOA5,ortholog_one2one,ENSPMJG00000005806,NCOA5,ortholog_one2one,ENSSHBG00005006795,NCOA5,ortholog_one2one,NCOA5
ENSGALG00010013097,ENSTGUG00000024571,,ortholog_one2one,,,,ENSSHBG00005003528,,ortholog_one2one,
ENSGALG00010013114,ENSTGUG00000025829,PIGP,ortholog_one2one,ENSPMJG00000009524,PIGP,ortholog_one2one,ENSSHBG00005017917,PIGP,ortholog_one2one,PIGP
ENSGALG00010013132,ENSTGUG00000000732,SKIC3,ortholog_one2one,ENSPMJG00000006653,SKIC3,ortholog_one2one,ENSSHBG00005003073,SKIC3,ortholog_one2one,TTC37
ENSGALG00010013135,ENSTGUG00000004895,TTC3,ortholog_one2one,ENSPMJG00000009526,TTC3,ortholog_one2one,,,,TTC3
ENSGALG00010013135,ENSTGUG00000004895,TTC3,ortholog_one2one,ENSPMJG00000009526,TTC3,ortholog_one2one,,,,TTC3
ENSGALG00010013135,ENSTGUG00000004895,TTC3,ortholog_one2one,ENSPMJG00000009526,TTC3,ortholog_one2one,,,,TTC3
ENSGALG00010013152,ENSTGUG00000011367,TBXAS1,ortholog_one2one,ENSPMJG00000008927,TBXAS1,ortholog_one2one,ENSSHBG00005014330,TBXAS1,ortholog_one2one,TBXAS1
ENSGALG00010013214,ENSTGUG00000001957,RAI14,ortholog_one2one,ENSPMJG00000015775,RAI14,ortholog_one2one,ENSSHBG00005005011,RAI14,ortholog_one2one,RAI14
ENSGALG00010013238,ENSTGUG00000001960,RAD1,ortholog_one2one,ENSPMJG00000015776,RAD1,ortholog_one2one,ENSSHBG00005005001,RAD1,ortholog_one2one,RAD1
ENSGALG00010013247,ENSTGUG00000012200,ATG5,ortholog_one2one,ENSPMJG00000000069,ATG5,ortholog_one2one,ENSSHBG00005006968,ATG5,ortholog_one2one,ATG5
ENSGALG00010013249,ENSTGUG00000008457,AURKA,ortholog_one2one,ENSPMJG00000009069,AURKA,ortholog_one2one,ENSSHBG00005006319,AURKA,ortholog_one2one,AURKA
ENSGALG00010013256,ENSTGUG00000001961,BRIX1,ortholog_one2one,ENSPMJG00000015777,BRIX1,ortholog_one2one,ENSSHBG00005004993,BRIX1,ortholog_one2one,BRIX1
ENSGALG00010013258,,,,ENSPMJG00000005519,RBIS,ortholog_one2one,ENSSHBG00005006386,RBIS,ortholog_one2one,C8orf59
ENSGALG00010013283,ENSTGUG00000020006,PAWR,ortholog_one2one,ENSPMJG00000012664,PAWR,ortholog_one2one,ENSSHBG00005004872,PAWR,ortholog_one2one,PAWR
ENSGALG00010013287,ENSTGUG00000017761,SNORA47,ortholog_one2one,ENSPMJG00000016146,SNORA47,ortholog_one2one,ENSSHBG00005010823,SNORA47,ortholog_one2one,
ENSGALG00010013307,ENSTGUG00000018539,POFUT1,ortholog_one2one,ENSPMJG00000006113,POFUT1,ortholog_one2one,ENSSHBG00005013729,POFUT1,ortholog_one2one,POFUT1
ENSGALG00010013357,ENSTGUG00000002126,RICTOR,ortholog_one2one,ENSPMJG00000015818,RICTOR,ortholog_one2one,ENSSHBG00005004989,RICTOR,ortholog_one2one,RICTOR
ENSGALG00010013410,ENSTGUG00000000720,KIAA0825,ortholog_one2one,ENSPMJG00000006574,KIAA0825,ortholog_one2one,ENSSHBG00005003330,KIAA0825,ortholog_one2one,KIAA0825
ENSGALG00010013416,ENSTGUG00000011643,NDUFB2,ortholog_one2one,ENSPMJG00000009449,NDUFB2,ortholog_one2one,ENSSHBG00005012798,NDUFB2,ortholog_one2one,NDUFB2
ENSGALG00010013431,ENSTGUG00000000170,TMEM175,ortholog_one2one,ENSPMJG00000003506,TMEM175,ortholog_one2one,ENSSHBG00005003055,TMEM175,ortholog_one2one,TMEM175
ENSGALG00010013484,ENSTGUG00000000867,,ortholog_one2one,ENSPMJG00000008121,,ortholog_one2one,ENSSHBG00005006129,,ortholog_one2one,TCOF1
ENSGALG00010013491,ENSTGUG00000009952,CNOT11,ortholog_one2one,ENSPMJG00000015187,CNOT11,ortholog_one2one,ENSSHBG00005014577,CNOT11,ortholog_one2one,CNOT11
ENSGALG00010013514,ENSTGUG00000002015,LMBRD2,ortholog_one2one,ENSPMJG00000015802,LMBRD2,ortholog_one2one,ENSSHBG00005000467,LMBRD2,ortholog_one2one,LMBRD2
ENSGALG00010013553,ENSTGUG00000026809,TADA1,ortholog_one2one,ENSPMJG00000010476,TADA1,ortholog_one2one,ENSSHBG00005000887,TADA1,ortholog_one2one,TADA1
ENSGALG00010013572,ENSTGUG00000026574,DENND11,ortholog_one2one,ENSPMJG00000009027,DENND11,ortholog_one2one,ENSSHBG00005012213,DENND11,ortholog_one2one,DENND11
ENSGALG00010013609,ENSTGUG00000017266,PIGC,ortholog_one2one,ENSPMJG00000010481,PIGC,ortholog_one2one,ENSSHBG00005010158,PIGC,ortholog_one2one,PIGC
ENSGALG00010013686,ENSTGUG00000000193,UQCRQ,ortholog_one2one,ENSPMJG00000006309,UQCRQ,ortholog_one2one,ENSSHBG00005005393,UQCRQ,ortholog_one2one,UQCRQ
ENSGALG00010013767,ENSTGUG00000006052,,ortholog_one2one,ENSPMJG00000012191,,ortholog_one2one,ENSSHBG00005008075,,ortholog_one2one,PGK2
ENSGALG00010013787,ENSTGUG00000021247,ZCCHC10,ortholog_one2one,ENSPMJG00000006296,ZCCHC10,ortholog_one2one,ENSSHBG00005005326,ZCCHC10,ortholog_one2one,ZCCHC10
ENSGALG00010013878,ENSTGUG00000006070,ARID2,ortholog_one2one,ENSPMJG00000011036,ARID2,ortholog_one2one,ENSSHBG00005016236,ARID2,ortholog_one2one,ARID2
ENSGALG00010013908,ENSTGUG00000006728,TBC1D20,ortholog_one2one,ENSPMJG00000006985,TBC1D20,ortholog_one2one,ENSSHBG00005013404,TBC1D20,ortholog_one2one,TBC1D20
ENSGALG00010014093,ENSTGUG00000010857,PLD1,ortholog_one2one,ENSPMJG00000004681,PLD1,ortholog_one2one,ENSSHBG00005016963,PLD1,ortholog_one2one,PLD1
ENSGALG00010014151,ENSTGUG00000028922,ATP23,ortholog_one2one,ENSPMJG00000011109,ATP23,ortholog_one2one,ENSSHBG00005016292,ATP23,ortholog_one2one,ATP23
ENSGALG00010014154,ENSTGUG00000012243,DNAI7,ortholog_one2one,ENSPMJG00000009232,DNAI7,ortholog_one2one,ENSSHBG00005014618,DNAI7,ortholog_one2one,DNAI7
ENSGALG00010014204,ENSTGUG00000017302,KIFAP3,ortholog_one2one,ENSPMJG00000010550,KIFAP3,ortholog_one2one,ENSSHBG00005009727,KIFAP3,ortholog_one2one,KIFAP3
ENSGALG00010014213,,,,ENSPMJG00000009230,ETFRF1,ortholog_one2one,ENSSHBG00005014601,ETFRF1,ortholog_one2one,ETFRF1
ENSGALG00010014220,ENSTGUG00000000835,C9orf85,ortholog_one2one,ENSPMJG00000009041,C9orf85,ortholog_one2one,ENSSHBG00005014351,C9orf85,ortholog_one2one,C9orf85
ENSGALG00010014257,ENSTGUG00000000543,NOP16,ortholog_one2one,ENSPMJG00000007592,NOP16,ortholog_one2one,ENSSHBG00005009525,NOP16,ortholog_one2one,NOP16
ENSGALG00010014312,ENSTGUG00000023710,KIAA1191,ortholog_one2one,ENSPMJG00000007594,KIAA1191,ortholog_one2one,ENSSHBG00005009507,KIAA1191,ortholog_one2one,KIAA1191
ENSGALG00010014346,ENSTGUG00000012136,AFG1L,ortholog_one2one,ENSPMJG00000015316,AFG1L,ortholog_one2one,ENSSHBG00005006641,AFG1L,ortholog_one2one,AFG1L
ENSGALG00010014414,ENSTGUG00000009312,TMEM255B,ortholog_one2one,ENSPMJG00000011602,TMEM255B,ortholog_one2one,ENSSHBG00005004767,TMEM255B,ortholog_one2one,TMEM255B
ENSGALG00010014482,ENSTGUG00000000557,THOC3,ortholog_one2one,ENSPMJG00000007599,THOC3,ortholog_one2one,ENSSHBG00005009477,THOC3,ortholog_one2one,THOC3
ENSGALG00010014504,ENSTGUG00000012155,SEC63,ortholog_one2one,ENSPMJG00000015322,SEC63,ortholog_one2one,ENSSHBG00005006731,SEC63,ortholog_one2one,SEC63
ENSGALG00010014703,ENSTGUG00000009135,PCID2,ortholog_one2one,ENSPMJG00000011593,PCID2,ortholog_one2one,ENSSHBG00005007047,PCID2,ortholog_one2one,PCID2
ENSGALG00010014728,ENSTGUG00000012188,INTS13,ortholog_one2one,ENSPMJG00000009129,INTS13,ortholog_one2one,ENSSHBG00005013819,INTS13,ortholog_one2one,INTS13
ENSGALG00010014742,ENSTGUG00000009129,PROZ,ortholog_one2one,ENSPMJG00000011592,PROZ,ortholog_one2one,ENSSHBG00005007080,PROZ,ortholog_one2one,PROZ
ENSGALG00010014783,ENSTGUG00000005130,,ortholog_one2one,ENSPMJG00000012325,,ortholog_one2one,ENSSHBG00005015682,,ortholog_one2one,
ENSGALG00010014812,ENSTGUG00000011932,RWDD1,ortholog_one2one,ENSPMJG00000014098,RWDD1,ortholog_one2one,ENSSHBG00005003718,RWDD1,ortholog_one2one,RWDD1
ENSGALG00010014817,ENSTGUG00000020170,RNaseP_nuc,ortholog_one2one,ENSPMJG00000018712,RNaseP_nuc,ortholog_one2one,ENSSHBG00005005369,RNaseP_nuc,ortholog_one2one,RNaseP_nuc
ENSGALG00010014820,ENSTGUG00000018096,SNORD79,ortholog_one2one,ENSPMJG00000019226,SNORD79,ortholog_one2one,ENSSHBG00005015921,SNORD79,ortholog_one2one,SNORD79
ENSGALG00010014823,,,,ENSPMJG00000019232,,ortholog_one2one,ENSSHBG00005015934,,ortholog_one2one,
ENSGALG00010014823,,,,ENSPMJG00000019232,,ortholog_one2one,ENSSHBG00005015934,,ortholog_one2one,
ENSGALG00010014838,ENSTGUG00000018730,,ortholog_one2one,ENSPMJG00000019225,,ortholog_one2one,ENSSHBG00005015918,,ortholog_one2one,
ENSGALG00010014839,ENSTGUG00000012183,TM7SF3,ortholog_one2one,ENSPMJG00000009126,TM7SF3,ortholog_one2one,ENSSHBG00005013789,TM7SF3,ortholog_one2one,TM7SF3
ENSGALG00010014861,ENSTGUG00000024373,MED21,ortholog_one2one,ENSPMJG00000009125,MED21,ortholog_one2one,ENSSHBG00005013777,MED21,ortholog_one2one,MED21
ENSGALG00010014918,ENSTGUG00000005216,PLRG1,ortholog_one2one,ENSPMJG00000010720,PLRG1,ortholog_one2one,ENSSHBG00005009685,PLRG1,ortholog_one2one,PLRG1
ENSGALG00010014952,ENSTGUG00000011218,C21orf58,ortholog_one2one,ENSPMJG00000008021,C21orf58,ortholog_one2one,,,,C7H21orf58
ENSGALG00010014953,ENSTGUG00000009023,TMEM156,ortholog_one2one,ENSPMJG00000016271,TMEM156,ortholog_one2one,ENSSHBG00005000963,,ortholog_one2one,
ENSGALG00010015024,ENSTGUG00000019732,CRACD,ortholog_one2one,ENSPMJG00000006238,CRACD,ortholog_one2one,ENSSHBG00005020330,CRACD,ortholog_one2one,CRACD
ENSGALG00010015026,ENSTGUG00000008333,SPO11,ortholog_one2one,ENSPMJG00000009050,SPO11,ortholog_one2one,ENSSHBG00005005764,SPO11,ortholog_one2one,SPO11
ENSGALG00010015057,ENSTGUG00000002844,LAS1L,ortholog_one2one,ENSPMJG00000008024,LAS1L,ortholog_one2one,ENSSHBG00005019342,LAS1L,ortholog_one2one,LAS1L
ENSGALG00010015092,ENSTGUG00000020798,HSPE1,ortholog_one2one,ENSPMJG00000003948,HSPE1,ortholog_one2one,ENSSHBG00005019379,HSPE1,ortholog_one2one,HSPE1
ENSGALG00010015141,ENSTGUG00000008507,,ortholog_one2one,ENSPMJG00000009095,PFDN4,ortholog_one2one,ENSSHBG00005006394,PFDN4,ortholog_one2one,PFDN4
ENSGALG00010015199,ENSTGUG00000009601,,ortholog_one2one,ENSPMJG00000019606,,ortholog_one2one,ENSSHBG00005011308,,ortholog_one2one,
ENSGALG00010015261,ENSTGUG00000009672,IQCG,ortholog_one2one,ENSPMJG00000019617,IQCG,ortholog_one2one,ENSSHBG00005011108,IQCG,ortholog_one2one,IQCG
ENSGALG00010015296,ENSTGUG00000009679,RPL35A,ortholog_one2one,ENSPMJG00000019618,RPL35A,ortholog_one2one,ENSSHBG00005011078,RPL35A,ortholog_one2one,RPL35A
ENSGALG00010015300,ENSTGUG00000025798,,ortholog_one2one,ENSPMJG00000016929,,ortholog_one2one,ENSSHBG00005001698,,ortholog_one2one,ATXN3
ENSGALG00010015613,ENSTGUG00000010969,PWP1,ortholog_one2one,,,,ENSSHBG00005001839,PWP1,ortholog_one2one,PWP1
ENSGALG00010015613,ENSTGUG00000010969,PWP1,ortholog_one2one,,,,ENSSHBG00005001839,PWP1,ortholog_one2one,PWP1
ENSGALG00010015616,ENSTGUG00000002030,NADK2,ortholog_one2one,ENSPMJG00000015804,NADK2,ortholog_one2one,ENSSHBG00005000456,NADK2,ortholog_one2one,NADK2
ENSGALG00010015620,ENSTGUG00000006601,PDRG1,ortholog_one2one,ENSPMJG00000006901,PDRG1,ortholog_one2one,ENSSHBG00005013654,PDRG1,ortholog_one2one,PDRG1
ENSGALG00010015621,ENSTGUG00000027696,IDNK,ortholog_one2one,ENSPMJG00000000156,IDNK,ortholog_one2one,ENSSHBG00005009906,IDNK,ortholog_one2one,IDNK
ENSGALG00010015684,ENSTGUG00000009808,PDE6D,ortholog_one2one,ENSPMJG00000000185,PDE6D,ortholog_one2one,ENSSHBG00005017786,PDE6D,ortholog_one2one,PDE6D
ENSGALG00010015701,ENSTGUG00000010176,UNC50,ortholog_one2one,ENSPMJG00000015240,UNC50,ortholog_one2one,ENSSHBG00005014231,UNC50,ortholog_one2one,UNC50
ENSGALG00010015721,,,,,,,ENSSHBG00005008895,,ortholog_one2one,
ENSGALG00010015756,,,,ENSPMJG00000003265,PCM1,ortholog_one2one,ENSSHBG00005012144,PCM1,ortholog_one2one,PCM1
ENSGALG00010015756,,,,ENSPMJG00000003265,PCM1,ortholog_one2one,ENSSHBG00005012144,PCM1,ortholog_one2one,PCM1
ENSGALG00010015764,,,,ENSPMJG00000005919,TTI1,ortholog_one2one,ENSSHBG00005005973,TTI1,ortholog_one2one,TTI1
ENSGALG00010015810,,,,ENSPMJG00000015237,LIPT1,ortholog_one2one,ENSSHBG00005014332,LIPT1,ortholog_one2one,LIPT1
ENSGALG00010015816,ENSTGUG00000010137,MITD1,ortholog_one2one,ENSPMJG00000015236,MITD1,ortholog_one2one,ENSSHBG00005014341,MITD1,ortholog_one2one,MITD1
ENSGALG00010015859,ENSTGUG00000023456,,ortholog_one2one,ENSPMJG00000005903,,ortholog_one2one,ENSSHBG00005006112,,ortholog_one2one,
ENSGALG00010015876,ENSTGUG00000001291,SKP1,ortholog_one2one,ENSPMJG00000009663,SKP1,ortholog_one2one,ENSSHBG00005006814,SKP1,ortholog_one2one,SKP1
ENSGALG00010015898,ENSTGUG00000023352,,ortholog_one2one,ENSPMJG00000005898,,ortholog_one2one,,,,
ENSGALG00010015902,,,,,,,ENSSHBG00005010985,,ortholog_one2one,
ENSGALG00010015932,ENSTGUG00000006152,ACOT8,ortholog_one2one,ENSPMJG00000005888,ACOT8,ortholog_one2one,ENSSHBG00005006375,ACOT8,ortholog_one2one,ACOT8
ENSGALG00010015936,,,,ENSPMJG00000012159,RPL36AL,ortholog_one2one,ENSSHBG00005019688,RPL36AL,ortholog_one2one,RPL36AL
ENSGALG00010015970,ENSTGUG00000010381,,ortholog_one2one,ENSPMJG00000001679,,ortholog_one2one,ENSSHBG00005015681,,ortholog_one2one,THPO
ENSGALG00010015987,ENSTGUG00000010383,POLR2H,ortholog_one2one,ENSPMJG00000001681,POLR2H,ortholog_one2one,ENSSHBG00005015677,POLR2H,ortholog_one2one,POLR2H
ENSGALG00010016008,ENSTGUG00000006593,TAF7,ortholog_one2one,ENSPMJG00000012155,TAF7,ortholog_one2one,ENSSHBG00005019671,TAF7,ortholog_one2one,TAF7
ENSGALG00010016025,ENSTGUG00000006011,PCIF1,ortholog_one2one,ENSPMJG00000005875,PCIF1,ortholog_one2one,ENSSHBG00005006661,PCIF1,ortholog_one2one,PCIF1
ENSGALG00010016049,ENSTGUG00000012879,ZFYVE21,ortholog_one2one,ENSPMJG00000000476,ZFYVE21,ortholog_one2one,ENSSHBG00005011794,ZFYVE21,ortholog_one2one,ZFYVE21
ENSGALG00010016059,ENSTGUG00000025037,EPDR1,ortholog_one2one,ENSPMJG00000011850,EPDR1,ortholog_one2one,ENSSHBG00005017995,EPDR1,ortholog_one2one,EPDR1
ENSGALG00010016076,ENSTGUG00000002747,RAB3GAP2,ortholog_one2one,ENSPMJG00000011901,RAB3GAP2,ortholog_one2one,ENSSHBG00005020153,RAB3GAP2,ortholog_one2one,RAB3GAP2
ENSGALG00010016107,ENSTGUG00000010640,,ortholog_one2one,ENSPMJG00000016772,,ortholog_one2one,ENSSHBG00005014047,,ortholog_one2one,UVSSA
ENSGALG00010016181,ENSTGUG00000008198,FANCI,ortholog_one2one,ENSPMJG00000001106,FANCI,ortholog_one2one,ENSSHBG00005011250,FANCI,ortholog_one2one,FANCI
ENSGALG00010016197,ENSTGUG00000005684,SNRPB,ortholog_one2one,ENSPMJG00000004380,SNRPB,ortholog_one2one,ENSSHBG00005007067,SNRPB,ortholog_one2one,SNRPN
ENSGALG00010016215,ENSTGUG00000002843,SPATA17,ortholog_one2one,ENSPMJG00000013459,SPATA17,ortholog_one2one,,,,SPATA17
ENSGALG00010016224,ENSTGUG00000002920,MOSPD1,ortholog_one2one,ENSPMJG00000009084,MOSPD1,ortholog_one2one,ENSSHBG00005020979,MOSPD1,ortholog_one2one,MOSPD1
ENSGALG00010016262,ENSTGUG00000009831,SPG11,ortholog_one2one,ENSPMJG00000011303,SPG11,ortholog_one2one,ENSSHBG00005008168,SPG11,ortholog_one2one,SPG11
ENSGALG00010016303,ENSTGUG00000008033,,ortholog_one2one,ENSPMJG00000008781,,ortholog_one2one,ENSSHBG00005009330,,ortholog_one2one,ATP5E
ENSGALG00010016315,ENSTGUG00000022503,RPS4X,ortholog_one2one,ENSPMJG00000012297,,ortholog_one2one,ENSSHBG00005007282,,ortholog_one2one,RPS4Y1
ENSGALG00010016344,ENSTGUG00000023973,SMIM14,ortholog_one2one,ENSPMJG00000015633,SMIM14,ortholog_one2one,ENSSHBG00005008921,SMIM14,ortholog_one2one,SMIM14
ENSGALG00010016362,,,,ENSPMJG00000001939,,ortholog_one2one,ENSSHBG00005005448,NUP62,ortholog_one2one,NUP62
ENSGALG00010016362,,,,ENSPMJG00000001939,,ortholog_one2one,ENSSHBG00005005448,NUP62,ortholog_one2one,NUP62
ENSGALG00010016370,ENSTGUG00000003447,TMEM255A,ortholog_one2one,ENSPMJG00000011381,TMEM255A,ortholog_one2one,ENSSHBG00005015003,TMEM255A,ortholog_one2one,TMEM255A
ENSGALG00010016372,ENSTGUG00000006477,DNAAF6,ortholog_one2one,ENSPMJG00000012167,DNAAF6,ortholog_one2one,ENSSHBG00005000773,DNAAF6,ortholog_one2one,DNAAF6
ENSGALG00010016397,ENSTGUG00000008840,LIAS,ortholog_one2one,ENSPMJG00000015642,LIAS,ortholog_one2one,ENSSHBG00005008904,LIAS,ortholog_one2one,LIAS
ENSGALG00010016407,ENSTGUG00000022418,RPL9,ortholog_one2one,ENSPMJG00000015643,RPL9,ortholog_one2one,ENSSHBG00005008889,RPL9,ortholog_one2one,RPL9
ENSGALG00010016417,ENSTGUG00000010455,NOP14,ortholog_one2one,ENSPMJG00000016714,NOP14,ortholog_one2one,ENSSHBG00005016060,NOP14,ortholog_one2one,NOP14
ENSGALG00010016423,ENSTGUG00000010279,TRMT44,ortholog_one2one,ENSPMJG00000016436,TRMT44,ortholog_one2one,ENSSHBG00005016993,TRMT44,ortholog_one2one,TRMT44
ENSGALG00010016437,ENSTGUG00000006980,FNDC11,ortholog_one2one,ENSPMJG00000007053,FNDC11,ortholog_one2one,ENSSHBG00005013096,FNDC11,ortholog_one2one,FNDC11
ENSGALG00010016454,ENSTGUG00000003801,ANKS3,ortholog_one2one,ENSPMJG00000008443,ANKS3,ortholog_one2one,ENSSHBG00005004215,ANKS3,ortholog_one2one,ANKS3
ENSGALG00010016467,,,,,,,ENSSHBG00005019932,,ortholog_one2one,
ENSGALG00010016483,ENSTGUG00000004059,WDR26,ortholog_one2one,ENSPMJG00000011842,WDR26,ortholog_one2one,ENSSHBG00005019940,WDR26,ortholog_one2one,WDR26
ENSGALG00010016507,ENSTGUG00000022606,SPATA18,ortholog_one2one,ENSPMJG00000006558,,ortholog_one2one,ENSSHBG00005020104,SPATA18,ortholog_one2one,SPATA18
ENSGALG00010016510,ENSTGUG00000000618,THG1L,ortholog_one2one,ENSPMJG00000007711,THG1L,ortholog_one2one,ENSSHBG00005009179,THG1L,ortholog_one2one,THG1L
ENSGALG00010016527,ENSTGUG00000003148,MRPS34,ortholog_one2one,ENSPMJG00000008135,MRPS34,ortholog_one2one,ENSSHBG00005001465,MRPS34,ortholog_one2one,MRPS34
ENSGALG00010016547,ENSTGUG00000007902,SGCB,ortholog_one2one,ENSPMJG00000006559,SGCB,ortholog_one2one,ENSSHBG00005020099,SGCB,ortholog_one2one,SGCB
ENSGALG00010016568,ENSTGUG00000015448,,ortholog_one2one,ENSPMJG00000008506,PAM16,ortholog_one2one,ENSSHBG00005003671,PAM16,ortholog_one2one,PAM16
ENSGALG00010016576,ENSTGUG00000010977,,ortholog_one2one,ENSPMJG00000018541,MRPS26,ortholog_one2one,ENSSHBG00005020387,MRPS26,ortholog_one2one,MRPS26
ENSGALG00010016605,ENSTGUG00000002232,WDPCP,ortholog_one2one,ENSPMJG00000002462,WDPCP,ortholog_one2one,ENSSHBG00005015001,WDPCP,ortholog_one2one,WDPCP
ENSGALG00010016622,,,,ENSPMJG00000010656,KIAA1143,ortholog_one2one,ENSSHBG00005001589,KIAA1143,ortholog_one2one,KIAA1143
ENSGALG00010016644,ENSTGUG00000003890,NMRAL1,ortholog_one2one,ENSPMJG00000008452,NMRAL1,ortholog_one2one,,,,NMRAL1
ENSGALG00010016720,ENSTGUG00000004170,INTS15,ortholog_one2one,ENSPMJG00000010202,INTS15,ortholog_one2one,ENSSHBG00005003219,INTS15,ortholog_one2one,INTS15
ENSGALG00010016738,ENSTGUG00000004161,NAA60,ortholog_one2one,ENSPMJG00000010201,NAA60,ortholog_one2one,ENSSHBG00005003231,NAA60,ortholog_one2one,NAA60
ENSGALG00010016756,ENSTGUG00000004158,NUDT16L1,ortholog_one2one,ENSPMJG00000010200,NUDT16L1,ortholog_one2one,ENSSHBG00005003244,NUDT16L1,ortholog_one2one,NUDT16L1
ENSGALG00010016774,ENSTGUG00000003272,PEX14,ortholog_one2one,ENSPMJG00000014833,PEX14,ortholog_one2one,ENSSHBG00005011892,PEX14,ortholog_one2one,PEX14
ENSGALG00010016780,ENSTGUG00000007062,,ortholog_one2one,ENSPMJG00000014421,,ortholog_one2one,ENSSHBG00005003192,,ortholog_one2one,PRORSD1P
ENSGALG00010016796,ENSTGUG00000002660,BROX,ortholog_one2one,ENSPMJG00000011889,BROX,ortholog_one2one,ENSSHBG00005019999,BROX,ortholog_one2one,BROX
ENSGALG00010016797,ENSTGUG00000010978,SEC62,ortholog_one2one,ENSPMJG00000004846,SEC62,ortholog_one2one,ENSSHBG00005016809,SEC62,ortholog_one2one,SEC62
ENSGALG00010016812,ENSTGUG00000010993,LRRC31,ortholog_one2one,ENSPMJG00000004849,LRRC31,ortholog_one2one,ENSSHBG00005016794,LRRC31,ortholog_one2one,LRRC31
ENSGALG00010016831,ENSTGUG00000002668,AIDA,ortholog_one2one,ENSPMJG00000011890,AIDA,ortholog_one2one,ENSSHBG00005020000,AIDA,ortholog_one2one,AIDA
ENSGALG00010016859,ENSTGUG00000010898,RPIA,ortholog_one2one,ENSPMJG00000016812,RPIA,ortholog_one2one,ENSSHBG00005020528,RPIA,ortholog_one2one,RPIA
ENSGALG00010016895,,,,ENSPMJG00000011801,,ortholog_one2one,ENSSHBG00005019366,,ortholog_one2one,
ENSGALG00010016907,ENSTGUG00000001022,SQSTM1,ortholog_one2one,ENSPMJG00000008190,SQSTM1,ortholog_one2one,ENSSHBG00005008441,SQSTM1,ortholog_one2one,SQSTM1
ENSGALG00010016922,ENSTGUG00000003710,,ortholog_one2one,ENSPMJG00000009737,,ortholog_one2one,ENSSHBG00005008717,,ortholog_one2one,
ENSGALG00010016923,,,,,,,ENSSHBG00005016467,,ortholog_one2one,
ENSGALG00010016942,,,,,,,ENSSHBG00005005739,ZBTB40,ortholog_one2one,ZBTB40
