Mouse_BIP number,Mouse_Gene stable ID,Mouse_Chromosome/scaffold name,Mouse_Gene start (bp),Mouse_Gene end (bp),Mouse_Strand,Mouse_Gene description,Mouse_Gene name,Mouse_Gene type,Mouse_Gene stable ID.1,Mouse_Chromosome/scaffold name.1,Mouse_Gene start (bp).1,Mouse_Gene end (bp).1,Mouse_Strand.1,Mouse_Gene description.1,Mouse_Gene name.1,Mouse_Gene type.1,Mouse_distance,Rat_BIP number,Rat_Gene stable ID,Rat_Chromosome/scaffold name,Rat_Gene start (bp),Rat_Gene end (bp),Rat_Strand,Rat_Gene description,Rat_Gene name,Rat_Gene type,Rat_Gene stable ID.1,Rat_Chromosome/scaffold name.1,Rat_Gene start (bp).1,Rat_Gene end (bp).1,Rat_Strand.1,Rat_Gene description.1,Rat_Gene name.1,Rat_Gene type.1,Rat_distance,Algerian_Mouse_BIP number,Algerian_Mouse_Gene stable ID,Algerian_Mouse_Chromosome/scaffold name,Algerian_Mouse_Gene start (bp),Algerian_Mouse_Gene end (bp),Algerian_Mouse_Strand,Algerian_Mouse_Gene description,Algerian_Mouse_Gene name,Algerian_Mouse_Gene type,Algerian_Mouse_Gene stable ID.1,Algerian_Mouse_Chromosome/scaffold name.1,Algerian_Mouse_Gene start (bp).1,Algerian_Mouse_Gene end (bp).1,Algerian_Mouse_Strand.1,Algerian_Mouse_Gene description.1,Algerian_Mouse_Gene name.1,Algerian_Mouse_Gene type.1,Algerian_Mouse_distance,Shrew_Mouse_BIP number,Shrew_Mouse_Gene stable ID,Shrew_Mouse_Chromosome/scaffold name,Shrew_Mouse_Gene start (bp),Shrew_Mouse_Gene end (bp),Shrew_Mouse_Strand,Shrew_Mouse_Gene description,Shrew_Mouse_Gene name,Shrew_Mouse_Gene type,Shrew_Mouse_Gene stable ID.1,Shrew_Mouse_Chromosome/scaffold name.1,Shrew_Mouse_Gene start (bp).1,Shrew_Mouse_Gene end (bp).1,Shrew_Mouse_Strand.1,Shrew_Mouse_Gene description.1,Shrew_Mouse_Gene name.1,Shrew_Mouse_Gene type.1,Shrew_Mouse_distance,Ryukyu_Mouse_BIP number,Ryukyu_Mouse_Gene stable ID,Ryukyu_Mouse_Chromosome/scaffold name,Ryukyu_Mouse_Gene start (bp),Ryukyu_Mouse_Gene end (bp),Ryukyu_Mouse_Strand,Ryukyu_Mouse_Gene description,Ryukyu_Mouse_Gene name,Ryukyu_Mouse_Gene type,Ryukyu_Mouse_Gene stable ID.1,Ryukyu_Mouse_Chromosome/scaffold name.1,Ryukyu_Mouse_Gene start (bp).1,Ryukyu_Mouse_Gene end (bp).1,Ryukyu_Mouse_Strand.1,Ryukyu_Mouse_Gene description.1,Ryukyu_Mouse_Gene name.1,Ryukyu_Mouse_Gene type.1,Ryukyu_Mouse_distance
474,ENSMUSG00000014243,11,62158050,62172201,-1,zinc finger SWIM-type containing 7 [Source:MGI Symbol;Acc:MGI:1916997],Zswim7,protein_coding,ENSMUSG00000042298,11,62172299,62219277,1,tetratricopeptide repeat domain 19 [Source:MGI Symbol;Acc:MGI:1920045],Ttc19,protein_coding,98,383,ENSRNOG00000002970,10,46957525,46969671,-1,"zinc finger, SWIM-type containing 7 [Source:RGD Symbol;Acc:1310324]",Zswim7,protein_coding,ENSRNOG00000002977,10,46969727,46997789,1,tetratricopeptide repeat domain 19 [Source:RGD Symbol;Acc:1582808],Ttc19,protein_coding,56,340,MGP_SPRETEiJ_G0017324,11,61831685,61847736,-1,zinc finger SWIM-type containing 7 [Source:MGI Symbol;Acc:MGI:1916997],Zswim7,protein_coding,MGP_SPRETEiJ_G0017325,11,61847826,61896350,1,tetratricopeptide repeat domain 19 [Source:MGI Symbol;Acc:MGI:1920045],Ttc19,protein_coding,90,709,MGP_PahariEiJ_G0017619,14,30304388,30318738,-1,zinc finger SWIM-type containing 7 [Source:NCBI gene;Acc:110332528],Zswim7,protein_coding,MGP_PahariEiJ_G0017620,14,30318827,30365608,1,tetratricopeptide repeat domain 19 [Source:NCBI gene;Acc:110331666],Ttc19,protein_coding,89,351,MGP_CAROLIEiJ_G0016489,11,57092177,57106268,-1,zinc finger SWIM-type containing 7 [Source:NCBI gene;Acc:110305310],Zswim7,protein_coding,MGP_CAROLIEiJ_G0016490,11,57106356,57152985,1,tetratricopeptide repeat domain 19 [Source:MGI Symbol;Acc:MGI:1920045],Ttc19,protein_coding,88
512,ENSMUSG00000018923,11,70342745,70344553,1,mediator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913422],Med11,protein_coding,ENSMUSG00000018920,11,70344809,70350810,-1,C-X-C motif chemokine ligand 16 [Source:MGI Symbol;Acc:MGI:1932682],Cxcl16,protein_coding,256,405,ENSRNOG00000019384,10,55164326,55166533,1,mediator complex subunit 11 [Source:RGD Symbol;Acc:1563202],Med11,protein_coding,ENSRNOG00000026647,10,55166723,55171592,-1,C-X-C motif chemokine ligand 16 [Source:RGD Symbol;Acc:1562928],Cxcl16,protein_coding,190,371,MGP_SPRETEiJ_G0017467,11,70411708,70413528,1,mediator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913422],Med11,protein_coding,MGP_SPRETEiJ_G0017468,11,70414071,70421078,-1,chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682],Cxcl16,protein_coding,543,734,MGP_PahariEiJ_G0017762,14,38286568,38288351,1,mediator complex subunit 11 [Source:NCBI gene;Acc:110332427],Med11,protein_coding,MGP_PahariEiJ_G0017763,14,38288635,38294374,-1,C-X-C motif chemokine ligand 16 [Source:NCBI gene;Acc:110332426],Cxcl16,protein_coding,284,381,MGP_CAROLIEiJ_G0016631,11,65217545,65219440,1,mediator complex subunit 11 [Source:NCBI gene;Acc:110305756],Med11,protein_coding,MGP_CAROLIEiJ_G0016632,11,65219714,65226365,-1,chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682],Cxcl16,protein_coding,274
518,ENSMUSG00000040667,11,70833884,70860799,-1,nucleoporin 88 [Source:MGI Symbol;Acc:MGI:104900],Nup88,protein_coding,ENSMUSG00000018449,11,70861039,70868659,1,RPA interacting protein [Source:MGI Symbol;Acc:MGI:1916973],Rpain,protein_coding,240,411,ENSRNOG00000006126,10,55667906,55692257,-1,nucleoporin 88 [Source:RGD Symbol;Acc:620182],Nup88,protein_coding,ENSRNOG00000006913,10,55692417,55699933,1,RPA interacting protein [Source:RGD Symbol;Acc:1308492],Rpain,protein_coding,160,378,MGP_SPRETEiJ_G0017490,11,70942734,70967067,-1,nucleoporin 88 [Source:MGI Symbol;Acc:MGI:104900],Nup88,protein_coding,MGP_SPRETEiJ_G0017491,11,70967296,70975499,1,RPA interacting protein [Source:MGI Symbol;Acc:MGI:1916973],Rpain,protein_coding,229,741,MGP_PahariEiJ_G0017785,14,38791429,38822388,-1,nucleoporin 88 [Source:NCBI gene;Acc:110331214],Nup88,protein_coding,MGP_PahariEiJ_G0017786,14,38822616,38830426,1,RPA interacting protein [Source:NCBI gene;Acc:110331400],Rpain,protein_coding,228,388,MGP_CAROLIEiJ_G0016654,11,65706762,65730925,-1,nucleoporin 88 [Source:NCBI gene;Acc:110305817],Nup88,protein_coding,MGP_CAROLIEiJ_G0016655,11,65731138,65739251,1,RPA interacting protein [Source:NCBI gene;Acc:110305197],Rpain,protein_coding,213
519,ENSMUSG00000018449,11,70861039,70868659,1,RPA interacting protein [Source:MGI Symbol;Acc:MGI:1916973],Rpain,protein_coding,ENSMUSG00000018446,11,70868662,70873852,-1,"complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]",C1qbp,protein_coding,3,412,ENSRNOG00000006913,10,55692417,55699933,1,RPA interacting protein [Source:RGD Symbol;Acc:1308492],Rpain,protein_coding,ENSRNOG00000006949,10,55699954,55704649,-1,complement C1q binding protein [Source:RGD Symbol;Acc:2230],C1qbp,protein_coding,21,379,MGP_SPRETEiJ_G0017491,11,70967296,70975499,1,RPA interacting protein [Source:MGI Symbol;Acc:MGI:1916973],Rpain,protein_coding,MGP_SPRETEiJ_G0017492,11,70975502,70980696,-1,"complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]",C1qbp,protein_coding,3,742,MGP_PahariEiJ_G0017786,14,38822616,38830426,1,RPA interacting protein [Source:NCBI gene;Acc:110331400],Rpain,protein_coding,MGP_PahariEiJ_G0017787,14,38830429,38837063,-1,"complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]",C1qbp,protein_coding,3,389,MGP_CAROLIEiJ_G0016655,11,65731138,65739251,1,RPA interacting protein [Source:NCBI gene;Acc:110305197],Rpain,protein_coding,MGP_CAROLIEiJ_G0016656,11,65739254,65744715,-1,complement C1q binding protein [Source:NCBI gene;Acc:110305196],C1qbp,protein_coding,3
530,ENSMUSG00000047260,11,73066345,73067863,-1,ER membrane protein complex subunit 6 [Source:MGI Symbol;Acc:MGI:1913298],Emc6,protein_coding,ENSMUSG00000040158,11,73067909,73073988,1,Tax1 (human T cell leukemia virus type I) binding protein 3 [Source:MGI Symbol;Acc:MGI:1923531],Tax1bp3,protein_coding,46,416,ENSRNOG00000019352,10,57793685,57796217,-1,ER membrane protein complex subunit 6 [Source:RGD Symbol;Acc:1309231],Emc6,protein_coding,ENSRNOG00000019357,10,57795382,57800363,1,Tax1 binding protein 3 [Source:RGD Symbol;Acc:1308924],Tax1bp3,protein_coding,835,389,MGP_SPRETEiJ_G0017525,11,73152620,73154105,-1,ER membrane protein complex subunit 6 [Source:MGI Symbol;Acc:MGI:1913298],Emc6,protein_coding,MGP_SPRETEiJ_G0017526,11,73154151,73160709,1,Tax1 (human T cell leukemia virus type I) binding protein 3 [Source:MGI Symbol;Acc:MGI:1923531],Tax1bp3,protein_coding,46,752,MGP_PahariEiJ_G0017821,14,40960011,40961531,-1,ER membrane protein complex subunit 6 [Source:NCBI gene;Acc:110332191],Emc6,protein_coding,MGP_PahariEiJ_G0017822,14,40961577,40967200,1,Tax1 binding protein 3 [Source:NCBI gene;Acc:110332171],Tax1bp3,protein_coding,46,400,MGP_CAROLIEiJ_G0016688,11,67888540,67890053,-1,ER membrane protein complex subunit 6 [Source:NCBI gene;Acc:110305750],Emc6,protein_coding,MGP_CAROLIEiJ_G0016689,11,67890099,67895990,1,Tax1 binding protein 3 [Source:NCBI gene;Acc:110305749],Tax1bp3,protein_coding,46
564,ENSMUSG00000065715,11,83185130,83185226,1,"small nucleolar RNA, C/D box 7 [Source:MGI Symbol;Acc:MGI:3819552]",Snord7,snoRNA,ENSMUSG00000018733,11,83185468,83193412,-1,peroxisomal biogenesis factor 12 [Source:MGI Symbol;Acc:MGI:2144177],Pex12,protein_coding,242,437,ENSRNOG00000053353,10,68095015,68095110,1,"small nucleolar RNA, C/D box 7 [Source:RGD Symbol;Acc:40983522]",Snord7,snoRNA,ENSRNOG00000009718,10,68095776,68099428,-1,peroxisomal biogenesis factor 12 [Source:RGD Symbol;Acc:620757],Pex12,protein_coding,666,415,MGP_SPRETEiJ_G0036818,11,83635607,83635703,1,"small nucleolar RNA, C/D box 7 [Source:MGI Symbol;Acc:MGI:3819552]",Snord7,snoRNA,MGP_SPRETEiJ_G0017714,11,83635945,83644802,-1,peroxisomal biogenesis factor 12 [Source:MGI Symbol;Acc:MGI:2144177],Pex12,protein_coding,242,782,MGP_PahariEiJ_G0034205,14,50920763,50920859,1,Z30 small nucleolar RNA [Source:NCBI gene;Acc:115065414],Snord7,snoRNA,MGP_PahariEiJ_G0018001,14,50921097,50928711,-1,peroxisomal biogenesis factor 12 [Source:NCBI gene;Acc:110331981],Pex12,protein_coding,238,427,MGP_CAROLIEiJ_G0035882,11,78529228,78529324,1,Z30 small nucleolar RNA [Source:NCBI gene;Acc:115032652],Snord7,snoRNA,MGP_CAROLIEiJ_G0016870,11,78529566,78537997,-1,peroxisomal biogenesis factor 12 [Source:NCBI gene;Acc:110305973],Pex12,protein_coding,242
642,ENSMUSG00000017146,11,101379590,101442781,-1,"breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]",Brca1,protein_coding,ENSMUSG00000017119,11,101442975,101472777,1,"NBR1, autophagy cargo receptor [Source:MGI Symbol;Acc:MGI:108498]",Nbr1,protein_coding,194,472,ENSRNOG00000020701,10,86418000,86477304,-1,"BRCA1, DNA repair associated [Source:RGD Symbol;Acc:2218]",Brca1,protein_coding,ENSRNOG00000020730,10,86478290,86506412,1,"NBR1, autophagy cargo receptor [Source:RGD Symbol;Acc:69195]",Nbr1,protein_coding,986,476,MGP_SPRETEiJ_G0018066,11,103137372,103210964,-1,"breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]",Brca1,protein_coding,MGP_SPRETEiJ_G0018067,11,103211242,103240992,1,"NBR1, autophagy cargo receptor [Source:MGI Symbol;Acc:MGI:108498]",Nbr1,protein_coding,278,844,MGP_PahariEiJ_G0018353,14,68961839,69026423,-1,BRCA1 DNA repair associated [Source:NCBI gene;Acc:110331180],Brca1,protein_coding,MGP_PahariEiJ_G0018354,14,69026697,69055498,1,NBR1 autophagy cargo receptor [Source:NCBI gene;Acc:110331353],Nbr1,protein_coding,274,491,MGP_CAROLIEiJ_G0017223,11,97368645,97429426,-1,"breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]",Brca1,protein_coding,MGP_CAROLIEiJ_G0017224,11,97429702,97460494,1,NBR1 autophagy cargo receptor [Source:NCBI gene;Acc:110306136],Nbr1,protein_coding,276
682,ENSMUSG00000015542,11,115073658,115078685,-1,"N-acetyltransferase 9 (GCN5-related, putative) [Source:MGI Symbol;Acc:MGI:1913426]",Nat9,protein_coding,ENSMUSG00000045980,11,115078313,115137849,1,transmembrane protein 104 [Source:MGI Symbol;Acc:MGI:2444222],Tmem104,protein_coding,372,497,ENSRNOG00000003264,10,100422331,100427611,-1,N-acetyltransferase 9 [Source:RGD Symbol;Acc:1307096],Nat9,protein_coding,ENSRNOG00000025669,10,100427307,100483354,1,transmembrane protein 104 [Source:RGD Symbol;Acc:1307953],Tmem104,protein_coding,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,ENSMUSG00000039670,11,120347432,120348894,-1,oxidoreductase like domain containing 1 [Source:MGI Symbol;Acc:MGI:1913681],Oxld1,protein_coding,ENSMUSG00000049957,11,120348941,120355184,1,coiled-coil domain containing 137 [Source:MGI Symbol;Acc:MGI:1914541],Ccdc137,protein_coding,47,518,ENSRNOG00000047517,10,105729288,105731487,-1,oxidoreductase-like domain containing 1 [Source:RGD Symbol;Acc:1590060],Oxld1,protein_coding,ENSRNOG00000048712,10,105730739,105737158,1,coiled-coil domain containing 137 [Source:RGD Symbol;Acc:1591129],Ccdc137,protein_coding,748,534,MGP_SPRETEiJ_G0018362,11,123400651,123402111,-1,oxidoreductase like domain containing 1 [Source:MGI Symbol;Acc:MGI:1913681],Oxld1,protein_coding,MGP_SPRETEiJ_G0018363,11,123402158,123410430,1,coiled-coil domain containing 137 [Source:MGI Symbol;Acc:MGI:1914541],Ccdc137,protein_coding,47,901,MGP_PahariEiJ_G0018644,14,87597119,87598417,-1,oxidoreductase like domain containing 1 [Source:NCBI gene;Acc:110332535],Oxld1,protein_coding,MGP_PahariEiJ_G0018645,14,87598464,87604093,1,coiled-coil domain containing 137 [Source:NCBI gene;Acc:110332551],Ccdc137,protein_coding,47,552,MGP_CAROLIEiJ_G0017518,11,116353153,116354662,-1,oxidoreductase like domain containing 1 [Source:MGI Symbol;Acc:MGI:1913681],Oxld1,protein_coding,MGP_CAROLIEiJ_G0017519,11,116354709,116360882,1,coiled-coil domain containing 137 [Source:NCBI gene;Acc:110305157],Ccdc137,protein_coding,47
731,ENSMUSG00000025169,11,121068417,121095537,-1,2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol;Acc:MGI:1913429],Ogfod3,protein_coding,ENSMUSG00000039307,11,121095259,121113481,1,hexosaminidase D [Source:MGI Symbol;Acc:MGI:3605542],Hexd,protein_coding,278,525,ENSRNOG00000036668,10,106452329,106480134,-1,2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:RGD Symbol;Acc:1305007],Ogfod3,protein_coding,ENSRNOG00000036667,10,106480194,106498799,1,hexosaminidase D [Source:RGD Symbol;Acc:2302323],Hexd,protein_coding,60,545,MGP_SPRETEiJ_G0018401,11,124170631,124199785,-1,2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol;Acc:MGI:1913429],Ogfod3,protein_coding,MGP_SPRETEiJ_G0018402,11,124199507,124219310,1,"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing [Source:MGI Symbol;Acc:MGI:3605542]",Hexd,protein_coding,278,914,MGP_PahariEiJ_G0018684,14,88286171,88310830,-1,2-oxoglutarate and iron dependent oxygenase domain containing 3 [Source:NCBI gene;Acc:110331586],Ogfod3,protein_coding,MGP_PahariEiJ_G0018685,14,88310552,88327118,1,hexosaminidase D [Source:NCBI gene;Acc:110331585],Hexd,protein_coding,278,565,MGP_CAROLIEiJ_G0017557,11,117080643,117110590,-1,,,protein_coding,MGP_CAROLIEiJ_G0017558,11,117110305,117125889,1,hexosaminidase D [Source:NCBI gene;Acc:110304825],Hexd,protein_coding,285
799,ENSMUSG00000021079,12,71169947,71183458,-1,translocase of inner mitochondrial membrane 9 [Source:MGI Symbol;Acc:MGI:1353436],Timm9,protein_coding,ENSMUSG00000034601,12,71183622,71290077,1,RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217],2700049A03Rik,protein_coding,164,1840,ENSRNOG00000008222,6,89610094,89622924,-1,translocase of inner mitochondrial membrane 9 [Source:RGD Symbol;Acc:621656],Timm9,protein_coding,ENSRNOG00000008244,6,89623699,89725962,1,similar to Protein KIAA0586 [Source:RGD Symbol;Acc:1585176],LOC690035,protein_coding,775,584,MGP_SPRETEiJ_G0018671,12,64154659,64167540,-1,translocase of inner mitochondrial membrane 9 [Source:MGI Symbol;Acc:MGI:1353436],Timm9,protein_coding,MGP_SPRETEiJ_G0018672,12,64167713,64275355,1,RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217],2700049A03Rik,protein_coding,173,2442,MGP_PahariEiJ_G0029582,7,66600884,66613840,-1,translocase of inner mitochondrial membrane 9 [Source:NCBI gene;Acc:110324608],Timm9,protein_coding,MGP_PahariEiJ_G0029583,7,66614014,66718887,1,KIAA0586 ortholog [Source:NCBI gene;Acc:110324221],2700049A03Rik,protein_coding,174,608,MGP_CAROLIEiJ_G0017826,12,65757277,65770974,-1,,,protein_coding,MGP_CAROLIEiJ_G0017827,12,65771148,65869581,1,KIAA0586 ortholog [Source:NCBI gene;Acc:110306897],2700049A03Rik,protein_coding,174
810,ENSMUSG00000021114,12,78887499,78908412,-1,"ATPase, H+ transporting, lysosomal V1 subunit D [Source:MGI Symbol;Acc:MGI:1921084]",Atp6v1d,protein_coding,ENSMUSG00000021116,12,78908593,78933784,1,"eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]",Eif2s1,protein_coding,181,1847,ENSRNOG00000009080,6,97656576,97672303,-1,ATPase H+ transporting V1 subunit D [Source:RGD Symbol;Acc:735119],Atp6v1d,protein_coding,ENSRNOG00000009432,6,97672766,97706225,1,eukaryotic translation initiation factor 2 subunit alpha [Source:RGD Symbol;Acc:620963],Eif2s1,protein_coding,463,593,MGP_SPRETEiJ_G0018726,12,72354886,72373240,-1,"ATPase, H+ transporting, lysosomal V1 subunit D [Source:MGI Symbol;Acc:MGI:1921084]",Atp6v1d,protein_coding,MGP_SPRETEiJ_G0018727,12,72373421,72398814,1,,,protein_coding,181,2450,MGP_PahariEiJ_G0029636,7,74043775,74058707,-1,ATPase H+ transporting V1 subunit D [Source:NCBI gene;Acc:110324404],Atp6v1d,protein_coding,MGP_PahariEiJ_G0029637,7,74058897,74084070,1,"eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]",Eif2s1,protein_coding,190,616,MGP_CAROLIEiJ_G0017880,12,73293243,73310805,-1,ATPase H+ transporting V1 subunit D [Source:NCBI gene;Acc:110306911],Atp6v1d,protein_coding,MGP_CAROLIEiJ_G0017881,12,73310986,73336310,1,"eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]",Eif2s1,protein_coding,181
851,ENSMUSG00000091931,12,102719534,102724062,-1,GON7 subunit of KEOPS complex [Source:MGI Symbol;Acc:MGI:4845848],Gon7,protein_coding,ENSMUSG00000041712,12,102724226,102743966,1,ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:MGI Symbol;Acc:MGI:1913872],Ubr7,protein_coding,164,1866,ENSRNOG00000046085,6,121885694,121898643,-1,GON7 subunit of KEOPS complex [Source:RGD Symbol;Acc:2302582],Gon7,protein_coding,ENSRNOG00000008108,6,121898623,121918477,1,ubiquitin protein ligase E3 component n-recognin 7 [Source:RGD Symbol;Acc:1359144],Ubr7,protein_coding,20,622,MGP_SPRETEiJ_G0018888,12,96948491,96954602,-1,GON7 subunit of KEOPS complex [Source:MGI Symbol;Acc:MGI:4845848],Gon7,protein_coding,MGP_SPRETEiJ_G0018889,12,96954774,96976315,1,ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:MGI Symbol;Acc:MGI:1913872],Ubr7,protein_coding,172,2477,MGP_PahariEiJ_G0029802,7,96975583,96979772,-1,GON7 subunit of KEOPS complex [Source:MGI Symbol;Acc:MGI:4845848],Gon7,protein_coding,MGP_PahariEiJ_G0029803,7,96979940,97000566,1,ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:NCBI gene;Acc:110324418],Ubr7,protein_coding,168,642,MGP_CAROLIEiJ_G0018043,12,97405213,97409120,-1,GON7 subunit of KEOPS complex [Source:NCBI gene;Acc:110306504],Gon7,protein_coding,MGP_CAROLIEiJ_G0018044,12,97409295,97429685,1,ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:NCBI gene;Acc:110306500],Ubr7,protein_coding,175
1070,ENSMUSG00000021650,13,99456155,99481213,-1,pentatricopeptide repeat domain 2 [Source:MGI Symbol;Acc:MGI:1916177],Ptcd2,protein_coding,ENSMUSG00000041632,13,99481294,99552070,1,mitochondrial ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1919064],Mrps27,protein_coding,81,1142,ENSRNOG00000028403,2,30712280,30739942,-1,pentatricopeptide repeat domain 2 [Source:RGD Symbol;Acc:1310308],Ptcd2,protein_coding,ENSRNOG00000017272,2,30740033,30808577,1,mitochondrial ribosomal protein S27 [Source:RGD Symbol;Acc:1311829],Mrps27,protein_coding,91,719,MGP_SPRETEiJ_G0019711,13,95944246,95969082,-1,pentatricopeptide repeat domain 2 [Source:MGI Symbol;Acc:MGI:1916177],Ptcd2,protein_coding,MGP_SPRETEiJ_G0019712,13,95969190,96039315,1,mitochondrial ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1919064],Mrps27,protein_coding,108,486,MGP_PahariEiJ_G0015904,11,30411129,30433567,-1,pentatricopeptide repeat domain 2 [Source:NCBI gene;Acc:110329077],Ptcd2,protein_coding,MGP_PahariEiJ_G0015905,11,30433677,30507401,1,mitochondrial ribosomal protein S27 [Source:NCBI gene;Acc:110329081],Mrps27,protein_coding,110,746,MGP_CAROLIEiJ_G0018829,13,92962161,92986679,-1,pentatricopeptide repeat domain 2 [Source:NCBI gene;Acc:110308010],Ptcd2,protein_coding,MGP_CAROLIEiJ_G0018830,13,92986787,93059080,1,mitochondrial ribosomal protein S27 [Source:NCBI gene;Acc:110307906],Mrps27,protein_coding,108
1178,ENSMUSG00000021965,14,58044018,58063642,-1,spindle and kinetochore associated complex subunit 3 [Source:MGI Symbol;Acc:MGI:3041235],Ska3,protein_coding,ENSMUSG00000021967,14,58063691,58066753,1,mitochondrial ribosomal protein L57 [Source:MGI Symbol;Acc:MGI:1915090],Mrpl57,protein_coding,49,837,ENSRNOG00000021847,15,31951825,31971010,-1,spindle and kinetochore associated complex subunit 3 [Source:RGD Symbol;Acc:1307201],Ska3,protein_coding,ENSRNOG00000062588,15,31970860,31973993,1,mitochondrial ribosomal protein L57 [Source:RGD Symbol;Acc:1594654],Mrpl57,protein_coding,150,789,MGP_SPRETEiJ_G0020249,14,47999521,48021529,-1,spindle and kinetochore associated complex subunit 3 [Source:MGI Symbol;Acc:MGI:3041235],Ska3,protein_coding,MGP_SPRETEiJ_G0020250,14,48021510,48023980,1,mitochondrial ribosomal protein L57 [Source:MGI Symbol;Acc:MGI:1915090],Mrpl57,protein_coding,19,2555,MGP_PahariEiJ_G0030373,8,48893462,48911238,-1,spindle and kinetochore associated complex subunit 3 [Source:MGI Symbol;Acc:MGI:3041235],Ska3,protein_coding,MGP_PahariEiJ_G0030374,8,48911421,48913900,1,mitochondrial ribosomal protein L57 [Source:MGI Symbol;Acc:MGI:1915090],Mrpl57,protein_coding,183,,,,,,,,,,,,,,,,,,
1217,ENSMUSG00000033186,14,99271980,99283570,-1,mitotic spindle organizing protein 1 [Source:MGI Symbol;Acc:MGI:1924039],Mzt1,protein_coding,ENSMUSG00000022070,14,99283658,99311976,1,"bora, aurora kinase A activator [Source:MGI Symbol;Acc:MGI:1924994]",Bora,protein_coding,88,858,ENSRNOG00000068487,15,75786994,75797589,-1,mitotic spindle organizing protein 1 [Source:RGD Symbol;Acc:1592140],Mzt1,protein_coding,ENSRNOG00000024798,15,75797891,75821322,1,"bora, aurora kinase A activator [Source:RGD Symbol;Acc:1309522]",Bora,protein_coding,302,817,MGP_SPRETEiJ_G0020454,14,90470167,90479820,-1,mitotic spindle organizing protein 1 [Source:MGI Symbol;Acc:MGI:1924039],Mzt1,protein_coding,MGP_SPRETEiJ_G0020455,14,90480104,90506918,1,"bora, aurora kinase A activator [Source:MGI Symbol;Acc:MGI:1924994]",Bora,protein_coding,284,2583,MGP_PahariEiJ_G0030575,8,87644975,87655227,-1,mitotic spindle organizing protein 1 [Source:MGI Symbol;Acc:MGI:1924039],Mzt1,protein_coding,MGP_PahariEiJ_G0030576,8,87655515,87681737,1,BORA aurora kinase A activator [Source:NCBI gene;Acc:110325141],Bora,protein_coding,288,841,MGP_CAROLIEiJ_G0019558,14,89317000,89329070,-1,mitotic spindle organizing protein 1 [Source:MGI Symbol;Acc:MGI:1924039],Mzt1,protein_coding,MGP_CAROLIEiJ_G0019559,14,89329354,89356781,1,"bora, aurora kinase A activator [Source:MGI Symbol;Acc:MGI:1924994]",Bora,protein_coding,284
