Gene stable ID,Ryukyu mouse gene stable ID,Ryukyu mouse gene name,Ryukyu mouse homology type,Algerian mouse gene stable ID,Algerian mouse gene name,Algerian mouse homology type,Shrew mouse gene stable ID,Shrew mouse gene name,Shrew mouse homology type,Gene name
ENSMUSG00000089900,MGP_CAROLIEiJ_G0003009,Tbc1d22bos,ortholog_one2one,MGP_SPRETEiJ_G0003171,Tbc1d22bos,ortholog_one2one,MGP_PahariEiJ_G0003095,Tbc1d22bos,ortholog_one2one,Tbc1d22bos
ENSMUSG00000089916,MGP_CAROLIEiJ_G0003415,Gm16160,ortholog_one2one,MGP_SPRETEiJ_G0003581,Gm16160,ortholog_one2one,MGP_PahariEiJ_G0003499,Gm16160,ortholog_one2one,Gm16160
ENSMUSG00000089926,MGP_CAROLIEiJ_G0005982,Gm15734,ortholog_one2one,MGP_SPRETEiJ_G0006269,Gm15734,ortholog_one2one,MGP_PahariEiJ_G0004937,Gm15734,ortholog_one2one,Gm15734
ENSMUSG00000089947,MGP_CAROLIEiJ_G0034438,Gm15509,ortholog_one2one,MGP_SPRETEiJ_G0035244,,ortholog_one2one,MGP_PahariEiJ_G0033052,Gm15509,ortholog_one2one,Gm15509
ENSMUSG00000089998,MGP_CAROLIEiJ_G0003419,,ortholog_one2one,MGP_SPRETEiJ_G0003585,,ortholog_one2one,MGP_PahariEiJ_G0003502,,ortholog_one2one,Phtf1os
ENSMUSG00000090023,,,,MGP_SPRETEiJ_G0007072,,ortholog_one2one,,,,Gm16302
ENSMUSG00000090030,MGP_CAROLIEiJ_G0013736,A430072P03Rik,ortholog_one2one,MGP_SPRETEiJ_G0014498,A430072P03Rik,ortholog_one2one,MGP_PahariEiJ_G0012119,A430072P03Rik,ortholog_one2one,A430072P03Rik
ENSMUSG00000090105,MGP_CAROLIEiJ_G0004139,Gm15890,ortholog_one2one,MGP_SPRETEiJ_G0004340,Gm15890,ortholog_one2one,,,,Gm15890
ENSMUSG00000090141,MGP_CAROLIEiJ_G0033281,Gm614,ortholog_one2one,MGP_SPRETEiJ_G0034445,Gm614,ortholog_one2one,MGP_PahariEiJ_G0031819,Gm614,ortholog_one2one,Gm614
ENSMUSG00000090157,MGP_CAROLIEiJ_G0013546,Gm16534,ortholog_one2one,MGP_SPRETEiJ_G0014303,Gm16534,ortholog_one2one,MGP_PahariEiJ_G0012353,Gm16534,ortholog_one2one,Gm16534
ENSMUSG00000090235,MGP_CAROLIEiJ_G0013522,,ortholog_one2one,MGP_SPRETEiJ_G0014279,,ortholog_one2one,MGP_PahariEiJ_G0012021,,ortholog_one2one,Gm16244
ENSMUSG00000090244,MGP_CAROLIEiJ_G0002789,,ortholog_one2one,MGP_SPRETEiJ_G0002939,,ortholog_one2one,,,,Gm16572
ENSMUSG00000090322,MGP_CAROLIEiJ_G0002370,Gm17090,ortholog_one2one,MGP_SPRETEiJ_G0002521,Gm17090,ortholog_one2one,MGP_PahariEiJ_G0003621,,ortholog_one2one,Gm17090
ENSMUSG00000090357,MGP_CAROLIEiJ_G0004006,Gm17077,ortholog_one2one,MGP_SPRETEiJ_G0004204,,ortholog_one2one,MGP_PahariEiJ_G0002144,Gm17077,ortholog_one2one,Gm17077
ENSMUSG00000090358,MGP_CAROLIEiJ_G0013396,,ortholog_one2one,MGP_SPRETEiJ_G0014153,,ortholog_one2one,MGP_PahariEiJ_G0012063,,ortholog_one2one,Gm2822
ENSMUSG00000090387,MGP_CAROLIEiJ_G0002774,,ortholog_one2one,MGP_SPRETEiJ_G0002924,,ortholog_one2one,MGP_PahariEiJ_G0003853,,ortholog_one2one,Gm17056
ENSMUSG00000090394,MGP_CAROLIEiJ_G0014751,4930523C07Rik,ortholog_one2one,MGP_SPRETEiJ_G0015558,4930523C07Rik,ortholog_one2one,,,,4930523C07Rik
ENSMUSG00000090458,MGP_CAROLIEiJ_G0003736,,ortholog_one2one,MGP_SPRETEiJ_G0003918,,ortholog_one2one,MGP_PahariEiJ_G0003153,,ortholog_one2one,Gm17122
ENSMUSG00000090534,MGP_CAROLIEiJ_G0013418,Sox21os1,ortholog_one2one,MGP_SPRETEiJ_G0014176,Sox21os1,ortholog_one2one,MGP_PahariEiJ_G0012581,,ortholog_one2one,Sox21os1
ENSMUSG00000090558,MGP_CAROLIEiJ_G0003723,Gm17202,ortholog_one2one,MGP_SPRETEiJ_G0003905,,ortholog_one2one,MGP_PahariEiJ_G0002502,,ortholog_one2one,Gm17202
ENSMUSG00000090724,MGP_CAROLIEiJ_G0004215,4930542C12Rik,ortholog_one2one,MGP_SPRETEiJ_G0004414,4930542C12Rik,ortholog_one2one,MGP_PahariEiJ_G0002299,,ortholog_one2one,4930542C12Rik
ENSMUSG00000090839,,,,MGP_SPRETEiJ_G0003663,Gm17094,ortholog_one2one,MGP_PahariEiJ_G0003130,,ortholog_one2one,Gm17094
ENSMUSG00000090861,MGP_CAROLIEiJ_G0002862,Arf4os,ortholog_one2one,MGP_SPRETEiJ_G0003019,Arf4os,ortholog_one2one,MGP_PahariEiJ_G0003893,,ortholog_one2one,Arf4os
ENSMUSG00000091021,MGP_CAROLIEiJ_G0005940,,ortholog_one2one,MGP_SPRETEiJ_G0006225,Gm17300,ortholog_one2one,MGP_PahariEiJ_G0006258,,ortholog_one2one,Gm17300
ENSMUSG00000091119,MGP_CAROLIEiJ_G0019625,Ccdc152,ortholog_one2one,MGP_SPRETEiJ_G0020522,Ccdc152,ortholog_one2one,MGP_PahariEiJ_G0016006,Ccdc152,ortholog_one2one,Ccdc152
ENSMUSG00000091154,MGP_CAROLIEiJ_G0004116,,ortholog_one2one,MGP_SPRETEiJ_G0004317,,ortholog_one2one,MGP_PahariEiJ_G0002849,,ortholog_one2one,Proscos
ENSMUSG00000091378,MGP_CAROLIEiJ_G0013524,Gm4219,ortholog_one2one,MGP_SPRETEiJ_G0014281,,ortholog_one2one,MGP_PahariEiJ_G0012023,Gm4219,ortholog_one2one,Gm4219
ENSMUSG00000091390,MGP_CAROLIEiJ_G0003038,Gm17168,ortholog_one2one,MGP_SPRETEiJ_G0003200,Gm17168,ortholog_one2one,MGP_PahariEiJ_G0002806,Gm17168,ortholog_one2one,Gm17168
ENSMUSG00000091537,MGP_CAROLIEiJ_G0032716,Tma7,ortholog_one2one,MGP_SPRETEiJ_G0033861,Tma7,ortholog_one2one,MGP_PahariEiJ_G0015584,Tma7,ortholog_one2one,Tma7
ENSMUSG00000091587,MGP_CAROLIEiJ_G0013368,Gm17191,ortholog_one2one,MGP_SPRETEiJ_G0014125,,ortholog_one2one,MGP_PahariEiJ_G0012554,,ortholog_one2one,Gm17191
ENSMUSG00000091686,MGP_CAROLIEiJ_G0002890,4930471C04Rik,ortholog_one2one,MGP_SPRETEiJ_G0003047,4930471C04Rik,ortholog_one2one,MGP_PahariEiJ_G0003919,4930471C04Rik,ortholog_one2one,4930471C04Rik
ENSMUSG00000091745,MGP_CAROLIEiJ_G0004206,Gm17098,ortholog_one2one,MGP_SPRETEiJ_G0004405,Gm17098,ortholog_one2one,MGP_PahariEiJ_G0002291,Gm17098,ortholog_one2one,Gm17098
ENSMUSG00000091864,,,,,,,MGP_PahariEiJ_G0004075,,ortholog_one2one,Gm17102
ENSMUSG00000091931,MGP_CAROLIEiJ_G0018043,Gon7,ortholog_one2one,MGP_SPRETEiJ_G0018888,Gon7,ortholog_one2one,MGP_PahariEiJ_G0029802,Gon7,ortholog_one2one,Gon7
ENSMUSG00000091947,MGP_CAROLIEiJ_G0013369,,ortholog_one2one,MGP_SPRETEiJ_G0014126,,ortholog_one2one,,,,6530401F13Rik
ENSMUSG00000091968,MGP_CAROLIEiJ_G0003011,Gm17115,ortholog_one2one,MGP_SPRETEiJ_G0003173,Gm17115,ortholog_one2one,MGP_PahariEiJ_G0002781,,ortholog_one2one,Gm17115
ENSMUSG00000092060,,,,MGP_SPRETEiJ_G0028261,Bend4,ortholog_one2one,MGP_PahariEiJ_G0017048,Bend4,ortholog_one2one,Bend4
ENSMUSG00000092092,MGP_CAROLIEiJ_G0006645,Gm17215,ortholog_one2one,,,,MGP_PahariEiJ_G0004895,,ortholog_one2one,Gm17215
ENSMUSG00000092118,MGP_CAROLIEiJ_G0029797,Fancf,ortholog_one2one,MGP_SPRETEiJ_G0030900,Fancf,ortholog_one2one,MGP_PahariEiJ_G0013022,Fancf,ortholog_one2one,Fancf
ENSMUSG00000092131,MGP_CAROLIEiJ_G0004205,BC050972,ortholog_one2one,,,,MGP_PahariEiJ_G0002290,,ortholog_one2one,BC050972
ENSMUSG00000092183,MGP_CAROLIEiJ_G0003738,4930515G01Rik,ortholog_one2one,MGP_SPRETEiJ_G0003920,4930515G01Rik,ortholog_one2one,MGP_PahariEiJ_G0003155,,ortholog_one2one,4930515G01Rik
ENSMUSG00000092241,MGP_CAROLIEiJ_G0003020,Gm20522,ortholog_one2one,MGP_SPRETEiJ_G0003181,Gm20522,ortholog_one2one,MGP_PahariEiJ_G0002789,Gm20522,ortholog_one2one,Gm20522
ENSMUSG00000092268,MGP_CAROLIEiJ_G0013487,Gm20540,ortholog_one2one,MGP_SPRETEiJ_G0014244,Gm20540,ortholog_one2one,MGP_PahariEiJ_G0012233,Gm20540,ortholog_one2one,Gm20540
ENSMUSG00000092277,MGP_CAROLIEiJ_G0021431,,ortholog_one2one,MGP_SPRETEiJ_G0022455,,ortholog_one2one,MGP_PahariEiJ_G0020543,,ortholog_one2one,Gm19684
ENSMUSG00000092309,MGP_CAROLIEiJ_G0003672,4930518C09Rik,ortholog_one2one,MGP_SPRETEiJ_G0003853,4930518C09Rik,ortholog_one2one,MGP_PahariEiJ_G0002454,4930518C09Rik,ortholog_one2one,4930518C09Rik
ENSMUSG00000092375,MGP_CAROLIEiJ_G0013437,A730060N03Rik,ortholog_one2one,MGP_SPRETEiJ_G0014194,A730060N03Rik,ortholog_one2one,MGP_PahariEiJ_G0012218,A730060N03Rik,ortholog_one2one,A730060N03Rik
ENSMUSG00000092381,MGP_CAROLIEiJ_G0003984,Lncob1,ortholog_one2one,MGP_SPRETEiJ_G0004180,Lncob1,ortholog_one2one,MGP_PahariEiJ_G0002825,,ortholog_one2one,Lncob1
ENSMUSG00000092395,MGP_CAROLIEiJ_G0003018,Gm20463,ortholog_one2one,MGP_SPRETEiJ_G0003179,Gm20463,ortholog_one2one,MGP_PahariEiJ_G0002787,Gm20463,ortholog_one2one,Gm20463
ENSMUSG00000092397,MGP_CAROLIEiJ_G0003235,,ortholog_one2one,MGP_SPRETEiJ_G0003396,,ortholog_one2one,MGP_PahariEiJ_G0003332,,ortholog_one2one,C130080G10Rik
ENSMUSG00000092417,MGP_CAROLIEiJ_G0021506,Gpank1,ortholog_one2one,MGP_SPRETEiJ_G0022411,Gpank1,ortholog_one2one,MGP_PahariEiJ_G0020501,Gpank1,ortholog_one2one,Gpank1
ENSMUSG00000092448,MGP_CAROLIEiJ_G0003914,Gm20387,ortholog_one2one,MGP_SPRETEiJ_G0004103,Gm20387,ortholog_one2one,MGP_PahariEiJ_G0002984,Gm20387,ortholog_one2one,Gm20387
ENSMUSG00000092474,MGP_CAROLIEiJ_G0003015,,ortholog_one2one,MGP_SPRETEiJ_G0003182,,ortholog_one2one,,,,Gm20478
ENSMUSG00000092483,MGP_CAROLIEiJ_G0013712,Gm20421,ortholog_one2one,MGP_SPRETEiJ_G0014474,Gm20421,ortholog_one2one,MGP_PahariEiJ_G0012541,Gm20421,ortholog_one2one,Gm20421
ENSMUSG00000092499,MGP_CAROLIEiJ_G0002893,,ortholog_one2one,MGP_SPRETEiJ_G0003050,,ortholog_one2one,MGP_PahariEiJ_G0003922,,ortholog_one2one,1700092C10Rik
ENSMUSG00000092525,MGP_CAROLIEiJ_G0005206,,ortholog_one2one,MGP_SPRETEiJ_G0005448,Gm20461,ortholog_one2one,MGP_PahariEiJ_G0004844,Gm20461,ortholog_one2one,Gm20461
ENSMUSG00000092558,MGP_CAROLIEiJ_G0021704,Med20,ortholog_one2one,MGP_SPRETEiJ_G0022616,Med20,ortholog_one2one,MGP_PahariEiJ_G0020694,Med20,ortholog_one2one,Med20
ENSMUSG00000092559,MGP_CAROLIEiJ_G0034576,Gm20475,ortholog_one2one,MGP_SPRETEiJ_G0035388,Gm20475,ortholog_one2one,MGP_PahariEiJ_G0032894,Gm20475,ortholog_one2one,Gm20475
ENSMUSG00000092586,MGP_CAROLIEiJ_G0021498,Ly6g6c,ortholog_one2one,MGP_SPRETEiJ_G0022403,Ly6g6c,ortholog_one2one,MGP_PahariEiJ_G0020493,Ly6g6c,ortholog_one2one,Ly6g6c
ENSMUSG00000092593,MGP_CAROLIEiJ_G0013282,,ortholog_one2one,MGP_SPRETEiJ_G0014037,,ortholog_one2one,MGP_PahariEiJ_G0012593,Gm20492,ortholog_one2one,Gm20492
ENSMUSG00000092607,MGP_CAROLIEiJ_G0025328,,ortholog_one2one,MGP_SPRETEiJ_G0026272,Scnm1,ortholog_one2one,MGP_PahariEiJ_G0026772,Scnm1,ortholog_one2one,Scnm1
ENSMUSG00000092627,MGP_CAROLIEiJ_G0013247,,ortholog_one2one,MGP_SPRETEiJ_G0014003,,ortholog_one2one,MGP_PahariEiJ_G0012482,,ortholog_one2one,D130058E05Rik
ENSMUSG00000092741,MGP_CAROLIEiJ_G0007340,Mir3074-1,ortholog_one2one,MGP_SPRETEiJ_G0007694,Mir3074-1,ortholog_one2one,MGP_PahariEiJ_G0006984,Mir3074-1,ortholog_one2one,Mir3074-1
ENSMUSG00000092747,,,,MGP_SPRETEiJ_G0008308,,ortholog_one2one,MGP_PahariEiJ_G0007572,,ortholog_one2one,Gm22180
ENSMUSG00000092827,,,,MGP_SPRETEiJ_G0008176,Mir3091,ortholog_one2one,MGP_PahariEiJ_G0007390,Mir3091,ortholog_one2one,Mir3091
ENSMUSG00000092837,MGP_CAROLIEiJ_G0034347,,ortholog_one2one,,,,MGP_PahariEiJ_G0032814,,ortholog_one2one,Rpph1
ENSMUSG00000092988,,,,MGP_SPRETEiJ_G0008204,Mir3093,ortholog_one2one,,,,Mir3093
ENSMUSG00000093090,MGP_CAROLIEiJ_G0007306,Mir3073a,ortholog_one2one,MGP_SPRETEiJ_G0007651,Mir3073a,ortholog_one2one,MGP_PahariEiJ_G0007697,Mir3073a,ortholog_one2one,Mir3073a
ENSMUSG00000093096,MGP_CAROLIEiJ_G0007182,Mir3968,ortholog_one2one,MGP_SPRETEiJ_G0007526,Mir3968,ortholog_one2one,MGP_PahariEiJ_G0006898,Mir3968,ortholog_one2one,Mir3968
ENSMUSG00000093178,MGP_CAROLIEiJ_G0035678,Snord87,ortholog_one2one,MGP_SPRETEiJ_G0036606,Snord87,ortholog_one2one,MGP_PahariEiJ_G0034475,Snord87,ortholog_one2one,Snord87
ENSMUSG00000093242,MGP_CAROLIEiJ_G0007725,Gm24574,ortholog_one2one,MGP_SPRETEiJ_G0008112,Gm24574,ortholog_one2one,MGP_PahariEiJ_G0007340,Gm24574,ortholog_one2one,Gm24574
ENSMUSG00000093291,MGP_CAROLIEiJ_G0007263,Mir299b,ortholog_one2one,MGP_SPRETEiJ_G0007608,Mir299b,ortholog_one2one,MGP_PahariEiJ_G0007654,Mir299b,ortholog_one2one,Mir299b
ENSMUSG00000093314,MGP_CAROLIEiJ_G0007627,Mir5136,ortholog_one2one,MGP_SPRETEiJ_G0008003,Mir5136,ortholog_one2one,MGP_PahariEiJ_G0006616,Mir5136,ortholog_one2one,Mir5136
ENSMUSG00000093405,MGP_CAROLIEiJ_G0004314,Gm20684,ortholog_one2one,MGP_SPRETEiJ_G0004515,Gm20684,ortholog_one2one,MGP_PahariEiJ_G0004036,Gm20684,ortholog_one2one,Gm20684
ENSMUSG00000093424,,,,MGP_SPRETEiJ_G0003567,6330562C20Rik,ortholog_one2one,MGP_PahariEiJ_G0003487,6330562C20Rik,ortholog_one2one,6330562C20Rik
ENSMUSG00000093460,MGP_CAROLIEiJ_G0013489,Six3os1,ortholog_one2one,MGP_SPRETEiJ_G0014246,Six3os1,ortholog_one2one,MGP_PahariEiJ_G0012235,Six3os1,ortholog_one2one,Six3os1
ENSMUSG00000093467,MGP_CAROLIEiJ_G0002711,Gm20659,ortholog_one2one,MGP_SPRETEiJ_G0002859,Gm20659,ortholog_one2one,MGP_PahariEiJ_G0002625,,ortholog_one2one,Gm20659
ENSMUSG00000093498,MGP_CAROLIEiJ_G0007040,Mir5615-2,ortholog_one2one,MGP_SPRETEiJ_G0007377,Mir5615-2,ortholog_one2one,,,,Mir5615-2
ENSMUSG00000093553,,,,MGP_SPRETEiJ_G0003572,,ortholog_one2one,,,,Gm20633
ENSMUSG00000093568,MGP_CAROLIEiJ_G0004640,Gm20611,ortholog_one2one,MGP_SPRETEiJ_G0004856,Gm20611,ortholog_one2one,MGP_PahariEiJ_G0006431,,ortholog_one2one,Gm20611
ENSMUSG00000093577,,,,MGP_SPRETEiJ_G0003571,Gm20632,ortholog_one2one,,,,Gm20632
ENSMUSG00000093587,MGP_CAROLIEiJ_G0004977,,ortholog_one2one,MGP_SPRETEiJ_G0005207,,ortholog_one2one,MGP_PahariEiJ_G0004344,,ortholog_one2one,Gm20554
ENSMUSG00000093598,MGP_CAROLIEiJ_G0013882,A730085K08Rik,ortholog_one2one,MGP_SPRETEiJ_G0014649,A730085K08Rik,ortholog_one2one,MGP_PahariEiJ_G0012058,,ortholog_one2one,A730085K08Rik
ENSMUSG00000093618,MGP_CAROLIEiJ_G0007207,Mir5627,ortholog_one2one,MGP_SPRETEiJ_G0007552,Mir5627,ortholog_one2one,MGP_PahariEiJ_G0007603,Mir5627,ortholog_one2one,Mir5627
ENSMUSG00000093619,MGP_CAROLIEiJ_G0004251,4930535L15Rik,ortholog_one2one,MGP_SPRETEiJ_G0004453,4930535L15Rik,ortholog_one2one,MGP_PahariEiJ_G0002336,4930535L15Rik,ortholog_one2one,4930535L15Rik
ENSMUSG00000093738,MGP_CAROLIEiJ_G0013658,AI606473,ortholog_one2one,MGP_SPRETEiJ_G0014420,AI606473,ortholog_one2one,MGP_PahariEiJ_G0012465,AI606473,ortholog_one2one,AI606473
ENSMUSG00000093744,MGP_CAROLIEiJ_G0013406,Gm20675,ortholog_one2one,MGP_SPRETEiJ_G0014164,Gm20675,ortholog_one2one,MGP_PahariEiJ_G0012569,Gm20675,ortholog_one2one,Gm20675
ENSMUSG00000094690,MGP_CAROLIEiJ_G0021654,,ortholog_one2one,MGP_SPRETEiJ_G0022566,1600014C23Rik,ortholog_one2one,MGP_PahariEiJ_G0020646,1600014C23Rik,ortholog_one2one,1600014C23Rik
ENSMUSG00000095567,MGP_CAROLIEiJ_G0026926,Noc2l,ortholog_one2one,MGP_SPRETEiJ_G0027921,Noc2l,ortholog_one2one,MGP_PahariEiJ_G0029275,Noc2l,ortholog_one2one,Noc2l
ENSMUSG00000096052,MGP_CAROLIEiJ_G0002863,,ortholog_one2one,MGP_SPRETEiJ_G0003020,,ortholog_one2one,MGP_PahariEiJ_G0003894,,ortholog_one2one,9930004E17Rik
ENSMUSG00000096221,MGP_CAROLIEiJ_G0003618,1500002C15Rik,ortholog_one2one,MGP_SPRETEiJ_G0003797,1500002C15Rik,ortholog_one2one,MGP_PahariEiJ_G0003837,,ortholog_one2one,1500002C15Rik
ENSMUSG00000096257,MGP_CAROLIEiJ_G0029459,Ccer2,ortholog_one2one,MGP_SPRETEiJ_G0030555,Ccer2,ortholog_one2one,MGP_PahariEiJ_G0012693,Ccer2,ortholog_one2one,Ccer2
ENSMUSG00000096546,MGP_CAROLIEiJ_G0015195,Smlr1,ortholog_one2one,MGP_SPRETEiJ_G0016004,Smlr1,ortholog_one2one,MGP_PahariEiJ_G0023817,Smlr1,ortholog_one2one,Smlr1
ENSMUSG00000096655,MGP_CAROLIEiJ_G0004223,,ortholog_one2one,MGP_SPRETEiJ_G0004424,1700065D16Rik,ortholog_one2one,,,,1700065D16Rik
ENSMUSG00000096917,MGP_CAROLIEiJ_G0006672,2500002B13Rik,ortholog_one2one,MGP_SPRETEiJ_G0006999,,ortholog_one2one,MGP_PahariEiJ_G0004926,,ortholog_one2one,2500002B13Rik
ENSMUSG00000096929,MGP_CAROLIEiJ_G0013267,,ortholog_one2one,MGP_SPRETEiJ_G0014022,A330023F24Rik,ortholog_one2one,MGP_PahariEiJ_G0012502,A330023F24Rik,ortholog_one2one,A330023F24Rik
ENSMUSG00000096932,MGP_CAROLIEiJ_G0004950,5033403F01Rik,ortholog_one2one,,,,MGP_PahariEiJ_G0004772,5033403F01Rik,ortholog_one2one,5033403F01Rik
ENSMUSG00000096935,MGP_CAROLIEiJ_G0003385,1700113A16Rik,ortholog_one2one,MGP_SPRETEiJ_G0003549,1700113A16Rik,ortholog_one2one,MGP_PahariEiJ_G0003471,1700113A16Rik,ortholog_one2one,1700113A16Rik
ENSMUSG00000096938,MGP_CAROLIEiJ_G0006647,9530052E02Rik,ortholog_one2one,MGP_SPRETEiJ_G0006969,9530052E02Rik,ortholog_one2one,MGP_PahariEiJ_G0004897,9530052E02Rik,ortholog_one2one,9530052E02Rik
ENSMUSG00000096940,MGP_CAROLIEiJ_G0004847,Gm4755,ortholog_one2one,MGP_SPRETEiJ_G0005071,Gm4755,ortholog_one2one,MGP_PahariEiJ_G0006298,Gm4755,ortholog_one2one,Gm4755
ENSMUSG00000096949,MGP_CAROLIEiJ_G0027558,Gm26897,ortholog_one2one,MGP_SPRETEiJ_G0028556,Gm26897,ortholog_one2one,MGP_PahariEiJ_G0024140,Gm26897,ortholog_one2one,Gm26897
ENSMUSG00000096950,MGP_CAROLIEiJ_G0004531,Gm9530,ortholog_one2one,MGP_SPRETEiJ_G0004744,Gm9530,ortholog_one2one,MGP_PahariEiJ_G0006078,Gm9530,ortholog_one2one,Gm9530
ENSMUSG00000096960,MGP_CAROLIEiJ_G0005136,A230028O05Rik,ortholog_one2one,MGP_SPRETEiJ_G0005375,A230028O05Rik,ortholog_one2one,MGP_PahariEiJ_G0004398,A230028O05Rik,ortholog_one2one,A230028O05Rik
ENSMUSG00000096968,MGP_CAROLIEiJ_G0014846,Gm26620,ortholog_one2one,MGP_SPRETEiJ_G0015650,Gm26620,ortholog_one2one,MGP_PahariEiJ_G0028083,Gm26620,ortholog_one2one,Gm26620
ENSMUSG00000096974,MGP_CAROLIEiJ_G0005833,Gm26881,ortholog_one2one,MGP_SPRETEiJ_G0006113,Gm26881,ortholog_one2one,MGP_PahariEiJ_G0005285,Gm26881,ortholog_one2one,Gm26881
ENSMUSG00000096977,,,,MGP_SPRETEiJ_G0004840,,ortholog_one2one,MGP_PahariEiJ_G0005242,,ortholog_one2one,Gm10827
ENSMUSG00000096981,MGP_CAROLIEiJ_G0006745,Gm16845,ortholog_one2one,MGP_SPRETEiJ_G0007078,Gm16845,ortholog_one2one,MGP_PahariEiJ_G0004238,Gm16845,ortholog_one2one,Gm16845
ENSMUSG00000096986,MGP_CAROLIEiJ_G0006787,4930509E16Rik,ortholog_one2one,MGP_SPRETEiJ_G0007120,4930509E16Rik,ortholog_one2one,MGP_PahariEiJ_G0004277,4930509E16Rik,ortholog_one2one,4930509E16Rik
ENSMUSG00000096999,MGP_CAROLIEiJ_G0006644,Gm26793,ortholog_one2one,MGP_SPRETEiJ_G0006967,,ortholog_one2one,MGP_PahariEiJ_G0004190,,ortholog_one2one,Gm26793
ENSMUSG00000097000,MGP_CAROLIEiJ_G0006678,Gm17435,ortholog_one2one,MGP_SPRETEiJ_G0007008,Gm17435,ortholog_one2one,MGP_PahariEiJ_G0004930,Gm17435,ortholog_one2one,Gm17435
ENSMUSG00000097004,MGP_CAROLIEiJ_G0003391,4731419I09Rik,ortholog_one2one,MGP_SPRETEiJ_G0003555,,ortholog_one2one,MGP_PahariEiJ_G0003477,4731419I09Rik,ortholog_one2one,4731419I09Rik
ENSMUSG00000097007,MGP_CAROLIEiJ_G0004621,,ortholog_one2one,MGP_SPRETEiJ_G0004836,,ortholog_one2one,MGP_PahariEiJ_G0005238,,ortholog_one2one,4930432B10Rik
ENSMUSG00000097015,MGP_CAROLIEiJ_G0006594,Gm26705,ortholog_one2one,MGP_SPRETEiJ_G0006915,,ortholog_one2one,MGP_PahariEiJ_G0004142,,ortholog_one2one,Gm26705
ENSMUSG00000097022,MGP_CAROLIEiJ_G0002843,BC001981,ortholog_one2one,MGP_SPRETEiJ_G0002999,BC001981,ortholog_one2one,MGP_PahariEiJ_G0002366,,ortholog_one2one,BC001981
ENSMUSG00000097028,MGP_CAROLIEiJ_G0013257,Ptgs2os,ortholog_one2one,MGP_SPRETEiJ_G0014012,,ortholog_one2one,MGP_PahariEiJ_G0012492,,ortholog_one2one,Ptgs2os
ENSMUSG00000097032,MGP_CAROLIEiJ_G0003454,4930539J05Rik,ortholog_one2one,MGP_SPRETEiJ_G0003622,4930539J05Rik,ortholog_one2one,MGP_PahariEiJ_G0003537,4930539J05Rik,ortholog_one2one,4930539J05Rik
ENSMUSG00000097035,MGP_CAROLIEiJ_G0006131,Gm26692,ortholog_one2one,MGP_SPRETEiJ_G0006423,Gm26692,ortholog_one2one,MGP_PahariEiJ_G0004570,,ortholog_one2one,Gm26692
ENSMUSG00000097047,,,,MGP_SPRETEiJ_G0005477,,ortholog_one2one,MGP_PahariEiJ_G0004869,,ortholog_one2one,1110020A21Rik
ENSMUSG00000097048,MGP_CAROLIEiJ_G0003892,,ortholog_one2one,MGP_SPRETEiJ_G0004078,1600020E01Rik,ortholog_one2one,MGP_PahariEiJ_G0002960,,ortholog_one2one,1600020E01Rik
ENSMUSG00000097055,MGP_CAROLIEiJ_G0004854,,ortholog_one2one,MGP_SPRETEiJ_G0005078,,ortholog_one2one,MGP_PahariEiJ_G0006305,,ortholog_one2one,Gm4419
ENSMUSG00000097072,MGP_CAROLIEiJ_G0013874,Foxl2os,ortholog_one2one,MGP_SPRETEiJ_G0014640,,ortholog_one2one,MGP_PahariEiJ_G0012050,Foxl2os,ortholog_one2one,Foxl2os
ENSMUSG00000097077,MGP_CAROLIEiJ_G0005223,Gm16712,ortholog_one2one,MGP_SPRETEiJ_G0005464,Gm16712,ortholog_one2one,MGP_PahariEiJ_G0004858,,ortholog_one2one,Gm16712
ENSMUSG00000097082,MGP_CAROLIEiJ_G0004674,4933440J02Rik,ortholog_one2one,MGP_SPRETEiJ_G0004891,4933440J02Rik,ortholog_one2one,MGP_PahariEiJ_G0006456,,ortholog_one2one,4933440J02Rik
ENSMUSG00000097098,MGP_CAROLIEiJ_G0004981,9330111N05Rik,ortholog_one2one,MGP_SPRETEiJ_G0005211,9330111N05Rik,ortholog_one2one,,,,9330111N05Rik
ENSMUSG00000097119,MGP_CAROLIEiJ_G0005214,,ortholog_one2one,MGP_SPRETEiJ_G0005456,B230354K17Rik,ortholog_one2one,MGP_PahariEiJ_G0004850,,ortholog_one2one,B230354K17Rik
ENSMUSG00000097124,MGP_CAROLIEiJ_G0003436,,ortholog_one2one,MGP_SPRETEiJ_G0003602,A530020G20Rik,ortholog_one2one,MGP_PahariEiJ_G0003518,,ortholog_one2one,A530020G20Rik
ENSMUSG00000097134,MGP_CAROLIEiJ_G0004647,1110002J07Rik,ortholog_one2one,MGP_SPRETEiJ_G0004863,1110002J07Rik,ortholog_one2one,MGP_PahariEiJ_G0006437,,ortholog_one2one,1110002J07Rik
ENSMUSG00000097146,MGP_CAROLIEiJ_G0004980,Gm4211,ortholog_one2one,MGP_SPRETEiJ_G0005210,,ortholog_one2one,MGP_PahariEiJ_G0004347,Gm4211,ortholog_one2one,Gm4211
ENSMUSG00000097155,,,,MGP_SPRETEiJ_G0007077,,ortholog_one2one,MGP_PahariEiJ_G0004237,,ortholog_one2one,Gm26511
