Gene stable ID,Turkey gene stable ID,Turkey gene name,Turkey homology type,Duck gene stable ID,Duck gene name,Duck homology type,Golden eagle gene stable ID,Golden eagle gene name,Golden eagle homology type,Japanese quail gene stable ID,Japanese quail gene name,Japanese quail homology type,Collared flycatcher gene stable ID,Collared flycatcher gene name,Collared flycatcher homology type,Gene name
ENSGALG00010023986,ENSMGAG00000022660,,ortholog_one2one,ENSAPLG00000017071,,ortholog_one2one,ENSACCG00020007377,SYCE3,ortholog_one2one,ENSCJPG00005017145,SYCE3,ortholog_one2one,,,,SYCE3
ENSGALG00010024003,ENSMGAG00000012138,,ortholog_one2one,ENSAPLG00000012188,,ortholog_one2one,,,,ENSCJPG00005014533,,ortholog_one2one,ENSFALG00000024574,,ortholog_one2one,ERICH3
ENSGALG00010024020,ENSMGAG00000007211,MAIP1,ortholog_one2one,ENSAPLG00000008514,MAIP1,ortholog_one2one,ENSACCG00020002401,MAIP1,ortholog_one2one,,,,ENSFALG00000026216,MAIP1,ortholog_one2one,MAIP1
ENSGALG00010024020,ENSMGAG00000007211,MAIP1,ortholog_one2one,ENSAPLG00000008514,MAIP1,ortholog_one2one,ENSACCG00020002401,MAIP1,ortholog_one2one,,,,ENSFALG00000026216,MAIP1,ortholog_one2one,MAIP1
ENSGALG00010024024,ENSMGAG00000007108,AGL,ortholog_one2one,ENSAPLG00000013474,AGL,ortholog_one2one,ENSACCG00020009708,AGL,ortholog_one2one,ENSCJPG00005000148,AGL,ortholog_one2one,ENSFALG00000002403,AGL,ortholog_one2one,AGL
ENSGALG00010024101,ENSMGAG00000018529,,ortholog_one2one,ENSAPLG00000025705,CNEP1R1,ortholog_one2one,ENSACCG00020002590,CNEP1R1,ortholog_one2one,ENSCJPG00005014357,CNEP1R1,ortholog_one2one,ENSFALG00000025598,CNEP1R1,ortholog_one2one,CNEP1R1
ENSGALG00010024113,,,,ENSAPLG00000030249,,ortholog_one2one,,,,ENSCJPG00005013144,,ortholog_one2one,,,,
ENSGALG00010024136,ENSMGAG00000001148,SAP130,ortholog_one2one,ENSAPLG00000009195,SAP130,ortholog_one2one,ENSACCG00020006249,SAP130,ortholog_one2one,ENSCJPG00005015652,SAP130,ortholog_one2one,ENSFALG00000003540,SAP130,ortholog_one2one,SAP130
ENSGALG00010024170,ENSMGAG00000004365,NUP160,ortholog_one2one,ENSAPLG00000015048,NUP160,ortholog_one2one,ENSACCG00020013268,NUP160,ortholog_one2one,ENSCJPG00005013463,NUP160,ortholog_one2one,ENSFALG00000001275,NUP160,ortholog_one2one,NUP160
ENSGALG00010024196,ENSMGAG00000002814,,ortholog_one2one,ENSAPLG00000003685,MRPL21,ortholog_one2one,ENSACCG00020014571,MRPL21,ortholog_one2one,ENSCJPG00005013698,MRPL21,ortholog_one2one,ENSFALG00000011677,,ortholog_one2one,MRPL21
ENSGALG00010024304,ENSMGAG00000015531,,ortholog_one2one,ENSAPLG00000000658,,ortholog_one2one,,,,ENSCJPG00005000923,,ortholog_one2one,ENSFALG00000028674,,ortholog_one2one,PKIG
ENSGALG00010024314,,,,ENSAPLG00000010587,ITFG1,ortholog_one2one,ENSACCG00020002263,ITFG1,ortholog_one2one,ENSCJPG00005014373,ITFG1,ortholog_one2one,ENSFALG00000000123,ITFG1,ortholog_one2one,ITFG1
ENSGALG00010024328,ENSMGAG00000000978,,ortholog_one2one,ENSAPLG00000004894,YDJC,ortholog_one2one,ENSACCG00020003843,YDJC,ortholog_one2one,ENSCJPG00005019012,YDJC,ortholog_one2one,ENSFALG00000007880,,ortholog_one2one,YDJC
ENSGALG00010024393,ENSMGAG00000000982,,ortholog_one2one,ENSAPLG00000012283,OGFOD1,ortholog_one2one,ENSACCG00020001641,OGFOD1,ortholog_one2one,ENSCJPG00005002078,OGFOD1,ortholog_one2one,ENSFALG00000007540,OGFOD1,ortholog_one2one,OGFOD1
ENSGALG00010024406,ENSMGAG00000000975,NUDT21,ortholog_one2one,ENSAPLG00000012153,NUDT21,ortholog_one2one,ENSACCG00020001621,NUDT21,ortholog_one2one,ENSCJPG00005002059,NUDT21,ortholog_one2one,ENSFALG00000007561,NUDT21,ortholog_one2one,NUDT21
ENSGALG00010024407,ENSMGAG00000001135,HIRA,ortholog_one2one,ENSAPLG00000004150,HIRA,ortholog_one2one,ENSACCG00020003675,HIRA,ortholog_one2one,ENSCJPG00005019052,HIRA,ortholog_one2one,ENSFALG00000007974,HIRA,ortholog_one2one,HIRA
ENSGALG00010024412,ENSMGAG00000001041,,ortholog_one2one,ENSAPLG00000014171,PIGU,ortholog_one2one,ENSACCG00020003456,PIGU,ortholog_one2one,ENSCJPG00005019631,PIGU,ortholog_one2one,ENSFALG00000012629,PIGU,ortholog_one2one,PIGU
ENSGALG00010024424,ENSMGAG00000001008,,ortholog_one2one,ENSAPLG00000014604,SAMHD1,ortholog_one2one,ENSACCG00020003511,SAMHD1,ortholog_one2one,ENSCJPG00005019634,SAMHD1,ortholog_one2one,ENSFALG00000012591,,ortholog_one2one,SAMHD1
ENSGALG00010024425,ENSMGAG00000001177,MRPL40,ortholog_one2one,ENSAPLG00000004002,MRPL40,ortholog_one2one,ENSACCG00020003653,MRPL40,ortholog_one2one,ENSCJPG00005019053,MRPL40,ortholog_one2one,ENSFALG00000023636,MRPL40,ortholog_one2one,MRPL40
ENSGALG00010024427,,,,ENSAPLG00000000942,C22orf39,ortholog_one2one,ENSACCG00020003645,C22orf39,ortholog_one2one,,,,,,,C22orf39
ENSGALG00010024439,ENSMGAG00000001181,UFD1,ortholog_one2one,ENSAPLG00000003494,UFD1,ortholog_one2one,ENSACCG00020003625,UFD1,ortholog_one2one,ENSCJPG00005019054,UFD1,ortholog_one2one,ENSFALG00000007990,UFD1,ortholog_one2one,UFD1L
ENSGALG00010024469,ENSMGAG00000007354,,ortholog_one2one,ENSAPLG00000005620,GTF2H1,ortholog_one2one,ENSACCG00020011784,GTF2H1,ortholog_one2one,ENSCJPG00005010775,GTF2H1,ortholog_one2one,ENSFALG00000011148,GTF2H1,ortholog_one2one,GTF2H1
ENSGALG00010024480,ENSMGAG00000001215,CDC45,ortholog_one2one,ENSAPLG00000016068,CDC45,ortholog_one2one,ENSACCG00020003595,CDC45,ortholog_one2one,ENSCJPG00005019055,CDC45,ortholog_one2one,ENSFALG00000007995,CDC45,ortholog_one2one,CDC45
ENSGALG00010024487,ENSMGAG00000019605,,ortholog_one2one,ENSAPLG00000000001,MIR137,ortholog_one2one,ENSACCG00020009887,MIR137,ortholog_one2one,ENSCJPG00005000322,MIR137,ortholog_one2one,ENSFALG00000016050,,ortholog_one2one,gga-mir-137
ENSGALG00010024512,ENSMGAG00000005029,,ortholog_one2one,ENSAPLG00000011167,CCNDBP1,ortholog_one2one,ENSACCG00020005445,CCNDBP1,ortholog_one2one,,,,ENSFALG00000004928,,ortholog_one2one,CCNDBP1
ENSGALG00010024532,ENSMGAG00000007515,,ortholog_one2one,ENSAPLG00000019960,TMEM86A,ortholog_one2one,ENSACCG00020011544,TMEM86A,ortholog_one2one,ENSCJPG00005010770,TMEM86A,ortholog_one2one,ENSFALG00000011276,TMEM86A,ortholog_one2one,TMEM86A
ENSGALG00010024536,ENSMGAG00000005421,,ortholog_one2one,ENSAPLG00000017568,URI1,ortholog_one2one,ENSACCG00020001806,URI1,ortholog_one2one,ENSCJPG00005014395,URI1,ortholog_one2one,ENSFALG00000000228,URI1,ortholog_one2one,URI1
ENSGALG00010024565,ENSMGAG00000018760,FAM217B,ortholog_one2one,ENSAPLG00000014012,FAM217B,ortholog_one2one,ENSACCG00020003465,FAM217B,ortholog_one2one,ENSCJPG00005002957,FAM217B,ortholog_one2one,ENSFALG00000010660,FAM217B,ortholog_one2one,FAM217B
ENSGALG00010024585,ENSMGAG00000002653,,ortholog_one2one,ENSAPLG00000005621,TBCCD1,ortholog_one2one,ENSACCG00020004948,TBCCD1,ortholog_one2one,ENSCJPG00005019212,TBCCD1,ortholog_one2one,ENSFALG00000013382,,ortholog_one2one,TBCCD1
ENSGALG00010024630,ENSMGAG00000002836,,ortholog_one2one,ENSAPLG00000004295,CFAP410,ortholog_one2one,ENSACCG00020004989,CFAP410,ortholog_one2one,ENSCJPG00005019277,CFAP410,ortholog_one2one,,,,CFAP410
ENSGALG00010024669,ENSMGAG00000010795,,ortholog_one2one,ENSAPLG00000010138,STIL,ortholog_one2one,ENSACCG00020009378,STIL,ortholog_one2one,ENSCJPG00005010077,STIL,ortholog_one2one,ENSFALG00000009298,STIL,ortholog_one2one,STIL
ENSGALG00010024694,ENSMGAG00000003111,GTF2H3,ortholog_one2one,ENSAPLG00000014734,GTF2H3,ortholog_one2one,ENSACCG00020007671,GTF2H3,ortholog_one2one,ENSCJPG00005019908,GTF2H3,ortholog_one2one,ENSFALG00000009313,GTF2H3,ortholog_one2one,GTF2H3
ENSGALG00010024696,ENSMGAG00000018981,TRADD,ortholog_one2one,ENSAPLG00000028061,TRADD,ortholog_one2one,ENSACCG00020001419,TRADD,ortholog_one2one,ENSCJPG00005000739,TRADD,ortholog_one2one,ENSFALG00000026576,TRADD,ortholog_one2one,TRADD
ENSGALG00010024699,ENSMGAG00000000906,,ortholog_one2one,ENSAPLG00000005390,FBXL8,ortholog_one2one,ENSACCG00020001407,FBXL8,ortholog_one2one,,,,,,,FBXL8
ENSGALG00010024754,ENSMGAG00000002174,EIF2S2,ortholog_one2one,ENSAPLG00000013245,EIF2S2,ortholog_one2one,ENSACCG00020002819,EIF2S2,ortholog_one2one,ENSCJPG00005020665,EIF2S2,ortholog_one2one,ENSFALG00000010608,EIF2S2,ortholog_one2one,EIF2S2
ENSGALG00010024755,ENSMGAG00000003201,PIGX,ortholog_one2one,ENSAPLG00000015450,PIGX,ortholog_one2one,ENSACCG00020005724,PIGX,ortholog_one2one,ENSCJPG00005001354,,ortholog_one2one,ENSFALG00000003105,PIGX,ortholog_one2one,PIGX
ENSGALG00010024776,ENSMGAG00000004841,,ortholog_one2one,,,,ENSACCG00020004552,MPHOSPH10,ortholog_one2one,ENSCJPG00005012696,MPHOSPH10,ortholog_one2one,ENSFALG00000012524,,ortholog_one2one,MPHOSPH10
ENSGALG00010024781,ENSMGAG00000003224,CEP19,ortholog_one2one,ENSAPLG00000015449,CEP19,ortholog_one2one,ENSACCG00020005735,CEP19,ortholog_one2one,ENSCJPG00005001358,CEP19,ortholog_one2one,ENSFALG00000028051,CEP19,ortholog_one2one,CEP19
ENSGALG00010024804,ENSMGAG00000018260,,ortholog_one2one,ENSAPLG00000015360,WDR53,ortholog_one2one,ENSACCG00020005777,WDR53,ortholog_one2one,ENSCJPG00005001369,WDR53,ortholog_one2one,ENSFALG00000003141,WDR53,ortholog_one2one,WDR53
ENSGALG00010024806,ENSMGAG00000005555,,ortholog_one2one,ENSAPLG00000011807,ANKRD27,ortholog_one2one,ENSACCG00020001560,ANKRD27,ortholog_one2one,ENSCJPG00005014437,ANKRD27,ortholog_one2one,ENSFALG00000000253,ANKRD27,ortholog_one2one,ANKRD27
ENSGALG00010024811,ENSMGAG00000007653,NIF3L1,ortholog_one2one,ENSAPLG00000015875,NIF3L1,ortholog_one2one,ENSACCG00020002663,NIF3L1,ortholog_one2one,ENSCJPG00005015111,NIF3L1,ortholog_one2one,ENSFALG00000024500,NIF3L1,ortholog_one2one,NIF3L1
ENSGALG00010024854,ENSMGAG00000003354,MTRFR,ortholog_one2one,ENSAPLG00000016073,MTRFR,ortholog_one2one,ENSACCG00020007262,MTRFR,ortholog_one2one,ENSCJPG00005019965,MTRFR,ortholog_one2one,ENSFALG00000009261,MTRFR,ortholog_one2one,C12orf65
ENSGALG00010024864,ENSMGAG00000003370,MPHOSPH9,ortholog_one2one,ENSAPLG00000016075,MPHOSPH9,ortholog_one2one,ENSACCG00020007214,MPHOSPH9,ortholog_one2one,ENSCJPG00005019966,MPHOSPH9,ortholog_one2one,ENSFALG00000009255,MPHOSPH9,ortholog_one2one,MPHOSPH9
ENSGALG00010024869,ENSMGAG00000007771,NDUFB3,ortholog_one2one,ENSAPLG00000015508,NDUFB3,ortholog_one2one,ENSACCG00020002722,NDUFB3,ortholog_one2one,ENSCJPG00005015241,NDUFB3,ortholog_one2one,ENSFALG00000004140,NDUFB3,ortholog_one2one,NDUFB3
ENSGALG00010024880,ENSMGAG00000010206,NAT10,ortholog_one2one,ENSAPLG00000007638,NAT10,ortholog_one2one,ENSACCG00020014378,NAT10,ortholog_one2one,ENSCJPG00005015492,NAT10,ortholog_one2one,ENSFALG00000001264,NAT10,ortholog_one2one,NAT10
ENSGALG00010024908,ENSMGAG00000003532,,ortholog_one2one,,,,ENSACCG00020007098,,ortholog_one2one,,,,ENSFALG00000009246,,ortholog_one2one,
ENSGALG00010024928,ENSMGAG00000003442,,ortholog_one2one,ENSAPLG00000015265,THAP4,ortholog_one2one,ENSACCG00020006021,THAP4,ortholog_one2one,,,,ENSFALG00000003312,THAP4,ortholog_one2one,THAP4
ENSGALG00010024928,ENSMGAG00000003442,,ortholog_one2one,ENSAPLG00000015265,THAP4,ortholog_one2one,ENSACCG00020006021,THAP4,ortholog_one2one,,,,ENSFALG00000003312,THAP4,ortholog_one2one,THAP4
ENSGALG00010024988,ENSMGAG00000004972,RNF32,ortholog_one2one,ENSAPLG00000007181,RNF32,ortholog_one2one,ENSACCG00020002800,RNF32,ortholog_one2one,ENSCJPG00005003177,RNF32,ortholog_one2one,,,,RNF32
ENSGALG00010024996,ENSMGAG00000011207,,ortholog_one2one,ENSAPLG00000007076,COA7,ortholog_one2one,ENSACCG00020010433,COA7,ortholog_one2one,ENSCJPG00005012159,COA7,ortholog_one2one,ENSFALG00000005624,COA7,ortholog_one2one,COA7
ENSGALG00010025026,ENSMGAG00000003720,DENR,ortholog_one2one,ENSAPLG00000003750,DENR,ortholog_one2one,ENSACCG00020006921,DENR,ortholog_one2one,ENSCJPG00005020188,DENR,ortholog_one2one,ENSFALG00000009235,DENR,ortholog_one2one,DENR
ENSGALG00010025057,,,,ENSAPLG00000008197,SCP2,ortholog_one2one,ENSACCG00020010973,SCP2,ortholog_one2one,,,,ENSFALG00000005656,SCP2,ortholog_one2one,SCP2
ENSGALG00010025057,,,,ENSAPLG00000008197,SCP2,ortholog_one2one,ENSACCG00020010973,SCP2,ortholog_one2one,,,,ENSFALG00000005656,SCP2,ortholog_one2one,SCP2
ENSGALG00010025138,ENSMGAG00000014289,CFAP91,ortholog_one2one,ENSAPLG00000011017,CFAP91,ortholog_one2one,ENSACCG00020000422,CFAP91,ortholog_one2one,ENSCJPG00005017367,CFAP91,ortholog_one2one,ENSFALG00000005370,CFAP91,ortholog_one2one,CFAP91
ENSGALG00010025147,ENSMGAG00000014290,,ortholog_one2one,,,,ENSACCG00020000466,,ortholog_one2one,ENSCJPG00005017368,,ortholog_one2one,ENSFALG00000005381,,ortholog_one2one,COX17
ENSGALG00010025147,ENSMGAG00000014290,,ortholog_one2one,,,,ENSACCG00020000466,,ortholog_one2one,ENSCJPG00005017368,,ortholog_one2one,ENSFALG00000005381,,ortholog_one2one,COX17
ENSGALG00010025170,ENSMGAG00000010379,COMMD9,ortholog_one2one,ENSAPLG00000021527,COMMD9,ortholog_one2one,ENSACCG00020004925,COMMD9,ortholog_one2one,ENSCJPG00005015405,COMMD9,ortholog_one2one,,,,COMMD9
ENSGALG00010025280,ENSMGAG00000019910,,ortholog_one2one,ENSAPLG00000028953,IFT25,ortholog_one2one,ENSACCG00020014682,IFT25,ortholog_one2one,ENSCJPG00005012273,IFT25,ortholog_one2one,ENSFALG00000011988,IFT25,ortholog_one2one,HSPB11
ENSGALG00010025315,ENSMGAG00000011338,LRRC42,ortholog_one2one,ENSAPLG00000002507,LRRC42,ortholog_one2one,ENSACCG00020014784,LRRC42,ortholog_one2one,ENSCJPG00005012274,LRRC42,ortholog_one2one,ENSFALG00000011991,LRRC42,ortholog_one2one,LRRC42
ENSGALG00010025342,ENSMGAG00000018495,TCEANC2,ortholog_one2one,ENSAPLG00000002806,TCEANC2,ortholog_one2one,ENSACCG00020015238,TCEANC2,ortholog_one2one,ENSCJPG00005012277,TCEANC2,ortholog_one2one,ENSFALG00000012027,TCEANC2,ortholog_one2one,TCEANC2
ENSGALG00010025380,ENSMGAG00000010630,,ortholog_one2one,ENSAPLG00000011090,SPC25,ortholog_one2one,ENSACCG00020009688,SPC25,ortholog_one2one,ENSCJPG00005019258,SPC25,ortholog_one2one,ENSFALG00000024206,SPC25,ortholog_one2one,SPC25
ENSGALG00010025381,ENSMGAG00000011366,MRPL37,ortholog_one2one,ENSAPLG00000003233,MRPL37,ortholog_one2one,ENSACCG00020016266,MRPL37,ortholog_one2one,ENSCJPG00005012280,MRPL37,ortholog_one2one,ENSFALG00000012047,MRPL37,ortholog_one2one,MRPL37
ENSGALG00010025387,ENSMGAG00000004522,PSMD9,ortholog_one2one,ENSAPLG00000029451,PSMD9,ortholog_one2one,ENSACCG00020006384,PSMD9,ortholog_one2one,ENSCJPG00005020719,PSMD9,ortholog_one2one,ENSFALG00000027446,PSMD9,ortholog_one2one,PSMD9
ENSGALG00010025477,ENSMGAG00000001906,,ortholog_one2one,ENSAPLG00000025225,,ortholog_one2one,ENSACCG00020004518,,ortholog_one2one,ENSCJPG00005016863,,ortholog_one2one,ENSFALG00000026487,,ortholog_one2one,
ENSGALG00010025527,ENSMGAG00000004874,KNTC1,ortholog_one2one,ENSAPLG00000007872,KNTC1,ortholog_one2one,ENSACCG00020005090,KNTC1,ortholog_one2one,ENSCJPG00005020744,,ortholog_one2one,ENSFALG00000009070,KNTC1,ortholog_one2one,KNTC1
ENSGALG00010025563,ENSMGAG00000003942,,ortholog_one2one,ENSAPLG00000008783,TSPEAR,ortholog_one2one,ENSACCG00020006103,TSPEAR,ortholog_one2one,ENSCJPG00005005484,TSPEAR,ortholog_one2one,ENSFALG00000003329,TSPEAR,ortholog_one2one,TSPEAR
ENSGALG00010025569,ENSMGAG00000005022,PPTC7,ortholog_one2one,ENSAPLG00000008481,PPTC7,ortholog_one2one,ENSACCG00020005046,PPTC7,ortholog_one2one,ENSCJPG00005020748,PPTC7,ortholog_one2one,ENSFALG00000009052,PPTC7,ortholog_one2one,PPTC7
ENSGALG00010025581,,,,,,,,,,ENSCJPG00005005506,,ortholog_one2one,,,,
ENSGALG00010025591,ENSMGAG00000015964,,ortholog_one2one,ENSAPLG00000000765,OTOS,ortholog_one2one,ENSACCG00020005538,OTOS,ortholog_one2one,ENSCJPG00005005513,OTOS,ortholog_one2one,ENSFALG00000015107,OTOS,ortholog_one2one,OTOS
ENSGALG00010025612,ENSMGAG00000010169,,ortholog_one2one,ENSAPLG00000017485,TMEM53,ortholog_one2one,ENSACCG00020007858,TMEM53,ortholog_one2one,ENSCJPG00005009739,TMEM53,ortholog_one2one,ENSFALG00000026496,TMEM53,ortholog_one2one,TMEM53
ENSGALG00010025624,ENSMGAG00000010110,,ortholog_one2one,ENSAPLG00000010051,ARMH1,ortholog_one2one,ENSACCG00020007877,ARMH1,ortholog_one2one,ENSCJPG00005009740,ARMH1,ortholog_one2one,,,,ARMH1
ENSGALG00010025642,ENSMGAG00000010142,,ortholog_one2one,ENSAPLG00000009114,RPS8,ortholog_one2one,ENSACCG00020007955,RPS8,ortholog_one2one,ENSCJPG00005009745,,ortholog_one2one,ENSFALG00000005197,RPS8,ortholog_one2one,RPS8
ENSGALG00010025652,ENSMGAG00000009202,,ortholog_one2one,ENSAPLG00000008701,KMT5B,ortholog_one2one,ENSACCG00020010199,KMT5B,ortholog_one2one,ENSCJPG00005018467,KMT5B,ortholog_one2one,ENSFALG00000027659,,ortholog_one2one,KMT5B
ENSGALG00010025805,ENSMGAG00000005288,ATXN2,ortholog_one2one,ENSAPLG00000008724,ATXN2,ortholog_one2one,ENSACCG00020004642,ATXN2,ortholog_one2one,ENSCJPG00005000186,ATXN2,ortholog_one2one,ENSFALG00000009001,ATXN2,ortholog_one2one,ATXN2
ENSGALG00010025852,ENSMGAG00000010191,BTBD19,ortholog_one2one,ENSAPLG00000019290,BTBD19,ortholog_one2one,ENSACCG00020008020,BTBD19,ortholog_one2one,ENSCJPG00005009753,BTBD19,ortholog_one2one,ENSFALG00000005175,BTBD19,ortholog_one2one,BTBD19
ENSGALG00010025899,,,,ENSAPLG00000013924,,ortholog_one2one,ENSACCG00020001902,,ortholog_one2one,ENSCJPG00005014392,,ortholog_one2one,ENSFALG00000000218,,ortholog_one2one,
ENSGALG00010025940,ENSMGAG00000010284,,ortholog_one2one,,,,ENSACCG00020008433,,ortholog_one2one,ENSCJPG00005009761,,ortholog_one2one,ENSFALG00000005109,,ortholog_one2one,HECTD3
ENSGALG00010025949,,,,ENSAPLG00000007584,GPATCH1,ortholog_one2one,ENSACCG00020001248,GPATCH1,ortholog_one2one,ENSCJPG00005014447,GPATCH1,ortholog_one2one,ENSFALG00000007821,GPATCH1,ortholog_one2one,GPATCH1
ENSGALG00010025949,,,,ENSAPLG00000007584,GPATCH1,ortholog_one2one,ENSACCG00020001248,GPATCH1,ortholog_one2one,ENSCJPG00005014447,GPATCH1,ortholog_one2one,ENSFALG00000007821,GPATCH1,ortholog_one2one,GPATCH1
ENSGALG00010025998,ENSMGAG00000007343,,ortholog_one2one,ENSAPLG00000003296,SMARCB1,ortholog_one2one,ENSACCG00020004909,SMARCB1,ortholog_one2one,ENSCJPG00005008552,SMARCB1,ortholog_one2one,ENSFALG00000007182,SMARCB1,ortholog_one2one,SMARCB1
ENSGALG00010026203,ENSMGAG00000003554,TMX2,ortholog_one2one,,,,ENSACCG00020010408,TMX2,ortholog_one2one,ENSCJPG00005017710,TMX2,ortholog_one2one,ENSFALG00000011092,TMX2,ortholog_one2one,TMX2
ENSGALG00010026209,,,,ENSAPLG00000025301,MED19,ortholog_one2one,ENSACCG00020010395,MED19,ortholog_one2one,ENSCJPG00005017709,MED19,ortholog_one2one,ENSFALG00000011101,MED19,ortholog_one2one,MED19
ENSGALG00010026259,ENSMGAG00000007725,,ortholog_one2one,ENSAPLG00000027400,,ortholog_one2one,ENSACCG00020005132,,ortholog_one2one,ENSCJPG00005008966,MED15,ortholog_one2one,,,,MED15
ENSGALG00010026259,ENSMGAG00000007725,,ortholog_one2one,ENSAPLG00000027400,,ortholog_one2one,ENSACCG00020005132,,ortholog_one2one,ENSCJPG00005008966,MED15,ortholog_one2one,,,,MED15
ENSGALG00010026295,ENSMGAG00000007759,,ortholog_one2one,ENSAPLG00000007433,SMPD4,ortholog_one2one,ENSACCG00020005148,SMPD4,ortholog_one2one,ENSCJPG00005008967,SMPD4,ortholog_one2one,ENSFALG00000007277,,ortholog_one2one,SMPD4
ENSGALG00010026325,ENSMGAG00000010500,TMEM69,ortholog_one2one,ENSAPLG00000005652,TMEM69,ortholog_one2one,ENSACCG00020008697,TMEM69,ortholog_one2one,ENSCJPG00005010025,TMEM69,ortholog_one2one,ENSFALG00000009547,TMEM69,ortholog_one2one,TMEM69
ENSGALG00010026344,ENSMGAG00000015788,TIMM10,ortholog_one2one,,,,,,,ENSCJPG00005017603,TIMM10,ortholog_one2one,ENSFALG00000011188,TIMM10,ortholog_one2one,TIMM10
ENSGALG00010026403,ENSMGAG00000007914,,ortholog_one2one,ENSAPLG00000008741,GUCD1,ortholog_one2one,ENSACCG00020005224,GUCD1,ortholog_one2one,ENSCJPG00005009515,GUCD1,ortholog_one2one,ENSFALG00000007310,GUCD1,ortholog_one2one,GUCD1
ENSGALG00010026537,,,,ENSAPLG00000019807,FJX1,ortholog_one2one,ENSACCG00020004943,FJX1,ortholog_one2one,ENSCJPG00005015411,FJX1,ortholog_one2one,,,,FJX1
ENSGALG00010026539,,,,,,,ENSACCG00020003602,,ortholog_one2one,,,,,,,
ENSGALG00010026550,ENSMGAG00000003567,MYD88,ortholog_one2one,ENSAPLG00000026818,MYD88,ortholog_one2one,ENSACCG00020003581,MYD88,ortholog_one2one,ENSCJPG00005010949,MYD88,ortholog_one2one,ENSFALG00000027821,MYD88,ortholog_one2one,MYD88
ENSGALG00010026884,ENSMGAG00000018032,,ortholog_one2one,,,,ENSACCG00020010350,,ortholog_one2one,ENSCJPG00005018476,,ortholog_one2one,ENSFALG00000015650,,ortholog_one2one,gga-mir-210a
ENSGALG00010026916,,,,ENSAPLG00000020154,,ortholog_one2one,ENSACCG00020010621,,ortholog_one2one,ENSCJPG00005010488,,ortholog_one2one,,,,
ENSGALG00010027096,ENSMGAG00000011322,YIPF1,ortholog_one2one,,,,ENSACCG00020014296,YIPF1,ortholog_one2one,ENSCJPG00005012272,YIPF1,ortholog_one2one,ENSFALG00000011982,YIPF1,ortholog_one2one,YIPF1
ENSGALG00010027238,,,,,,,,,,ENSCJPG00005008015,,ortholog_one2one,,,,
ENSGALG00010027320,ENSMGAG00000002687,,ortholog_one2one,ENSAPLG00000003867,MON1A,ortholog_one2one,ENSACCG00020010977,MON1A,ortholog_one2one,ENSCJPG00005010541,MON1A,ortholog_one2one,ENSFALG00000008970,MON1A,ortholog_one2one,MON1A
ENSGALG00010027460,ENSMGAG00000003395,WDR82,ortholog_one2one,ENSAPLG00000010146,WDR82,ortholog_one2one,ENSACCG00020011225,WDR82,ortholog_one2one,ENSCJPG00005010746,WDR82,ortholog_one2one,ENSFALG00000008902,WDR82,ortholog_one2one,WDR82
ENSGALG00010027522,ENSMGAG00000003359,PSMD5,ortholog_one2one,ENSAPLG00000009203,PSMD5,ortholog_one2one,ENSACCG00020011929,PSMD5,ortholog_one2one,ENSCJPG00005008960,PSMD5,ortholog_one2one,ENSFALG00000001795,PSMD5,ortholog_one2one,PSMD5
ENSGALG00010027525,ENSMGAG00000003382,,ortholog_one2one,ENSAPLG00000009016,,ortholog_one2one,ENSACCG00020011954,,ortholog_one2one,ENSCJPG00005008961,,ortholog_one2one,ENSFALG00000001798,,ortholog_one2one,CUTA
ENSGALG00010027628,,,,ENSAPLG00000017643,PIERCE1,ortholog_one2one,ENSACCG00020010729,PIERCE1,ortholog_one2one,ENSCJPG00005008133,PIERCE1,ortholog_one2one,,,,C9orf116
ENSGALG00010027634,ENSMGAG00000018097,,ortholog_one2one,ENSAPLG00000022262,OASL,ortholog_one2one,ENSACCG00020013146,OASL,ortholog_one2one,ENSCJPG00005012237,OASL,ortholog_one2one,ENSFALG00000008796,,ortholog_one2one,OASL
ENSGALG00010027638,ENSMGAG00000007390,MRPS2,ortholog_one2one,ENSAPLG00000004062,MRPS2,ortholog_one2one,ENSACCG00020010762,MRPS2,ortholog_one2one,ENSCJPG00005008132,MRPS2,ortholog_one2one,ENSFALG00000001692,MRPS2,ortholog_one2one,MRPS2
ENSGALG00010027672,ENSMGAG00000007684,CNTRL,ortholog_one2one,ENSAPLG00000004711,CNTRL,ortholog_one2one,ENSACCG00020013347,CNTRL,ortholog_one2one,ENSCJPG00005009392,CNTRL,ortholog_one2one,ENSFALG00000001813,CNTRL,ortholog_one2one,CNTRL
ENSGALG00010027678,ENSMGAG00000003045,,ortholog_one2one,,,,,,,ENSCJPG00005010648,,ortholog_one2one,,,,
ENSGALG00010027678,ENSMGAG00000003045,,ortholog_one2one,,,,,,,ENSCJPG00005010648,,ortholog_one2one,,,,
ENSGALG00010027678,ENSMGAG00000003045,,ortholog_one2one,,,,,,,ENSCJPG00005010648,,ortholog_one2one,,,,
ENSGALG00010027678,ENSMGAG00000003045,,ortholog_one2one,,,,,,,ENSCJPG00005010648,,ortholog_one2one,,,,
ENSGALG00010027752,ENSMGAG00000008380,SCAI,ortholog_one2one,ENSAPLG00000003982,SCAI,ortholog_one2one,ENSACCG00020015805,SCAI,ortholog_one2one,ENSCJPG00005010894,SCAI,ortholog_one2one,ENSFALG00000002169,SCAI,ortholog_one2one,SCAI
