Gene stable ID,Domestic yak gene stable ID,Domestic yak gene name,Domestic yak homology type,Goat gene stable ID,Goat gene name,Goat homology type,Sheep gene stable ID,Sheep gene name,Sheep homology type,Yarkand deer gene stable ID,Yarkand deer gene name,Yarkand deer homology type,Gene name
ENSBTAG00000011340,ENSBGRG00000021044,NSL1,ortholog_one2one,ENSCHIG00000015806,NSL1,ortholog_one2one,ENSOARG00020020998,NSL1,ortholog_one2one,ENSCHYG00000014242,NSL1,ortholog_one2one,NSL1
ENSBTAG00000011389,ENSBGRG00000014305,TMEM104,ortholog_one2one,ENSCHIG00000015871,TMEM104,ortholog_one2one,ENSOARG00020003723,TMEM104,ortholog_one2one,ENSCHYG00000003299,TMEM104,ortholog_one2one,TMEM104
ENSBTAG00000011399,ENSBGRG00000005752,YARS2,ortholog_one2one,ENSCHIG00000002520,YARS2,ortholog_one2one,,,,ENSCHYG00000014029,YARS2,ortholog_one2one,YARS2
ENSBTAG00000011409,ENSBGRG00000006228,CD72,ortholog_one2one,ENSCHIG00000026462,CD72,ortholog_one2one,ENSOARG00020005881,CD72,ortholog_one2one,ENSCHYG00000017324,CD72,ortholog_one2one,CD72
ENSBTAG00000011413,ENSBGRG00000006024,,ortholog_one2one,ENSCHIG00000015321,CCDC107,ortholog_one2one,ENSOARG00020005785,CCDC107,ortholog_one2one,ENSCHYG00000017525,CCDC107,ortholog_one2one,CCDC107
ENSBTAG00000011431,ENSBGRG00000003802,GBA2,ortholog_one2one,ENSCHIG00000025213,GBA2,ortholog_one2one,ENSOARG00020005237,GBA2,ortholog_one2one,ENSCHYG00000020190,GBA2,ortholog_one2one,GBA2
ENSBTAG00000011433,ENSBGRG00000003726,RGP1,ortholog_one2one,ENSCHIG00000020979,RGP1,ortholog_one2one,ENSOARG00020005181,RGP1,ortholog_one2one,ENSCHYG00000020238,RGP1,ortholog_one2one,RGP1
ENSBTAG00000011451,ENSBGRG00000007149,CCDC175,ortholog_one2one,ENSCHIG00000022114,CCDC175,ortholog_one2one,ENSOARG00020009081,CCDC175,ortholog_one2one,ENSCHYG00000008268,CCDC175,ortholog_one2one,RTN1
ENSBTAG00000011466,ENSBGRG00000008539,NAXD,ortholog_one2one,ENSCHIG00000025734,NAXD,ortholog_one2one,ENSOARG00020004473,NAXD,ortholog_one2one,ENSCHYG00000026640,NAXD,ortholog_one2one,NAXD
ENSBTAG00000011507,ENSBGRG00000010807,NUP88,ortholog_one2one,ENSCHIG00000023339,,ortholog_one2one,ENSOARG00020009973,NUP88,ortholog_one2one,ENSCHYG00000011165,NUP88,ortholog_one2one,NUP88
ENSBTAG00000011517,ENSBGRG00000022313,CCDC106,ortholog_one2one,ENSCHIG00000011786,CCDC106,ortholog_one2one,ENSOARG00020003989,CCDC106,ortholog_one2one,ENSCHYG00000007626,CCDC106,ortholog_one2one,CCDC106
ENSBTAG00000011556,ENSBGRG00000025954,MED22,ortholog_one2one,ENSCHIG00000025808,MED22,ortholog_one2one,ENSOARG00020002441,MED22,ortholog_one2one,ENSCHYG00000009429,MED22,ortholog_one2one,MED22
ENSBTAG00000011591,ENSBGRG00000010440,KRR1,ortholog_one2one,ENSCHIG00000018496,KRR1,ortholog_one2one,ENSOARG00020002893,KRR1,ortholog_one2one,ENSCHYG00000008210,KRR1,ortholog_one2one,KRR1
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011608,ENSBGRG00000012351,,ortholog_one2one,,,,ENSOARG00020019972,KIAA1191,ortholog_one2one,,,,KIAA1191
ENSBTAG00000011717,ENSBGRG00000020921,SAP30BP,ortholog_one2one,ENSCHIG00000021087,SAP30BP,ortholog_one2one,ENSOARG00020009689,SAP30BP,ortholog_one2one,ENSCHYG00000000899,SAP30BP,ortholog_one2one,SAP30BP
ENSBTAG00000011732,ENSBGRG00000024403,PGAP3,ortholog_one2one,ENSCHIG00000013262,PGAP3,ortholog_one2one,ENSOARG00020013689,PGAP3,ortholog_one2one,ENSCHYG00000002480,PGAP3,ortholog_one2one,PGAP3
ENSBTAG00000011814,ENSBGRG00000013099,CENPP,ortholog_one2one,ENSCHIG00000014248,,ortholog_one2one,ENSOARG00020001265,CENPP,ortholog_one2one,ENSCHYG00000007599,CENPP,ortholog_one2one,CENPP
ENSBTAG00000011815,ENSBGRG00000010625,SMG9,ortholog_one2one,ENSCHIG00000022222,SMG9,ortholog_one2one,ENSOARG00020003705,SMG9,ortholog_one2one,ENSCHYG00000001847,SMG9,ortholog_one2one,SMG9
ENSBTAG00000011822,ENSBGRG00000004598,ARMH1,ortholog_one2one,ENSCHIG00000021996,ARMH1,ortholog_one2one,ENSOARG00020002881,ARMH1,ortholog_one2one,ENSCHYG00000018932,ARMH1,ortholog_one2one,ARMH1
ENSBTAG00000011834,ENSBGRG00000009483,CCDC47,ortholog_one2one,ENSCHIG00000021368,CCDC47,ortholog_one2one,,,,ENSCHYG00000011436,CCDC47,ortholog_one2one,CCDC47
ENSBTAG00000011834,ENSBGRG00000009483,CCDC47,ortholog_one2one,ENSCHIG00000021368,CCDC47,ortholog_one2one,,,,ENSCHYG00000011436,CCDC47,ortholog_one2one,CCDC47
ENSBTAG00000011889,ENSBGRG00000006685,NOC4L,ortholog_one2one,ENSCHIG00000007775,NOC4L,ortholog_one2one,ENSOARG00020022819,NOC4L,ortholog_one2one,ENSCHYG00000004225,NOC4L,ortholog_one2one,NOC4L
ENSBTAG00000011902,ENSBGRG00000015277,,ortholog_one2one,ENSCHIG00000013229,,ortholog_one2one,ENSOARG00020012950,,ortholog_one2one,ENSCHYG00000014876,,ortholog_one2one,WASHC1
ENSBTAG00000011937,ENSBGRG00000017024,RITA1,ortholog_one2one,ENSCHIG00000010968,RITA1,ortholog_one2one,ENSOARG00020016329,RITA1,ortholog_one2one,ENSCHYG00000000330,RITA1,ortholog_one2one,RITA1
ENSBTAG00000011950,ENSBGRG00000003889,EMC1,ortholog_one2one,ENSCHIG00000026161,EMC1,ortholog_one2one,ENSOARG00020007774,EMC1,ortholog_one2one,ENSCHYG00000003769,EMC1,ortholog_one2one,EMC1
ENSBTAG00000011951,ENSBGRG00000004243,MRTO4,ortholog_one2one,ENSCHIG00000014751,,ortholog_one2one,ENSOARG00020007719,MRTO4,ortholog_one2one,ENSCHYG00000004076,MRTO4,ortholog_one2one,MRTO4
ENSBTAG00000012073,,,,ENSCHIG00000012490,VOPP1,ortholog_one2one,ENSOARG00020029641,VOPP1,ortholog_one2one,ENSCHYG00000027120,VOPP1,ortholog_one2one,VOPP1
ENSBTAG00000012156,ENSBGRG00000008219,NAIF1,ortholog_one2one,ENSCHIG00000013390,NAIF1,ortholog_one2one,ENSOARG00020015076,NAIF1,ortholog_one2one,ENSCHYG00000019806,NAIF1,ortholog_one2one,NAIF1
ENSBTAG00000012177,ENSBGRG00000021083,SNRPD2,ortholog_one2one,ENSCHIG00000016476,,ortholog_one2one,ENSOARG00020011522,SNRPD2,ortholog_one2one,ENSCHYG00000011477,SNRPD2,ortholog_one2one,SNRPD2
ENSBTAG00000012232,ENSBGRG00000011564,CYC1,ortholog_one2one,ENSCHIG00000017517,CYC1,ortholog_one2one,ENSOARG00020005398,CYC1,ortholog_one2one,ENSCHYG00000011558,CYC1,ortholog_one2one,CYC1
ENSBTAG00000012241,ENSBGRG00000011507,POLD2,ortholog_one2one,ENSCHIG00000009706,POLD2,ortholog_one2one,ENSOARG00020008736,POLD2,ortholog_one2one,ENSCHYG00000019805,POLD2,ortholog_one2one,POLD2
ENSBTAG00000012267,ENSBGRG00000013113,ZFC3H1,ortholog_one2one,ENSCHIG00000020097,ZFC3H1,ortholog_one2one,ENSOARG00020002238,ZFC3H1,ortholog_one2one,ENSCHYG00000006953,ZFC3H1,ortholog_one2one,ZFC3H1
ENSBTAG00000012275,ENSBGRG00000023048,ENDOU,ortholog_one2one,,,,ENSOARG00020002938,ENDOU,ortholog_one2one,ENSCHYG00000010435,ENDOU,ortholog_one2one,ENDOU
ENSBTAG00000012275,ENSBGRG00000023048,ENDOU,ortholog_one2one,,,,ENSOARG00020002938,ENDOU,ortholog_one2one,ENSCHYG00000010435,ENDOU,ortholog_one2one,ENDOU
ENSBTAG00000012277,ENSBGRG00000015673,SRRD,ortholog_one2one,ENSCHIG00000018494,SRRD,ortholog_one2one,ENSOARG00020006297,SRRD,ortholog_one2one,,,,SRRD
ENSBTAG00000012334,ENSBGRG00000022275,FLACC1,ortholog_one2one,ENSCHIG00000022026,FLACC1,ortholog_one2one,ENSOARG00020017518,FLACC1,ortholog_one2one,ENSCHYG00000004659,FLACC1,ortholog_one2one,FLACC1
ENSBTAG00000012357,,,,ENSCHIG00000022299,,ortholog_one2one,ENSOARG00020023325,VPS13B,ortholog_one2one,ENSCHYG00000021656,VPS13B,ortholog_one2one,VPS13B
ENSBTAG00000012357,,,,ENSCHIG00000022299,,ortholog_one2one,ENSOARG00020023325,VPS13B,ortholog_one2one,ENSCHYG00000021656,VPS13B,ortholog_one2one,VPS13B
ENSBTAG00000012372,ENSBGRG00000004656,TMEM53,ortholog_one2one,ENSCHIG00000017959,TMEM53,ortholog_one2one,ENSOARG00020002864,TMEM53,ortholog_one2one,ENSCHYG00000019047,TMEM53,ortholog_one2one,TMEM53
ENSBTAG00000012398,ENSBGRG00000003718,APOC3,ortholog_one2one,ENSCHIG00000014534,APOC3,ortholog_one2one,ENSOARG00020024786,APOC3,ortholog_one2one,,,,APOC3
ENSBTAG00000012419,ENSBGRG00000005689,BCL2L15,ortholog_one2one,ENSCHIG00000012371,BCL2L15,ortholog_one2one,ENSOARG00020020041,BCL2L15,ortholog_one2one,ENSCHYG00000019696,BCL2L15,ortholog_one2one,BCL2L15
ENSBTAG00000012470,ENSBGRG00000006407,,ortholog_one2one,ENSCHIG00000018720,SNAPIN,ortholog_one2one,ENSOARG00020000961,SNAPIN,ortholog_one2one,ENSCHYG00000017470,SNAPIN,ortholog_one2one,SNAPIN
ENSBTAG00000012501,ENSBGRG00000024270,FTO,ortholog_one2one,ENSCHIG00000009126,FTO,ortholog_one2one,ENSOARG00020008419,FTO,ortholog_one2one,ENSCHYG00000006304,FTO,ortholog_one2one,FTO
ENSBTAG00000012560,ENSBGRG00000009528,SFTPC,ortholog_one2one,ENSCHIG00000018635,SFTPC,ortholog_one2one,ENSOARG00020021857,SFTPC,ortholog_one2one,ENSCHYG00000022183,SFTPC,ortholog_one2one,SFTPC
ENSBTAG00000012577,ENSBGRG00000018583,UVSSA,ortholog_one2one,ENSCHIG00000019552,UVSSA,ortholog_one2one,ENSOARG00020009863,UVSSA,ortholog_one2one,ENSCHYG00000026183,UVSSA,ortholog_one2one,UVSSA
ENSBTAG00000012595,ENSBGRG00000004680,,ortholog_one2one,ENSCHIG00000012463,RIDA,ortholog_one2one,,,,,,,RIDA
ENSBTAG00000012595,ENSBGRG00000004680,,ortholog_one2one,ENSCHIG00000012463,RIDA,ortholog_one2one,,,,,,,RIDA
ENSBTAG00000012595,ENSBGRG00000004680,,ortholog_one2one,ENSCHIG00000012463,RIDA,ortholog_one2one,,,,,,,RIDA
ENSBTAG00000012595,ENSBGRG00000004680,,ortholog_one2one,ENSCHIG00000012463,RIDA,ortholog_one2one,,,,,,,RIDA
ENSBTAG00000012595,ENSBGRG00000004680,,ortholog_one2one,ENSCHIG00000012463,RIDA,ortholog_one2one,,,,,,,RIDA
ENSBTAG00000012595,ENSBGRG00000004680,,ortholog_one2one,ENSCHIG00000012463,RIDA,ortholog_one2one,,,,,,,RIDA
ENSBTAG00000012607,ENSBGRG00000004597,NCAPH2,ortholog_one2one,ENSCHIG00000009831,NCAPH2,ortholog_one2one,ENSOARG00020009015,NCAPH2,ortholog_one2one,ENSCHYG00000025580,NCAPH2,ortholog_one2one,NCAPH2
ENSBTAG00000012634,ENSBGRG00000001125,NDUFB7,ortholog_one2one,ENSCHIG00000013480,NDUFB7,ortholog_one2one,ENSOARG00020000517,NDUFB7,ortholog_one2one,ENSCHYG00000006236,NDUFB7,ortholog_one2one,NDUFB7
ENSBTAG00000012642,ENSBGRG00000026883,TRADD,ortholog_one2one,ENSCHIG00000024921,TRADD,ortholog_one2one,ENSOARG00020018788,TRADD,ortholog_one2one,ENSCHYG00000023549,TRADD,ortholog_one2one,TRADD
ENSBTAG00000012658,ENSBGRG00000005375,TMA16,ortholog_one2one,ENSCHIG00000014354,TMA16,ortholog_one2one,ENSOARG00020021969,TMA16,ortholog_one2one,ENSCHYG00000015932,TMA16,ortholog_one2one,TMA16
ENSBTAG00000012672,ENSBGRG00000017493,ZNHIT3,ortholog_one2one,ENSCHIG00000020151,,ortholog_one2one,ENSOARG00020024765,ZNHIT3,ortholog_one2one,ENSCHYG00000001790,ZNHIT3,ortholog_one2one,ZNHIT3
ENSBTAG00000012735,ENSBGRG00000005935,CFAP157,ortholog_one2one,ENSCHIG00000017051,CFAP157,ortholog_one2one,ENSOARG00020017416,CFAP157,ortholog_one2one,ENSCHYG00000017530,CFAP157,ortholog_one2one,CFAP157
ENSBTAG00000012736,ENSBGRG00000006004,PTRH1,ortholog_one2one,ENSCHIG00000008188,PTRH1,ortholog_one2one,ENSOARG00020017325,PTRH1,ortholog_one2one,ENSCHYG00000017616,PTRH1,ortholog_one2one,PTRH1
ENSBTAG00000012739,ENSBGRG00000011114,C1QBP,ortholog_one2one,ENSCHIG00000027244,C1QBP,ortholog_one2one,ENSOARG00020010423,C1QBP,ortholog_one2one,ENSCHYG00000010760,C1QBP,ortholog_one2one,C1QBP
ENSBTAG00000012741,ENSBGRG00000016245,CCPG1,ortholog_one2one,ENSCHIG00000024802,CCPG1,ortholog_one2one,ENSOARG00020024398,CCPG1,ortholog_one2one,ENSCHYG00000021635,CCPG1,ortholog_one2one,CCPG1
ENSBTAG00000012744,ENSBGRG00000014403,UBE2M,ortholog_one2one,ENSCHIG00000016649,UBE2M,ortholog_one2one,ENSOARG00020011272,UBE2M,ortholog_one2one,ENSCHYG00000005669,,ortholog_one2one,UBE2M
ENSBTAG00000012768,ENSBGRG00000020613,HMGXB3,ortholog_one2one,ENSCHIG00000011628,HMGXB3,ortholog_one2one,ENSOARG00020011388,HMGXB3,ortholog_one2one,ENSCHYG00000004053,HMGXB3,ortholog_one2one,HMGXB3
ENSBTAG00000012790,,,,ENSCHIG00000010983,,ortholog_one2one,,,,ENSCHYG00000002940,,ortholog_one2one,TRIAP1
ENSBTAG00000012791,ENSBGRG00000026344,GATC,ortholog_one2one,ENSCHIG00000019423,GATC,ortholog_one2one,ENSOARG00020022134,GATC,ortholog_one2one,,,,GATC
ENSBTAG00000012936,ENSBGRG00000014825,THYN1,ortholog_one2one,ENSCHIG00000014867,THYN1,ortholog_one2one,ENSOARG00020012530,THYN1,ortholog_one2one,ENSCHYG00000018286,THYN1,ortholog_one2one,THYN1
ENSBTAG00000012985,ENSBGRG00000018254,FCSK,ortholog_one2one,ENSCHIG00000011265,FCSK,ortholog_one2one,ENSOARG00020016321,FCSK,ortholog_one2one,ENSCHYG00000009116,FCSK,ortholog_one2one,FCSK
ENSBTAG00000013032,,,,ENSCHIG00000023441,CCNDBP1,ortholog_one2one,ENSOARG00020019380,CCNDBP1,ortholog_one2one,ENSCHYG00000019864,CCNDBP1,ortholog_one2one,CCNDBP1
ENSBTAG00000013042,ENSBGRG00000005408,EXOC5,ortholog_one2one,ENSCHIG00000021413,EXOC5,ortholog_one2one,ENSOARG00020019509,EXOC5,ortholog_one2one,ENSCHYG00000006373,EXOC5,ortholog_one2one,EXOC5
ENSBTAG00000013043,ENSBGRG00000005692,AP5M1,ortholog_one2one,ENSCHIG00000017238,AP5M1,ortholog_one2one,ENSOARG00020020008,AP5M1,ortholog_one2one,ENSCHYG00000006463,AP5M1,ortholog_one2one,AP5M1
ENSBTAG00000013063,ENSBGRG00000013746,ITGB1BP1,ortholog_one2one,ENSCHIG00000020028,,ortholog_one2one,ENSOARG00020008178,ITGB1BP1,ortholog_one2one,,,,ITGB1BP1
ENSBTAG00000013063,ENSBGRG00000013746,ITGB1BP1,ortholog_one2one,ENSCHIG00000020028,,ortholog_one2one,ENSOARG00020008178,ITGB1BP1,ortholog_one2one,,,,ITGB1BP1
ENSBTAG00000013069,ENSBGRG00000004390,IQCB1,ortholog_one2one,ENSCHIG00000020033,IQCB1,ortholog_one2one,ENSOARG00020004195,IQCB1,ortholog_one2one,ENSCHYG00000007370,IQCB1,ortholog_one2one,IQCB1
ENSBTAG00000013126,ENSBGRG00000020557,,ortholog_one2one,ENSCHIG00000003188,EMG1,ortholog_one2one,ENSOARG00020022522,EMG1,ortholog_one2one,ENSCHYG00000022863,EMG1,ortholog_one2one,EMG1
ENSBTAG00000013168,ENSBGRG00000007219,RPA3,ortholog_one2one,,,,ENSOARG00020004353,,ortholog_one2one,ENSCHYG00000005704,RPA3,ortholog_one2one,RPA3
ENSBTAG00000013168,ENSBGRG00000007219,RPA3,ortholog_one2one,,,,ENSOARG00020004353,,ortholog_one2one,ENSCHYG00000005704,RPA3,ortholog_one2one,RPA3
ENSBTAG00000013192,ENSBGRG00000018942,CEP19,ortholog_one2one,ENSCHIG00000023528,CEP19,ortholog_one2one,ENSOARG00020027166,CEP19,ortholog_one2one,ENSCHYG00000005308,CEP19,ortholog_one2one,CEP19
ENSBTAG00000013224,ENSBGRG00000006257,RMND1,ortholog_one2one,ENSCHIG00000013571,RMND1,ortholog_one2one,ENSOARG00020021897,RMND1,ortholog_one2one,ENSCHYG00000025421,RMND1,ortholog_one2one,RMND1
ENSBTAG00000013236,ENSBGRG00000012093,,ortholog_one2one,ENSCHIG00000024111,MED1,ortholog_one2one,ENSOARG00020015170,MED1,ortholog_one2one,ENSCHYG00000002210,MED1,ortholog_one2one,MED1
ENSBTAG00000013250,ENSBGRG00000017992,PCSK1N,ortholog_one2one,ENSCHIG00000016734,PCSK1N,ortholog_one2one,ENSOARG00020019460,PCSK1N,ortholog_one2one,ENSCHYG00000010927,PCSK1N,ortholog_one2one,PCSK1N
ENSBTAG00000013253,ENSBGRG00000001809,THAP4,ortholog_one2one,ENSCHIG00000020478,THAP4,ortholog_one2one,ENSOARG00020000069,THAP4,ortholog_one2one,ENSCHYG00000005901,THAP4,ortholog_one2one,THAP4
ENSBTAG00000013273,ENSBGRG00000012134,PIGL,ortholog_one2one,ENSCHIG00000011168,PIGL,ortholog_one2one,ENSOARG00020011100,PIGL,ortholog_one2one,ENSCHYG00000015798,,ortholog_one2one,PIGL
ENSBTAG00000013277,ENSBGRG00000025162,CCDC22,ortholog_one2one,ENSCHIG00000005594,CCDC22,ortholog_one2one,ENSOARG00020014199,CCDC22,ortholog_one2one,ENSCHYG00000018761,CCDC22,ortholog_one2one,CCDC22
ENSBTAG00000013283,ENSBGRG00000018108,PRR19,ortholog_one2one,ENSCHIG00000022284,PRR19,ortholog_one2one,ENSOARG00020020341,PRR19,ortholog_one2one,ENSCHYG00000000321,PRR19,ortholog_one2one,PRR19
ENSBTAG00000013291,ENSBGRG00000001271,ARMC6,ortholog_one2one,ENSCHIG00000022745,ARMC6,ortholog_one2one,ENSOARG00020020947,ARMC6,ortholog_one2one,ENSCHYG00000014214,ARMC6,ortholog_one2one,ARMC6
ENSBTAG00000013326,ENSBGRG00000006958,,ortholog_one2one,,,,,,,ENSCHYG00000001160,ANAPC10,ortholog_one2one,ANAPC10
ENSBTAG00000013326,ENSBGRG00000006958,,ortholog_one2one,,,,,,,ENSCHYG00000001160,ANAPC10,ortholog_one2one,ANAPC10
ENSBTAG00000013326,ENSBGRG00000006958,,ortholog_one2one,,,,,,,ENSCHYG00000001160,ANAPC10,ortholog_one2one,ANAPC10
ENSBTAG00000013326,ENSBGRG00000006958,,ortholog_one2one,,,,,,,ENSCHYG00000001160,ANAPC10,ortholog_one2one,ANAPC10
ENSBTAG00000013413,ENSBGRG00000020803,CCDC51,ortholog_one2one,ENSCHIG00000005377,CCDC51,ortholog_one2one,ENSOARG00020024212,CCDC51,ortholog_one2one,ENSCHYG00000026375,CCDC51,ortholog_one2one,CCDC51
ENSBTAG00000013538,ENSBGRG00000012564,PEX14,ortholog_one2one,ENSCHIG00000022553,PEX14,ortholog_one2one,ENSOARG00020015026,PEX14,ortholog_one2one,ENSCHYG00000024871,PEX14,ortholog_one2one,PEX14
ENSBTAG00000013812,ENSBGRG00000004224,RO60,ortholog_one2one,ENSCHIG00000018260,RO60,ortholog_one2one,ENSOARG00020018872,RO60,ortholog_one2one,ENSCHYG00000008494,RO60,ortholog_one2one,RO60
ENSBTAG00000013910,ENSBGRG00000015249,,ortholog_one2one,ENSCHIG00000008824,,ortholog_one2one,ENSOARG00020003936,,ortholog_one2one,ENSCHYG00000015898,,ortholog_one2one,POLR3GL
ENSBTAG00000013914,ENSBGRG00000014535,GATB,ortholog_one2one,ENSCHIG00000020111,GATB,ortholog_one2one,ENSOARG00020020844,GATB,ortholog_one2one,ENSCHYG00000003235,GATB,ortholog_one2one,GATB
ENSBTAG00000013925,ENSBGRG00000015012,KIN,ortholog_one2one,ENSCHIG00000012913,KIN,ortholog_one2one,ENSOARG00020004659,KIN,ortholog_one2one,ENSCHYG00000021683,KIN,ortholog_one2one,KIN
ENSBTAG00000013927,ENSBGRG00000004892,GSTCD,ortholog_one2one,ENSCHIG00000018039,GSTCD,ortholog_one2one,ENSOARG00020025853,GSTCD,ortholog_one2one,ENSCHYG00000026120,,ortholog_one2one,GSTCD
ENSBTAG00000013930,,,,ENSCHIG00000018328,ATP5F1C,ortholog_one2one,ENSOARG00020004769,ATP5F1C,ortholog_one2one,ENSCHYG00000021762,ATP5F1C,ortholog_one2one,ATP5F1C
ENSBTAG00000013946,ENSBGRG00000000360,PRPF3,ortholog_one2one,ENSCHIG00000015434,PRPF3,ortholog_one2one,ENSOARG00020007961,PRPF3,ortholog_one2one,ENSCHYG00000012362,PRPF3,ortholog_one2one,PRPF3
ENSBTAG00000013955,ENSBGRG00000024227,TRAPPC9,ortholog_one2one,ENSCHIG00000012324,TRAPPC9,ortholog_one2one,ENSOARG00020005244,TRAPPC9,ortholog_one2one,ENSCHYG00000019843,TRAPPC9,ortholog_one2one,TRAPPC9
ENSBTAG00000013956,ENSBGRG00000000778,,ortholog_one2one,ENSCHIG00000014385,BCL2L13,ortholog_one2one,ENSOARG00020025755,,ortholog_one2one,ENSCHYG00000027195,,ortholog_one2one,BCL2L13
ENSBTAG00000013983,ENSBGRG00000008922,ZC2HC1C,ortholog_one2one,ENSCHIG00000025982,ZC2HC1C,ortholog_one2one,ENSOARG00020017806,ZC2HC1C,ortholog_one2one,ENSCHYG00000006886,ZC2HC1C,ortholog_one2one,ZC2HC1C
ENSBTAG00000014024,ENSBGRG00000006553,POMP,ortholog_one2one,ENSCHIG00000011849,,ortholog_one2one,ENSOARG00020010005,POMP,ortholog_one2one,,,,POMP
ENSBTAG00000014024,ENSBGRG00000006553,POMP,ortholog_one2one,ENSCHIG00000011849,,ortholog_one2one,ENSOARG00020010005,POMP,ortholog_one2one,,,,POMP
ENSBTAG00000014024,ENSBGRG00000006553,POMP,ortholog_one2one,ENSCHIG00000011849,,ortholog_one2one,ENSOARG00020010005,POMP,ortholog_one2one,,,,POMP
ENSBTAG00000014024,ENSBGRG00000006553,POMP,ortholog_one2one,ENSCHIG00000011849,,ortholog_one2one,ENSOARG00020010005,POMP,ortholog_one2one,,,,POMP
ENSBTAG00000014044,ENSBGRG00000000945,VEZT,ortholog_one2one,ENSCHIG00000023527,VEZT,ortholog_one2one,ENSOARG00020014442,VEZT,ortholog_one2one,ENSCHYG00000001339,VEZT,ortholog_one2one,VEZT
ENSBTAG00000014156,ENSBGRG00000004518,AMN1,ortholog_one2one,ENSCHIG00000016666,AMN1,ortholog_one2one,ENSOARG00020001651,AMN1,ortholog_one2one,ENSCHYG00000005389,AMN1,ortholog_one2one,AMN1
ENSBTAG00000014325,ENSBGRG00000006278,AIRIM,ortholog_one2one,ENSCHIG00000011969,AIRIM,ortholog_one2one,ENSOARG00020016199,AIRIM,ortholog_one2one,ENSCHYG00000026846,AIRIM,ortholog_one2one,AIRIM
ENSBTAG00000014326,ENSBGRG00000006243,CDCA8,ortholog_one2one,ENSCHIG00000026742,CDCA8,ortholog_one2one,ENSOARG00020016248,CDCA8,ortholog_one2one,ENSCHYG00000026822,CDCA8,ortholog_one2one,CDCA8
ENSBTAG00000014359,ENSBGRG00000009399,DRAXIN,ortholog_one2one,ENSCHIG00000022253,DRAXIN,ortholog_one2one,ENSOARG00020013077,DRAXIN,ortholog_one2one,ENSCHYG00000023992,DRAXIN,ortholog_one2one,DRAXIN
ENSBTAG00000014388,ENSBGRG00000011926,EIF3I,ortholog_one2one,ENSCHIG00000021616,EIF3I,ortholog_one2one,,,,ENSCHYG00000013500,EIF3I,ortholog_one2one,EIF3I
ENSBTAG00000014430,ENSBGRG00000005646,CDC26,ortholog_one2one,ENSCHIG00000013147,CDC26,ortholog_one2one,,,,ENSCHYG00000012722,CDC26,ortholog_one2one,CDC26
ENSBTAG00000014430,ENSBGRG00000005646,CDC26,ortholog_one2one,ENSCHIG00000013147,CDC26,ortholog_one2one,,,,ENSCHYG00000012722,CDC26,ortholog_one2one,CDC26
ENSBTAG00000014450,ENSBGRG00000024116,NOSIP,ortholog_one2one,ENSCHIG00000024881,NOSIP,ortholog_one2one,ENSOARG00020009405,NOSIP,ortholog_one2one,ENSCHYG00000002580,NOSIP,ortholog_one2one,NOSIP
ENSBTAG00000014520,ENSBGRG00000003188,LIAS,ortholog_one2one,ENSCHIG00000014912,LIAS,ortholog_one2one,ENSOARG00020023685,LIAS,ortholog_one2one,,,,LIAS
ENSBTAG00000014520,ENSBGRG00000003188,LIAS,ortholog_one2one,ENSCHIG00000014912,LIAS,ortholog_one2one,ENSOARG00020023685,LIAS,ortholog_one2one,,,,LIAS
ENSBTAG00000014522,ENSBGRG00000003070,SMIM14,ortholog_one2one,ENSCHIG00000025451,SMIM14,ortholog_one2one,ENSOARG00020023943,SMIM14,ortholog_one2one,,,,SMIM14
ENSBTAG00000014646,ENSBGRG00000013136,,ortholog_one2one,ENSCHIG00000022833,,ortholog_one2one,ENSOARG00020004493,MZT2B,ortholog_one2one,ENSCHYG00000014833,,ortholog_one2one,MZT2B
ENSBTAG00000014660,ENSBGRG00000018865,WDR53,ortholog_one2one,ENSCHIG00000009644,WDR53,ortholog_one2one,ENSOARG00020002176,WDR53,ortholog_one2one,ENSCHYG00000005214,WDR53,ortholog_one2one,WDR53
ENSBTAG00000014675,,,,ENSCHIG00000017118,PTCD2,ortholog_one2one,ENSOARG00020023141,PTCD2,ortholog_one2one,,,,PTCD2
ENSBTAG00000014675,,,,ENSCHIG00000017118,PTCD2,ortholog_one2one,ENSOARG00020023141,PTCD2,ortholog_one2one,,,,PTCD2
