Gene stable ID,Vervet-AGM gene stable ID,Vervet-AGM gene name,Vervet-AGM homology type,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Gorilla gene stable ID,Gorilla gene name,Gorilla homology type,Chimpanzee gene stable ID,Chimpanzee gene name,Chimpanzee homology type,Sumatran orangutan gene stable ID,Sumatran orangutan gene name,Sumatran orangutan homology type,Gene name
ENSG00000179921,ENSCSAG00000018778,GPBAR1,ortholog_one2one,,,,ENSGGOG00000026208,GPBAR1,ortholog_one2one,ENSPTRG00000038735,GPBAR1,ortholog_one2one,ENSPPYG00000013165,GPBAR1,ortholog_one2one,GPBAR1
ENSG00000179933,,,,,,,ENSGGOG00000007416,,ortholog_one2one,ENSPTRG00000045548,,ortholog_one2one,,,,C14orf119
ENSG00000179988,ENSCSAG00000004563,PSTK,ortholog_one2one,ENSMFAG00000036565,PSTK,ortholog_one2one,ENSGGOG00000003866,PSTK,ortholog_one2one,ENSPTRG00000003018,PSTK,ortholog_one2one,ENSPPYG00000002726,PSTK,ortholog_one2one,PSTK
ENSG00000180044,ENSCSAG00000018894,C3orf80,ortholog_one2one,ENSMFAG00000063065,,ortholog_one2one,ENSGGOG00000043723,C3orf80,ortholog_one2one,ENSPTRG00000051547,C3H3orf80,ortholog_one2one,ENSPPYG00000014254,C3orf80,ortholog_one2one,C3orf80
ENSG00000180182,ENSCSAG00000013987,MED14,ortholog_one2one,ENSMFAG00000000690,MED14,ortholog_one2one,ENSGGOG00000004125,MED14,ortholog_one2one,ENSPTRG00000021805,MED14,ortholog_one2one,ENSPPYG00000020254,MED14,ortholog_one2one,MED14
ENSG00000180354,ENSCSAG00000014501,MTURN,ortholog_one2one,ENSMFAG00000037983,MTURN,ortholog_one2one,ENSGGOG00000002586,MTURN,ortholog_one2one,ENSPTRG00000041737,MTURN,ortholog_one2one,ENSPPYG00000032107,,ortholog_one2one,MTURN
ENSG00000180423,ENSCSAG00000005676,HARBI1,ortholog_one2one,ENSMFAG00000002487,HARBI1,ortholog_one2one,ENSGGOG00000004410,HARBI1,ortholog_one2one,ENSPTRG00000003548,HARBI1,ortholog_one2one,ENSPPYG00000003321,HARBI1,ortholog_one2one,HARBI1
ENSG00000180425,ENSCSAG00000000596,C11orf71,ortholog_one2one,ENSMFAG00000056584,C11orf71,ortholog_one2one,ENSGGOG00000009932,,ortholog_one2one,ENSPTRG00000004304,C11H11orf71,ortholog_one2one,ENSPPYG00000003893,,ortholog_one2one,C11orf71
ENSG00000180878,ENSCSAG00000004302,C11orf42,ortholog_one2one,,,,ENSGGOG00000026517,C11orf42,ortholog_one2one,ENSPTRG00000003280,C11H11orf42,ortholog_one2one,ENSPPYG00000003551,C11orf42,ortholog_one2one,C11orf42
ENSG00000180879,ENSCSAG00000006874,SSR4,ortholog_one2one,ENSMFAG00000041921,SSR4,ortholog_one2one,ENSGGOG00000024329,SSR4,ortholog_one2one,ENSPTRG00000022412,SSR4,ortholog_one2one,ENSPPYG00000020856,SSR4,ortholog_one2one,SSR4
ENSG00000180979,ENSCSAG00000008819,LRRC57,ortholog_one2one,ENSMFAG00000043133,LRRC57,ortholog_one2one,ENSGGOG00000009597,LRRC57,ortholog_one2one,ENSPTRG00000006976,LRRC57,ortholog_one2one,ENSPPYG00000006397,LRRC57,ortholog_one2one,LRRC57
ENSG00000181350,ENSCSAG00000008831,LRRC75A,ortholog_one2one,ENSMFAG00000056783,LRRC75A,ortholog_one2one,ENSGGOG00000005080,LRRC75A,ortholog_one2one,ENSPTRG00000008814,LRRC75A,ortholog_one2one,ENSPPYG00000008020,LRRC75A,ortholog_one2one,LRRC75A
ENSG00000181585,ENSCSAG00000016200,TMIE,ortholog_one2one,ENSMFAG00000002874,TMIE,ortholog_one2one,ENSGGOG00000003109,TMIE,ortholog_one2one,ENSPTRG00000014856,TMIE,ortholog_one2one,ENSPPYG00000013929,TMIE,ortholog_one2one,TMIE
ENSG00000181778,ENSCSAG00000008529,TMEM252,ortholog_one2one,ENSMFAG00000062896,TMEM252,ortholog_one2one,ENSGGOG00000015514,TMEM252,ortholog_one2one,ENSPTRG00000046632,TMEM252,ortholog_one2one,ENSPPYG00000019269,TMEM252,ortholog_one2one,TMEM252
ENSG00000181873,ENSCSAG00000016503,IBA57,ortholog_one2one,ENSMFAG00000002470,IBA57,ortholog_one2one,ENSGGOG00000013646,IBA57,ortholog_one2one,ENSPTRG00000002072,IBA57,ortholog_one2one,ENSPPYG00000039751,IBA57,ortholog_one2one,IBA57
ENSG00000181924,ENSCSAG00000004057,COA4,ortholog_one2one,,,,ENSGGOG00000041718,COA4,ortholog_one2one,ENSPTRG00000047048,COA4,ortholog_one2one,ENSPPYG00000003665,,ortholog_one2one,COA4
ENSG00000181938,ENSCSAG00000004750,GINS3,ortholog_one2one,,,,ENSGGOG00000028093,GINS3,ortholog_one2one,ENSPTRG00000008179,GINS3,ortholog_one2one,ENSPPYG00000007407,GINS3,ortholog_one2one,GINS3
ENSG00000182117,ENSCSAG00000007099,NOP10,ortholog_one2one,ENSMFAG00000057750,NOP10,ortholog_one2one,ENSGGOG00000001064,NOP10,ortholog_one2one,ENSPTRG00000006880,NOP10,ortholog_one2one,ENSPPYG00000006313,NOP10,ortholog_one2one,NOP10
ENSG00000182173,ENSCSAG00000004809,TSEN54,ortholog_one2one,ENSMFAG00000000712,TSEN54,ortholog_one2one,ENSGGOG00000009417,TSEN54,ortholog_one2one,ENSPTRG00000009646,TSEN54,ortholog_one2one,ENSPPYG00000008629,TSEN54,ortholog_one2one,TSEN54
ENSG00000182180,,,,ENSMFAG00000042542,MRPS16,ortholog_one2one,ENSGGOG00000015055,MRPS16,ortholog_one2one,ENSPTRG00000002627,MRPS16,ortholog_one2one,ENSPPYG00000033232,MRPS16,ortholog_one2one,MRPS16
ENSG00000182180,,,,ENSMFAG00000042542,MRPS16,ortholog_one2one,ENSGGOG00000015055,MRPS16,ortholog_one2one,ENSPTRG00000002627,MRPS16,ortholog_one2one,ENSPPYG00000033232,MRPS16,ortholog_one2one,MRPS16
ENSG00000182180,,,,ENSMFAG00000042542,MRPS16,ortholog_one2one,ENSGGOG00000015055,MRPS16,ortholog_one2one,ENSPTRG00000002627,MRPS16,ortholog_one2one,ENSPPYG00000033232,MRPS16,ortholog_one2one,MRPS16
ENSG00000182196,ENSCSAG00000002076,ARL6IP4,ortholog_one2one,ENSMFAG00000034524,ARL6IP4,ortholog_one2one,ENSGGOG00000042717,,ortholog_one2one,ENSPTRG00000005590,ARL6IP4,ortholog_one2one,ENSPPYG00000005079,,ortholog_one2one,ARL6IP4
ENSG00000182518,ENSCSAG00000012104,VCF2,ortholog_one2one,ENSMFAG00000052840,VCF2,ortholog_one2one,ENSGGOG00000003715,,ortholog_one2one,,,,ENSPPYG00000020390,,ortholog_one2one,VCF2
ENSG00000182518,ENSCSAG00000012104,VCF2,ortholog_one2one,ENSMFAG00000052840,VCF2,ortholog_one2one,ENSGGOG00000003715,,ortholog_one2one,,,,ENSPPYG00000020390,,ortholog_one2one,VCF2
ENSG00000182518,ENSCSAG00000012104,VCF2,ortholog_one2one,ENSMFAG00000052840,VCF2,ortholog_one2one,ENSGGOG00000003715,,ortholog_one2one,,,,ENSPPYG00000020390,,ortholog_one2one,VCF2
ENSG00000182518,ENSCSAG00000012104,VCF2,ortholog_one2one,ENSMFAG00000052840,VCF2,ortholog_one2one,ENSGGOG00000003715,,ortholog_one2one,,,,ENSPPYG00000020390,,ortholog_one2one,VCF2
ENSG00000182518,ENSCSAG00000012104,VCF2,ortholog_one2one,ENSMFAG00000052840,VCF2,ortholog_one2one,ENSGGOG00000003715,,ortholog_one2one,,,,ENSPPYG00000020390,,ortholog_one2one,VCF2
ENSG00000182518,ENSCSAG00000012104,VCF2,ortholog_one2one,ENSMFAG00000052840,VCF2,ortholog_one2one,ENSGGOG00000003715,,ortholog_one2one,,,,ENSPPYG00000020390,,ortholog_one2one,VCF2
ENSG00000182551,ENSCSAG00000006938,ADI1,ortholog_one2one,ENSMFAG00000040320,ADI1,ortholog_one2one,ENSGGOG00000034855,ADI1,ortholog_one2one,ENSPTRG00000011624,ADI1,ortholog_one2one,ENSPPYG00000012683,,ortholog_one2one,ADI1
ENSG00000182600,ENSCSAG00000006442,SNORC,ortholog_one2one,ENSMFAG00000051238,SNORC,ortholog_one2one,ENSGGOG00000041213,SNORC,ortholog_one2one,ENSPTRG00000050656,SNORC,ortholog_one2one,ENSPPYG00000013286,SNORC,ortholog_one2one,SNORC
ENSG00000182670,,,,ENSMFAG00000045889,TTC3,ortholog_one2one,ENSGGOG00000011116,TTC3,ortholog_one2one,ENSPTRG00000013898,TTC3,ortholog_one2one,ENSPPYG00000011410,TTC3,ortholog_one2one,TTC3
ENSG00000182791,ENSCSAG00000019167,CCDC87,ortholog_one2one,ENSMFAG00000031584,CCDC87,ortholog_one2one,ENSGGOG00000009634,CCDC87,ortholog_one2one,ENSPTRG00000003930,CCDC87,ortholog_one2one,ENSPPYG00000003017,CCDC87,ortholog_one2one,CCDC87
ENSG00000182853,ENSCSAG00000013044,VMO1,ortholog_one2one,ENSMFAG00000001718,VMO1,ortholog_one2one,ENSGGOG00000011459,VMO1,ortholog_one2one,ENSPTRG00000008607,VMO1,ortholog_one2one,ENSPPYG00000007842,VMO1,ortholog_one2one,VMO1
ENSG00000182896,ENSCSAG00000011774,TMEM95,ortholog_one2one,ENSMFAG00000028065,TMEM95,ortholog_one2one,,,,ENSPTRG00000008680,TMEM95,ortholog_one2one,ENSPPYG00000007912,,ortholog_one2one,TMEM95
ENSG00000182896,ENSCSAG00000011774,TMEM95,ortholog_one2one,ENSMFAG00000028065,TMEM95,ortholog_one2one,,,,ENSPTRG00000008680,TMEM95,ortholog_one2one,ENSPPYG00000007912,,ortholog_one2one,TMEM95
ENSG00000182993,ENSCSAG00000019241,C12orf60,ortholog_one2one,,,,ENSGGOG00000041150,C12orf60,ortholog_one2one,ENSPTRG00000004725,C12H12orf60,ortholog_one2one,ENSPPYG00000004325,C12orf60,ortholog_one2one,C12orf60
ENSG00000183011,ENSCSAG00000011136,NAA38,ortholog_one2one,ENSMFAG00000037580,NAA38,ortholog_one2one,ENSGGOG00000015317,NAA38,ortholog_one2one,ENSPTRG00000008712,NAA38,ortholog_one2one,ENSPPYG00000007937,,ortholog_one2one,NAA38
ENSG00000183161,ENSCSAG00000019320,FANCF,ortholog_one2one,ENSMFAG00000055596,FANCF,ortholog_one2one,,,,ENSPTRG00000003445,FANCF,ortholog_one2one,ENSPPYG00000003416,FANCF,ortholog_one2one,FANCF
ENSG00000183208,ENSCSAG00000000367,GDPGP1,ortholog_one2one,ENSMFAG00000023109,GDPGP1,ortholog_one2one,ENSGGOG00000004806,GDPGP1,ortholog_one2one,ENSPTRG00000023568,GDPGP1,ortholog_one2one,ENSPPYG00000033922,GDPGP1,ortholog_one2one,GDPGP1
ENSG00000183395,ENSCSAG00000003297,PMCH,ortholog_one2one,ENSMFAG00000002836,PMCH,ortholog_one2one,ENSGGOG00000009852,PMCH,ortholog_one2one,ENSPTRG00000005361,PMCH,ortholog_one2one,ENSPPYG00000004881,PMCH,ortholog_one2one,PMCH
ENSG00000183597,ENSCSAG00000011981,TANGO2,ortholog_one2one,ENSMFAG00000004021,TANGO2,ortholog_one2one,ENSGGOG00000004830,TANGO2,ortholog_one2one,ENSPTRG00000014072,TANGO2,ortholog_one2one,ENSPPYG00000011590,TANGO2,ortholog_one2one,TANGO2
ENSG00000183617,ENSCSAG00000010950,MRPL54,ortholog_one2one,ENSMFAG00000003311,MRPL54,ortholog_one2one,ENSGGOG00000014722,MRPL54,ortholog_one2one,ENSPTRG00000010276,MRPL54,ortholog_one2one,ENSPPYG00000040130,MRPL54,ortholog_one2one,MRPL54
ENSG00000183624,ENSCSAG00000008979,HMCES,ortholog_one2one,ENSMFAG00000032291,HMCES,ortholog_one2one,ENSGGOG00000016921,HMCES,ortholog_one2one,ENSPTRG00000015372,HMCES,ortholog_one2one,ENSPPYG00000013421,HMCES,ortholog_one2one,HMCES
ENSG00000183648,,,,,,,ENSGGOG00000025656,,ortholog_one2one,ENSPTRG00000006649,NDUFB1,ortholog_one2one,ENSPPYG00000006076,NDUFB1,ortholog_one2one,NDUFB1
ENSG00000183765,,,,,,,ENSGGOG00000023242,CHEK2,ortholog_one2one,ENSPTRG00000014206,CHEK2,ortholog_one2one,ENSPPYG00000011675,CHEK2,ortholog_one2one,CHEK2
ENSG00000183765,,,,,,,ENSGGOG00000023242,CHEK2,ortholog_one2one,ENSPTRG00000014206,CHEK2,ortholog_one2one,ENSPPYG00000011675,CHEK2,ortholog_one2one,CHEK2
ENSG00000183978,,,,ENSMFAG00000045541,COA3,ortholog_one2one,ENSGGOG00000016061,COA3,ortholog_one2one,ENSPTRG00000009222,COA3,ortholog_one2one,ENSPPYG00000039409,COA3,ortholog_one2one,COA3
ENSG00000183978,,,,ENSMFAG00000045541,COA3,ortholog_one2one,ENSGGOG00000016061,COA3,ortholog_one2one,ENSPTRG00000009222,COA3,ortholog_one2one,ENSPPYG00000039409,COA3,ortholog_one2one,COA3
ENSG00000183978,,,,ENSMFAG00000045541,COA3,ortholog_one2one,ENSGGOG00000016061,COA3,ortholog_one2one,ENSPTRG00000009222,COA3,ortholog_one2one,ENSPPYG00000039409,COA3,ortholog_one2one,COA3
ENSG00000183978,,,,ENSMFAG00000045541,COA3,ortholog_one2one,ENSGGOG00000016061,COA3,ortholog_one2one,ENSPTRG00000009222,COA3,ortholog_one2one,ENSPPYG00000039409,COA3,ortholog_one2one,COA3
ENSG00000184076,ENSCSAG00000009605,UQCR10,ortholog_one2one,,,,ENSGGOG00000003796,UQCR10,ortholog_one2one,ENSPTRG00000051141,UQCR10,ortholog_one2one,,,,UQCR10
ENSG00000184162,ENSCSAG00000005205,NR2C2AP,ortholog_one2one,ENSMFAG00000042311,NR2C2AP,ortholog_one2one,ENSGGOG00000012536,NR2C2AP,ortholog_one2one,ENSPTRG00000010733,NR2C2AP,ortholog_one2one,ENSPPYG00000009762,NR2C2AP,ortholog_one2one,NR2C2AP
ENSG00000184445,ENSCSAG00000002105,KNTC1,ortholog_one2one,ENSMFAG00000045398,KNTC1,ortholog_one2one,ENSGGOG00000017074,KNTC1,ortholog_one2one,ENSPTRG00000005582,KNTC1,ortholog_one2one,ENSPPYG00000005070,KNTC1,ortholog_one2one,KNTC1
ENSG00000184530,ENSCSAG00000016444,C6orf58,ortholog_one2one,ENSMFAG00000032271,C6orf58,ortholog_one2one,ENSGGOG00000004604,C6orf58,ortholog_one2one,ENSPTRG00000018584,C6H6orf58,ortholog_one2one,ENSPPYG00000016997,C6orf58,ortholog_one2one,C6orf58
ENSG00000184602,ENSCSAG00000018853,SNN,ortholog_one2one,ENSMFAG00000065509,SNN,ortholog_one2one,ENSGGOG00000036694,SNN,ortholog_one2one,ENSPTRG00000041691,SNN,ortholog_one2one,ENSPPYG00000007108,SNN,ortholog_one2one,SNN
ENSG00000184730,ENSCSAG00000006282,APOBR,ortholog_one2one,,,,ENSGGOG00000001087,APOBR,ortholog_one2one,ENSPTRG00000050722,,ortholog_one2one,ENSPPYG00000007230,APOBR,ortholog_one2one,APOBR
ENSG00000184863,ENSCSAG00000006489,RBM33,ortholog_one2one,ENSMFAG00000030258,RBM33,ortholog_one2one,ENSGGOG00000003382,RBM33,ortholog_one2one,ENSPTRG00000019911,RBM33,ortholog_one2one,ENSPPYG00000018216,RBM33,ortholog_one2one,RBM33
ENSG00000184949,ENSCSAG00000006575,FAM227A,ortholog_one2one,ENSMFAG00000000358,FAM227A,ortholog_one2one,ENSGGOG00000010896,,ortholog_one2one,ENSPTRG00000014372,FAM227A,ortholog_one2one,ENSPPYG00000039835,FAM227A,ortholog_one2one,FAM227A
ENSG00000184967,ENSCSAG00000001865,NOC4L,ortholog_one2one,,,,ENSGGOG00000010266,NOC4L,ortholog_one2one,ENSPTRG00000050596,NOC4L,ortholog_one2one,ENSPPYG00000005136,NOC4L,ortholog_one2one,NOC4L
ENSG00000185127,ENSCSAG00000018985,C6orf120,ortholog_one2one,ENSMFAG00000052899,C6orf120,ortholog_one2one,ENSGGOG00000015234,C6orf120,ortholog_one2one,ENSPTRG00000029334,C6H6orf120,ortholog_one2one,ENSPPYG00000030948,C6orf120,ortholog_one2one,C6orf120
ENSG00000185246,ENSCSAG00000015332,PRPF39,ortholog_one2one,,,,ENSGGOG00000013952,PRPF39,ortholog_one2one,ENSPTRG00000006304,PRPF39,ortholog_one2one,ENSPPYG00000005776,PRPF39,ortholog_one2one,PRPF39
ENSG00000185298,ENSCSAG00000002247,CCDC137,ortholog_one2one,ENSMFAG00000036416,CCDC137,ortholog_one2one,ENSGGOG00000009333,CCDC137,ortholog_one2one,ENSPTRG00000009767,CCDC137,ortholog_one2one,ENSPPYG00000039503,CCDC137,ortholog_one2one,CCDC137
ENSG00000185414,ENSCSAG00000017218,MRPL30,ortholog_one2one,ENSMFAG00000001729,MRPL30,ortholog_one2one,ENSGGOG00000041571,MRPL30,ortholog_one2one,ENSPTRG00000012275,MRPL30,ortholog_one2one,ENSPPYG00000035851,MRPL30,ortholog_one2one,MRPL30
ENSG00000185475,ENSCSAG00000006726,TMEM179B,ortholog_one2one,ENSMFAG00000037362,TMEM179B,ortholog_one2one,ENSGGOG00000001907,TMEM179B,ortholog_one2one,ENSPTRG00000003789,TMEM179B,ortholog_one2one,ENSPPYG00000003145,TMEM179B,ortholog_one2one,TMEM179B
ENSG00000185480,ENSCSAG00000003307,PARPBP,ortholog_one2one,ENSMFAG00000007317,PARPBP,ortholog_one2one,ENSGGOG00000004290,PARPBP,ortholog_one2one,ENSPTRG00000005360,PARPBP,ortholog_one2one,ENSPPYG00000004880,PARPBP,ortholog_one2one,PARPBP
ENSG00000185499,ENSCSAG00000002002,MUC1,ortholog_one2one,ENSMFAG00000026183,MUC1,ortholog_one2one,ENSGGOG00000009317,MUC1,ortholog_one2one,ENSPTRG00000001412,MUC1,ortholog_one2one,ENSPPYG00000000754,MUC1,ortholog_one2one,MUC1
ENSG00000185522,ENSCSAG00000011007,LMNTD2,ortholog_one2one,ENSMFAG00000033590,LMNTD2,ortholog_one2one,ENSGGOG00000015450,LMNTD2,ortholog_one2one,ENSPTRG00000003121,LMNTD2,ortholog_one2one,ENSPPYG00000002870,LMNTD2,ortholog_one2one,LMNTD2
ENSG00000185627,ENSCSAG00000011249,PSMD13,ortholog_one2one,ENSMFAG00000032216,PSMD13,ortholog_one2one,ENSGGOG00000013153,PSMD13,ortholog_one2one,ENSPTRG00000003106,PSMD13,ortholog_one2one,ENSPPYG00000019968,PSMD13,ortholog_one2one,PSMD13
ENSG00000185681,ENSCSAG00000013336,MORN5,ortholog_one2one,ENSMFAG00000035428,MORN5,ortholog_one2one,ENSGGOG00000000559,MORN5,ortholog_one2one,ENSPTRG00000021321,MORN5,ortholog_one2one,ENSPPYG00000019568,,ortholog_one2one,MORN5
ENSG00000185716,ENSCSAG00000007141,MOSMO,ortholog_one2one,ENSMFAG00000039549,MOSMO,ortholog_one2one,ENSGGOG00000038557,,ortholog_one2one,ENSPTRG00000044404,MOSMO,ortholog_one2one,ENSPPYG00000031801,MOSMO,ortholog_one2one,MOSMO
ENSG00000185722,ENSCSAG00000013207,ANKFY1,ortholog_one2one,ENSMFAG00000030993,ANKFY1,ortholog_one2one,ENSGGOG00000002030,ANKFY1,ortholog_one2one,ENSPTRG00000008587,ANKFY1,ortholog_one2one,ENSPPYG00000007830,ANKFY1,ortholog_one2one,ANKFY1
ENSG00000185798,ENSCSAG00000008616,WDR53,ortholog_one2one,ENSMFAG00000040985,WDR53,ortholog_one2one,ENSGGOG00000014196,WDR53,ortholog_one2one,ENSPTRG00000015782,WDR53,ortholog_one2one,ENSPPYG00000014443,WDR53,ortholog_one2one,WDR53
ENSG00000185808,ENSCSAG00000008532,PIGP,ortholog_one2one,ENSMFAG00000040294,,ortholog_one2one,ENSGGOG00000010275,PIGP,ortholog_one2one,ENSPTRG00000013897,PIGP,ortholog_one2one,ENSPPYG00000011409,PIGP,ortholog_one2one,PIGP
ENSG00000185905,ENSCSAG00000018858,C16orf54,ortholog_one2one,,,,ENSGGOG00000007535,C16orf54,ortholog_one2one,ENSPTRG00000007965,C16H16orf54,ortholog_one2one,ENSPPYG00000007699,C16orf54,ortholog_one2one,C16orf54
ENSG00000186010,ENSCSAG00000005084,NDUFA13,ortholog_one2one,,,,ENSGGOG00000040690,NDUFA13,ortholog_one2one,ENSPTRG00000052571,NDUFA13,ortholog_one2one,ENSPPYG00000036460,NDUFA13,ortholog_one2one,NDUFA13
ENSG00000186063,ENSCSAG00000015981,AIDA,ortholog_one2one,,,,ENSGGOG00000015289,AIDA,ortholog_one2one,ENSPTRG00000002010,AIDA,ortholog_one2one,ENSPPYG00000000196,AIDA,ortholog_one2one,AIDA
ENSG00000186063,ENSCSAG00000015981,AIDA,ortholog_one2one,,,,ENSGGOG00000015289,AIDA,ortholog_one2one,ENSPTRG00000002010,AIDA,ortholog_one2one,ENSPPYG00000000196,AIDA,ortholog_one2one,AIDA
ENSG00000186088,ENSCSAG00000011800,GSAP,ortholog_one2one,ENSMFAG00000007311,GSAP,ortholog_one2one,ENSGGOG00000034883,GSAP,ortholog_one2one,,,,ENSPPYG00000017872,GSAP,ortholog_one2one,GSAP
ENSG00000186088,ENSCSAG00000011800,GSAP,ortholog_one2one,ENSMFAG00000007311,GSAP,ortholog_one2one,ENSGGOG00000034883,GSAP,ortholog_one2one,,,,ENSPPYG00000017872,GSAP,ortholog_one2one,GSAP
ENSG00000186132,ENSCSAG00000016566,C2orf76,ortholog_one2one,ENSMFAG00000002195,,ortholog_one2one,ENSGGOG00000000842,C2orf76,ortholog_one2one,ENSPTRG00000012400,C2orf76,ortholog_one2one,ENSPPYG00000012789,C2BH2orf76,ortholog_one2one,C2orf76
ENSG00000186166,ENSCSAG00000002552,CENATAC,ortholog_one2one,,,,ENSGGOG00000023065,CENATAC,ortholog_one2one,ENSPTRG00000004360,CENATAC,ortholog_one2one,ENSPPYG00000003948,CENATAC,ortholog_one2one,CENATAC
ENSG00000186471,ENSCSAG00000018346,AKAP14,ortholog_one2one,ENSMFAG00000000582,AKAP14,ortholog_one2one,ENSGGOG00000013328,AKAP14,ortholog_one2one,ENSPTRG00000022232,AKAP14,ortholog_one2one,ENSPPYG00000020678,AKAP14,ortholog_one2one,AKAP14
ENSG00000186866,ENSCSAG00000007479,POFUT2,ortholog_one2one,ENSMFAG00000003616,,ortholog_one2one,ENSGGOG00000015065,POFUT2,ortholog_one2one,ENSPTRG00000014001,POFUT2,ortholog_one2one,ENSPPYG00000011516,POFUT2,ortholog_one2one,POFUT2
ENSG00000187066,ENSCSAG00000007612,TMEM262,ortholog_one2one,,,,ENSGGOG00000041966,TMEM262,ortholog_one2one,ENSPTRG00000050805,TMEM262,ortholog_one2one,ENSPPYG00000040202,TMEM262,ortholog_one2one,TMEM262
ENSG00000187105,,,,ENSMFAG00000043816,HEATR4,ortholog_one2one,ENSGGOG00000003658,HEATR4,ortholog_one2one,ENSPTRG00000006515,HEATR4,ortholog_one2one,ENSPPYG00000005970,HEATR4,ortholog_one2one,HEATR4
ENSG00000187186,ENSCSAG00000010194,,ortholog_one2one,ENSMFAG00000003428,,ortholog_one2one,ENSGGOG00000038318,,ortholog_one2one,ENSPTRG00000042745,,ortholog_one2one,ENSPPYG00000032001,,ortholog_one2one,
ENSG00000187479,ENSCSAG00000005541,,ortholog_one2one,ENSMFAG00000030397,C11orf96,ortholog_one2one,ENSGGOG00000001934,,ortholog_one2one,ENSPTRG00000046726,,ortholog_one2one,ENSPPYG00000003341,,ortholog_one2one,C11orf96
ENSG00000187650,ENSCSAG00000018823,VMAC,ortholog_one2one,,,,ENSGGOG00000038181,VMAC,ortholog_one2one,ENSPTRG00000010349,VMAC,ortholog_one2one,,,,VMAC
ENSG00000187658,,,,,,,ENSGGOG00000010030,C5orf52,ortholog_one2one,ENSPTRG00000017472,C5H5orf52,ortholog_one2one,ENSPPYG00000015992,,ortholog_one2one,C5orf52
ENSG00000187713,ENSCSAG00000019682,TMEM203,ortholog_one2one,ENSMFAG00000060923,TMEM203,ortholog_one2one,ENSGGOG00000007410,TMEM203,ortholog_one2one,ENSPTRG00000052099,TMEM203,ortholog_one2one,ENSPPYG00000019816,TMEM203,ortholog_one2one,TMEM203
ENSG00000187778,ENSCSAG00000006105,MCRS1,ortholog_one2one,ENSMFAG00000022915,MCRS1,ortholog_one2one,ENSGGOG00000001566,MCRS1,ortholog_one2one,ENSPTRG00000004910,MCRS1,ortholog_one2one,ENSPPYG00000004490,MCRS1,ortholog_one2one,MCRS1
ENSG00000187790,ENSCSAG00000015308,FANCM,ortholog_one2one,ENSMFAG00000000383,FANCM,ortholog_one2one,ENSGGOG00000008546,FANCM,ortholog_one2one,ENSPTRG00000006307,FANCM,ortholog_one2one,ENSPPYG00000005781,FANCM,ortholog_one2one,FANCM
ENSG00000187824,ENSCSAG00000009215,TMEM220,ortholog_one2one,ENSMFAG00000041492,TMEM220,ortholog_one2one,ENSGGOG00000009058,TMEM220,ortholog_one2one,ENSPTRG00000008776,TMEM220,ortholog_one2one,ENSPPYG00000007986,TMEM220,ortholog_one2one,TMEM220
ENSG00000188163,ENSCSAG00000016618,CIMIP2A,ortholog_one2one,ENSMFAG00000033692,CIMIP2A,ortholog_one2one,ENSGGOG00000001890,CIMIP2A,ortholog_one2one,ENSPTRG00000022939,CIMIP2A,ortholog_one2one,ENSPPYG00000019823,CIMIP2A,ortholog_one2one,CIMIP2A
ENSG00000188186,ENSCSAG00000017853,LAMTOR4,ortholog_one2one,ENSMFAG00000041345,LAMTOR4,ortholog_one2one,ENSGGOG00000027947,,ortholog_one2one,ENSPTRG00000041498,LAMTOR4,ortholog_one2one,ENSPPYG00000017403,LAMTOR4,ortholog_one2one,LAMTOR4
ENSG00000188312,ENSCSAG00000007231,CENPP,ortholog_one2one,ENSMFAG00000001741,CENPP,ortholog_one2one,ENSGGOG00000041456,CENPP,ortholog_one2one,ENSPTRG00000021110,CENPP,ortholog_one2one,ENSPPYG00000040435,CENPP,ortholog_one2one,CENPP
ENSG00000188493,ENSCSAG00000003655,ACTMAP,ortholog_one2one,ENSMFAG00000003269,ACTMAP,ortholog_one2one,ENSGGOG00000001189,ACTMAP,ortholog_one2one,ENSPTRG00000011006,ACTMAP,ortholog_one2one,ENSPPYG00000035315,ACTMAP,ortholog_one2one,ACTMAP
ENSG00000188554,ENSCSAG00000003419,NBR1,ortholog_one2one,ENSMFAG00000001301,NBR1,ortholog_one2one,ENSGGOG00000023387,NBR1,ortholog_one2one,ENSPTRG00000009241,NBR1,ortholog_one2one,ENSPPYG00000008362,NBR1,ortholog_one2one,NBR1
ENSG00000188603,ENSCSAG00000006291,CLN3,ortholog_one2one,ENSMFAG00000039969,CLN3,ortholog_one2one,ENSGGOG00000015016,CLN3,ortholog_one2one,ENSPTRG00000007930,CLN3,ortholog_one2one,ENSPPYG00000007229,CLN3,ortholog_one2one,CLN3
ENSG00000188725,ENSCSAG00000019003,SMIM15,ortholog_one2one,ENSMFAG00000051035,SMIM15,ortholog_one2one,ENSGGOG00000038030,SMIM15,ortholog_one2one,,,,ENSPPYG00000015492,SMIM15,ortholog_one2one,SMIM15
ENSG00000188760,ENSCSAG00000007953,TMEM198,ortholog_one2one,ENSMFAG00000037512,TMEM198,ortholog_one2one,ENSGGOG00000003590,TMEM198,ortholog_one2one,ENSPTRG00000012962,TMEM198,ortholog_one2one,ENSPPYG00000013212,TMEM198,ortholog_one2one,TMEM198
