ENSEMBL gene ID	E1_HEAR3770	E1_HEAR3773	E1_HEAR3842	E1_HEAR3886	E4_Heart1	E4_Heart2	E4_Heart3
ENSBTAG00000019910	29.38663	34.3926	21.73374	19.88571	20.42973	20.8938	22.8756
ENSBTAG00000019911	244.2771	232.8201	289.537	265.6387	110.0281	71.29008	109.0704
ENSBTAG00000019912	0.13495	0.073772	0.063565	0.075159	0.0	0.11106	0.0
ENSBTAG00000019914	34.30864	32.56262	29.19211	35.10892	12.43387	9.329111	11.77383
ENSBTAG00000019937	3.214273	3.27924	2.682452	2.4146	2.176761	2.055949	2.332224
ENSBTAG00000019938	5.141753	7.634474	4.067713	5.003293	8.693471	10.11312	8.965281
ENSBTAG00000019952	3.33987	4.313152	2.128065	3.268284	2.787167	4.498565	4.377452
ENSBTAG00000019972	3.598641	5.688298	3.268166	2.669197	1.085364	0.774916	1.915033
ENSBTAG00000019977	0.161808	0.186657	0.036082	0.074384	0.0	0.0	0.0429
ENSBTAG00000019986	14.47885	19.98745	13.8108	15.49906	8.518229	5.320008	9.802178
ENSBTAG00000019988	1.767917	2.320696	1.034271	1.05084	0.103689	0.0657	0.171523
ENSBTAG00000019989	2.953424	3.200897	2.582888	2.949798	0.427232	0.256952	0.41236
ENSBTAG00000020014	6.601131	9.908135	5.296567	6.103905	1.216032	0.933068	1.81946
ENSBTAG00000020015	1.419571	2.60271	1.340025	1.314662	2.235574	1.924661	2.12669
ENSBTAG00000020037	1.025401	0.67448	0.568193	0.506899	0.23753	0.077315	0.485726
ENSBTAG00000020040	6.278226	8.734921	5.204392	4.956539	0.822639	0.273754	0.687212
ENSBTAG00000020041	1.2044	1.171271	0.894863	1.193413	0.515218	0.974592	1.163065
ENSBTAG00000020042	1.085848	2.152214	0.985814	0.7253	3.173699	2.989506	3.489246
ENSBTAG00000020059	0.0	0.138277	0.041097	0.047039	0.169649	0.583049	0.403178
ENSBTAG00000020060	163.6756	242.8517	141.5847	68.34775	332.9023	343.4558	364.3257
ENSBTAG00000020080	0.785549	0.784841	0.176833	0.337301	0.0	0.0	0.046613
ENSBTAG00000020082	6.886222	7.060384	11.75737	9.68406	0.0	0.0	0.48448
ENSBTAG00000020096	0.148809	0.077263	0.109418	0.0	0.0	0.0	0.0
ENSBTAG00000020108	18.16307	21.73999	12.39701	14.40284	1.820989	1.299671	2.937523
ENSBTAG00000020115	10.19944	13.51718	8.340792	8.686097	10.4537	3.910823	7.322458
ENSBTAG00000020123	39.20384	44.98366	40.67828	38.42491	0.513648	0.820433	2.156225
ENSBTAG00000020124	13.65697	14.20195	12.31625	11.33665	2.170106	1.394686	6.055515
ENSBTAG00000020125	11.44097	11.01061	9.602726	9.322601	2.402292	2.735582	2.08936
ENSBTAG00000020127	0.0	0.0	0.0	0.0	0.319307	0.78168	0.394914
ENSBTAG00000020139	1001.8	1110.429	1216.492	1044.831	113.6913	103.0268	111.5828
ENSBTAG00000020142	0.722954	0.884801	0.566447	0.884885	0.0	0.450904	0.207929
ENSBTAG00000020143	3.697575	3.187641	2.692162	1.901529	0.436941	1.16146	0.678371
ENSBTAG00000020148	10.68224	19.79366	10.07402	10.38934	7.109392	8.895334	8.192038
ENSBTAG00000020150	0.296039	0.531316	0.60538	0.685254	0.0	0.08369	0.082526
ENSBTAG00000020152	237.3944	220.319	265.4376	247.3791	17.67132	14.40945	16.94543
ENSBTAG00000020153	7.394886	6.377236	7.500203	8.206824	2.967078	2.154392	3.195117
ENSBTAG00000020154	25.80982	34.55643	29.79459	30.18427	8.659605	6.737683	11.82413
ENSBTAG00000020166	4.455911	6.471943	2.919546	2.544637	3.44929	2.990749	3.686792
ENSBTAG00000020169	4.358579	5.442616	4.025324	5.111971	5.469473	5.100026	5.609343
ENSBTAG00000020172	11.02659	9.544694	7.207335	11.77853	6.840477	5.136765	7.756468
ENSBTAG00000020180	8.3557	8.671527	6.316587	6.54068	18.25141	26.78093	17.43235
ENSBTAG00000020232	6.810422	9.556119	4.957673	5.232842	1.382001	0.825315	2.201012
ENSBTAG00000020237	5.377731	6.137267	3.98601	4.12017	5.943179	6.41291	7.671935
ENSBTAG00000020251	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000020272	1.527261	2.230924	1.121558	1.194029	2.122664	2.10223	1.706284
ENSBTAG00000020273	0.938583	1.703513	0.844086	0.76214	0.509611	1.402481	1.303872
ENSBTAG00000020277	1.681124	2.201692	1.863661	1.547814	1.113647	0.393676	0.33535
ENSBTAG00000020299	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000020300	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000020302	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000020307	20.6681	21.15339	19.04605	22.44549	11.00184	10.78792	8.674997
ENSBTAG00000020311	6.724041	10.3593	6.160305	5.37269	1.353663	0.623228	1.342342
ENSBTAG00000020327	6.903717	9.84627	6.052445	6.820079	4.947178	3.240092	0.493886
ENSBTAG00000020329	2.688323	2.310984	1.79848	2.106047	1.239006	0.692863	0.979782
ENSBTAG00000020331	39.46867	27.62958	27.83668	36.683	8.0595	10.10036	13.57453
ENSBTAG00000020338	0.538187	0.698974	0.446459	0.578969	0.0	0.0	0.102888
ENSBTAG00000020340	10.33454	10.39932	9.615391	10.11653	5.421052	4.888767	8.453791
ENSBTAG00000020344	1.186561	1.417648	0.608038	1.375337	0.0	0.357566	0.073495
ENSBTAG00000020346	11.95968	14.92355	15.01242	13.76337	4.563555	2.470281	3.955085
ENSBTAG00000020367	8.147832	9.232418	7.350757	7.97587	0.0	0.199668	0.198658
ENSBTAG00000020371	20.76151	17.72271	16.3365	16.3074	3.070011	0.999936	2.963857
ENSBTAG00000020376	81.19357	76.42771	80.33542	92.62806	18.75786	16.84021	16.9196
ENSBTAG00000020379	3.031273	3.488424	3.176519	2.528419	0.535838	0.603343	1.075418
ENSBTAG00000020381	28.62628	28.11772	33.07039	32.06141	0.0	0.0	1.022951
ENSBTAG00000020395	6.86947	7.829187	6.970067	8.506732	9.460397	7.048602	7.741532
ENSBTAG00000020399	8.737764	9.740115	7.27431	7.491677	17.39001	20.73291	19.64306
ENSBTAG00000020421	5.171073	7.768735	4.393203	3.899695	3.072894	1.868927	3.433866
ENSBTAG00000020428	9.210967	6.953295	7.543094	6.512796	0.479162	0.0	0.76343
ENSBTAG00000020429	57.87133	46.50896	72.53007	60.64452	9.979083	7.364826	9.716878
ENSBTAG00000020432	7.01616	7.194528	7.259641	7.612153	12.68961	12.89873	11.65096
ENSBTAG00000020441	6.855021	9.247956	5.68951	5.902331	12.30454	13.12212	13.22897
ENSBTAG00000020475	5.699326	6.388248	5.540247	4.508178	2.074924	1.553964	2.658979
ENSBTAG00000020477	99.06575	88.75199	100.4712	106.5267	14.4271	11.73463	27.14869
ENSBTAG00000020515	4.869828	5.728742	4.299597	3.117233	0.705543	1.072086	2.155906
ENSBTAG00000020530	19.03272	20.88437	16.90693	21.6439	16.19811	12.35993	17.11116
ENSBTAG00000020537	0.035083	0.0	0.029353	0.0	0.0	0.0	0.0
ENSBTAG00000020539	35.30508	52.49765	36.13219	27.67136	2.53944	3.332397	3.80355
ENSBTAG00000020540	0.163485	0.098132	0.189453	0.033026	0.0	0.0	0.082895
ENSBTAG00000020564	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000020591	5.145196	6.125123	4.331697	4.167842	0.0	0.730431	0.782488
ENSBTAG00000020601	2.994479	7.664236	3.66187	2.765064	0.64703	1.147116	0.815437
ENSBTAG00000020606	9.764448	17.5562	10.94915	11.02128	3.904033	1.22723	2.391086
ENSBTAG00000020607	14.87614	17.14666	18.10859	18.57415	1.229845	1.286011	1.966215
ENSBTAG00000020608	13.04023	17.93849	11.88491	11.01342	4.130917	4.048355	6.013644
ENSBTAG00000020610	2.905407	2.750417	2.763336	3.153272	1.198876	0.595234	2.107474
ENSBTAG00000020611	1.606124	1.825381	1.585451	1.434204	0.660478	1.024947	0.75495
ENSBTAG00000020622	0.0	0.0	0.071155	0.0	0.0	0.0	0.0
ENSBTAG00000020629	5.018713	4.39909	3.468997	4.049302	0.322362	0.371302	0.69644
ENSBTAG00000020645	89.99782	125.1348	61.97689	58.33067	7.749565	9.136436	10.85567
ENSBTAG00000020652	0.857747	0.76487	0.604226	1.004464	0.0	0.281266	0.952028
ENSBTAG00000020653	6.982467	7.102126	5.95947	5.540644	0.749065	0.722676	1.925125
ENSBTAG00000020655	14.83207	17.26681	13.64827	13.73303	8.970233	8.667098	14.31345
ENSBTAG00000020658	1.155765	1.072638	1.239693	1.568965	1.522244	2.061761	2.219722
ENSBTAG00000020662	67.9425	66.64812	66.15148	72.00716	14.76328	10.8392	12.39818
ENSBTAG00000020663	23.20441	27.6101	22.3261	20.00109	12.64828	4.328153	8.308173
ENSBTAG00000020671	0.935918	1.923721	1.173161	0.817856	0.0	0.0	0.032772
ENSBTAG00000020698	4.412728	6.767848	4.941714	4.458405	1.679959	1.628772	3.937729
ENSBTAG00000020700	1.082213	2.045236	0.620577	1.050072	0.0	0.0	0.0
ENSBTAG00000020720	79.13892	73.81332	104.9631	98.96728	6.474792	3.022647	5.180225
ENSBTAG00000020731	0.0	0.0	0.0	0.0	0.0	0.0	0.029578
ENSBTAG00000020748	0.771714	2.479644	1.130842	1.284919	1.112746	0.877191	0.345884
ENSBTAG00000020751	79.87225	105.5119	97.95393	107.3556	6.269413	4.367917	8.439016
ENSBTAG00000020754	3.007077	4.492472	3.24812	3.398335	1.0621	0.880331	2.668852
ENSBTAG00000020757	140.6593	161.8418	153.7516	153.586	7.324602	4.747812	7.157984
ENSBTAG00000020758	2.703372	3.895695	1.738641	2.088118	1.209465	1.024525	1.207047
ENSBTAG00000020774	0.209388	0.040028	0.0	0.084909	0.0	0.0	0.157343
ENSBTAG00000020781	5.382483	7.267034	5.713109	5.386117	5.954219	6.502575	8.624854
ENSBTAG00000020782	6.154865	7.648501	4.935288	5.629816	3.605055	5.367357	5.54019
ENSBTAG00000020800	1.348485	2.166599	1.92747	1.783301	3.067214	1.823615	2.684872
ENSBTAG00000020819	24.82472	32.2391	20.57915	22.51593	14.62202	10.07752	14.61694
ENSBTAG00000020850	26.80431	32.28094	24.80529	23.61485	8.504332	2.893388	10.44104
ENSBTAG00000020852	3.387222	7.268968	3.746141	2.992131	0.36327	0.091705	0.587516
ENSBTAG00000020853	2.823805	4.68533	0.91368	1.070443	0.93438	1.34306	0.694512
ENSBTAG00000020878	2.227298	1.971389	1.92096	2.300337	2.932894	3.768357	3.731647
ENSBTAG00000020883	0.0	0.0	0.0	0.091869	0.0	0.0	0.0
ENSBTAG00000020907	1.266475	1.139162	1.460915	1.33592	0.470813	0.0	1.175049
ENSBTAG00000020994	6.88278	6.452966	3.800313	3.679574	6.798501	9.133677	5.588348
ENSBTAG00000020996	20.74503	23.09683	17.41143	17.89093	30.08548	31.32718	24.74635
ENSBTAG00000020999	12.70795	12.92706	11.15389	11.83785	4.021756	3.414778	5.086183
ENSBTAG00000021002	4.232788	6.500342	3.316066	3.478224	1.155348	1.850744	2.410218
ENSBTAG00000021009	42.24154	27.36285	33.41509	27.64539	15.72368	14.12471	15.53761
ENSBTAG00000021021	2.485717	3.205894	1.578794	1.196763	0.382964	0.160602	0.707551
ENSBTAG00000021026	0.0	0.0	0.0	0.0	0.526888	2.634524	1.254505
ENSBTAG00000021048	25.85906	15.83566	19.05132	26.16188	9.136587	7.729435	10.32468
ENSBTAG00000021058	9.783956	10.76685	8.265479	7.837584	4.71833	3.11758	4.729187
ENSBTAG00000021060	3.519334	3.292972	2.691556	2.915581	0.383225	0.0	0.79373
ENSBTAG00000021061	281.8499	238.0215	297.9787	320.5983	8.770135	8.981702	23.11004
ENSBTAG00000021062	13.78072	19.89708	10.39076	10.5996	0.419743	0.390637	1.101605
ENSBTAG00000021078	5.887362	7.113129	8.05092	6.469689	8.798729	6.468484	7.701673
ENSBTAG00000021083	2.022259	2.115844	1.109659	1.565861	0.629284	3.880062	2.551138
ENSBTAG00000021087	1.753452	1.946918	1.298108	1.334611	0.0	0.31811	0.495655
ENSBTAG00000021093	1143.843	1230.957	1263.078	1036.195	57.2723	28.11512	51.13329
ENSBTAG00000021100	0.0	0.0	0.0	0.0	1.952057	1.795107	2.935889
ENSBTAG00000021102	4.246974	5.639499	5.365546	5.686892	6.007706	3.957433	6.157196
ENSBTAG00000021128	25.21302	38.56623	20.68729	24.68311	1.636509	3.45116	2.315108
ENSBTAG00000021130	9.065283	14.56138	9.121774	7.375751	3.649018	2.606287	4.948519
ENSBTAG00000021140	5.937953	9.184189	5.899595	6.713519	6.665679	5.946427	3.724275
ENSBTAG00000021141	2.223998	1.424516	1.690749	1.182086	1.039424	2.189699	2.590449
ENSBTAG00000021145	1.320856	1.649154	0.708292	1.005584	0.0	0.0	0.0
ENSBTAG00000021165	3.760587	5.92521	3.117248	2.911289	0.10683	0.332907	0.822893
ENSBTAG00000021168	6.871245	6.874192	6.586357	7.527671	1.62736	3.484812	3.885826
ENSBTAG00000021185	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000021223	18.02866	28.78894	20.68067	21.47497	1.831685	1.693027	6.724617
ENSBTAG00000021227	1943.823	1602.133	1971.091	2117.072	166.9008	106.7961	175.342
ENSBTAG00000021231	13.26053	19.45581	12.98534	13.2366	2.950153	2.521638	3.13554
ENSBTAG00000021257	0.042728	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000021262	199.2886	177.2066	204.4903	182.7158	20.93953	13.89692	20.63788
ENSBTAG00000021272	0.645352	0.241854	0.11902	0.404004	0.0	0.0	0.018297
ENSBTAG00000021273	4.249689	6.169412	3.113079	3.230309	0.242348	0.059369	0.417436
ENSBTAG00000021275	19.47476	22.46499	20.55201	17.64008	1.571685	0.342304	1.057272
ENSBTAG00000021301	69.77361	43.59298	59.35527	68.3028	1.548946	0.626578	4.724435
ENSBTAG00000021302	0.801325	1.255888	0.732818	0.894615	0.251259	0.0	0.64877
ENSBTAG00000021303	13.12767	11.39241	10.94676	11.47834	4.749598	3.343093	5.780261
ENSBTAG00000021304	4.649534	5.919965	4.236375	4.819581	3.912715	4.094396	5.924966
ENSBTAG00000021310	0.126024	0.13562	0.171076	0.17188	0.0	0.0	0.0
ENSBTAG00000021316	0.0	0.015553	0.048459	0.083688	0.0	0.0	0.0
ENSBTAG00000021319	97.08845	89.39551	94.33534	102.1889	11.63854	15.05543	12.53544
ENSBTAG00000021337	6.248509	9.929594	5.275434	5.587466	0.052604	0.128382	0.467112
ENSBTAG00000021378	104.7664	137.3238	131.9428	123.3858	14.20477	5.210729	10.07062
ENSBTAG00000021421	0.0	0.0	0.0	0.0	8.735854	7.136933	11.06135
ENSBTAG00000021449	5.464629	5.878039	4.035288	5.647068	0.0	0.0	0.438716
ENSBTAG00000021464	13.55962	18.25771	11.48167	11.61172	0.0	0.0	0.501641
ENSBTAG00000021471	3.140228	3.605891	3.12585	2.768587	3.789791	4.465772	0.947862
ENSBTAG00000021482	18.48043	22.70202	16.06346	16.13546	6.737947	7.250264	12.1909
ENSBTAG00000021485	62.66262	66.03657	38.19049	34.96332	0.0	0.0	0.0
ENSBTAG00000021550	0.511617	0.578867	0.332004	0.333467	0.0	0.0	0.0
ENSBTAG00000021570	0.287513	0.539793	0.151327	0.099006	0.0	0.0	0.0
ENSBTAG00000021600	1.262204	1.843391	1.125801	1.809715	1.099694	1.238562	1.989784
ENSBTAG00000021606	10.97544	10.4062	9.124569	11.50474	0.514713	0.0	1.530817
ENSBTAG00000021607	8.479971	6.662901	10.05181	14.0426	0.0	2.804463	1.602145
ENSBTAG00000021615	0.606504	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000021616	0.083869	0.13055	0.141026	0.228661	0.0	0.0	0.0
ENSBTAG00000021633	1.930519	3.240828	1.65305	2.370534	7.359612	5.395053	6.918182
ENSBTAG00000021634	4.707828	6.945205	4.043764	4.492062	2.258196	2.384815	2.981779
ENSBTAG00000021637	9.757263	9.97803	10.27531	11.15772	0.424738	0.928795	0.977236
ENSBTAG00000021645	3.142956	3.129975	1.945694	3.180625	1.559791	1.96829	1.495221
ENSBTAG00000021649	2.261084	2.983367	3.542673	1.78144	2.822922	2.001558	3.899537
ENSBTAG00000021653	10.33584	12.37931	8.905796	10.03468	5.25622	4.147094	5.549618
ENSBTAG00000021660	6.706461	7.613698	8.332001	7.129385	7.270782	7.531991	8.36328
ENSBTAG00000021661	0.414077	0.464375	0.426165	0.269552	0.0	0.354968	0.272851
ENSBTAG00000021671	8.422091	8.617588	8.434189	8.473883	8.520329	10.42796	11.71093
ENSBTAG00000021678	5.844168	6.298445	4.856799	4.616872	13.99363	11.82386	11.75731
ENSBTAG00000021694	6.700326	8.311875	7.109803	6.838361	3.043082	3.053835	2.905106
ENSBTAG00000021695	10.11813	9.333814	8.265645	7.106833	0.907298	1.296901	2.730873
ENSBTAG00000021706	3.442648	4.261411	1.751984	4.489168	0.637676	1.012306	0.55228
ENSBTAG00000021720	225.4235	186.2488	253.7415	225.9344	20.12135	19.43725	36.28279
ENSBTAG00000021723	1.366293	1.862614	1.751796	1.019437	1.007908	0.868152	1.579966
ENSBTAG00000021724	296.4872	251.4446	279.3613	316.6953	232.3186	224.9024	209.6465
ENSBTAG00000021780	8.130187	12.3065	6.485246	7.359742	14.06814	12.16328	16.58817
ENSBTAG00000021781	74.54122	75.01563	58.2276	73.53746	86.02885	76.64816	100.7612
ENSBTAG00000021787	0.162979	0.090171	0.0	0.168838	0.0	0.0	0.166094
ENSBTAG00000021791	2.882913	3.592255	1.984706	1.877196	5.704718	5.198887	4.890146
ENSBTAG00000021795	0.0	0.0	0.034333	0.0	0.0	0.065472	0.0
ENSBTAG00000021796	9.907665	10.90324	10.00752	11.71959	2.991895	2.238785	3.376363
ENSBTAG00000021798	10.11058	17.02303	8.668188	7.767794	2.634747	1.15612	2.608205
ENSBTAG00000021799	43.56799	51.75531	32.95261	24.86183	1.352152	1.164387	1.65279
ENSBTAG00000021802	81.25951	63.06582	72.03539	62.81268	14.88444	16.09227	20.4674
ENSBTAG00000021808	7.054952	10.02743	4.399508	4.954612	1.523147	0.834281	1.911981
ENSBTAG00000021810	13.17226	14.78229	11.24747	12.34517	5.941727	5.041157	5.565631
ENSBTAG00000021818	15.65204	16.04888	11.45264	10.07326	2.666564	0.836033	3.225763
ENSBTAG00000021820	25.91795	20.57247	16.95206	17.82112	3.076238	1.999402	3.721007
ENSBTAG00000021829	5.812516	10.68357	4.996875	6.243443	1.059313	0.954393	1.428512
ENSBTAG00000021841	1.612178	2.905582	1.36534	1.137267	0.246898	0.524679	0.613859
ENSBTAG00000021844	0.0	0.0	0.0	0.067119	0.0	0.0	0.0
ENSBTAG00000021845	7.837411	9.20435	6.454032	7.426849	15.01109	15.82745	12.9726
ENSBTAG00000021887	0.108441	0.329654	0.0	0.026022	0.045246	0.235531	0.077231
ENSBTAG00000021893	6.371615	7.700771	5.070518	5.472315	1.088335	0.929727	1.356228
ENSBTAG00000021894	11.52996	11.774	9.636177	11.18167	0.383577	0.316861	2.072826
ENSBTAG00000021897	5.473409	6.875644	4.261585	4.790607	4.060525	2.7482	3.323627
ENSBTAG00000021916	6.986276	7.760236	6.226054	3.541686	0.0	0.0	0.557204
ENSBTAG00000021931	58.00662	57.17124	60.20652	50.71796	4.547692	5.181579	4.45224
ENSBTAG00000021934	2.595639	6.260605	2.578601	4.485398	3.271764	3.997763	4.531964
ENSBTAG00000021935	6.982026	6.784681	5.476025	5.615741	0.610286	1.695376	1.92252
ENSBTAG00000021938	8.809843	14.86707	8.379292	11.62745	1.105694	0.43235	1.139633
ENSBTAG00000021939	11.14035	16.62418	12.16418	14.84841	7.190396	4.924884	6.761982
ENSBTAG00000021944	237.4729	236.4944	253.9389	278.4389	47.48097	31.62938	54.50781
ENSBTAG00000021945	31.91148	47.2689	23.36688	20.36814	20.7067	23.11413	20.41515
ENSBTAG00000022022	39.47332	45.98648	28.40491	28.31137	12.25644	9.658863	18.00071
ENSBTAG00000022030	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000022032	4152.083	3619.953	3498.279	3107.185	86.24573	60.82325	149.0225
ENSBTAG00000022044	17.64436	21.55844	13.18547	11.44699	6.343076	4.127849	7.874539
ENSBTAG00000022067	3.144411	3.304943	4.194659	3.148866	0.487145	1.239232	1.444401
ENSBTAG00000022069	5.940225	6.914068	4.969362	5.326892	3.1851	2.713881	3.990963
ENSBTAG00000022114	29.56145	30.52223	30.83992	25.48393	31.62595	35.32428	30.39839
ENSBTAG00000022461	25.9355	30.56529	21.40116	24.08143	5.532243	7.364751	8.293091
ENSBTAG00000022471	0.165865	0.0	0.099185	0.050677	0.0	0.357968	0.066047
ENSBTAG00000022520	0.097216	0.350112	0.062255	0.185015	0.326389	0.774008	0.644918
ENSBTAG00000022571	0.524793	0.558665	0.127074	0.469394	0.0	0.0	0.0
ENSBTAG00000022632	29.54945	30.17058	30.8551	25.85543	11.46351	10.27954	18.66309
ENSBTAG00000022656	2.429543	3.300805	2.689772	2.941113	8.912221	7.403825	7.722128
ENSBTAG00000022681	2.401797	3.28921	2.53392	2.135562	8.889791	5.950417	5.410793
ENSBTAG00000022751	2.297158	2.785044	2.823879	5.383603	0.860434	0.895639	0.711196
ENSBTAG00000022799	11.99738	25.00985	10.16848	10.27305	0.68857	0.34147	1.157698
ENSBTAG00000022813	0.181978	1.068513	0.294845	0.680814	0.0	0.0	0.058234
ENSBTAG00000022927	10.66453	11.50485	12.49158	12.05185	0.0	0.0	0.0
ENSBTAG00000022986	0.728487	1.301697	0.972341	0.254184	0.0	0.0	0.0
ENSBTAG00000023106	14.41257	14.5582	15.47993	13.40236	10.32204	11.25518	13.90018
ENSBTAG00000023179	10.22872	13.68198	4.866016	7.076585	10.4108	10.31408	12.95444
ENSBTAG00000023192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000023369	0.323488	0.862869	0.611059	0.150007	0.0	0.0	0.055257
ENSBTAG00000023375	7.90789	5.792879	7.314901	7.342087	5.61019	3.964649	4.908763
ENSBTAG00000023377	23.78963	30.12934	22.67585	25.09691	1.327852	1.329935	2.36867
ENSBTAG00000023384	8.800501	7.2737	13.57219	12.17279	2.579005	1.994505	3.376823
ENSBTAG00000023417	17.67354	17.1128	15.52037	16.59043	0.0	0.119524	0.0
ENSBTAG00000023453	5.591845	5.21824	5.717486	5.653126	1.826777	1.659847	3.880677
ENSBTAG00000023610	48.27757	48.13822	44.62276	40.75424	4.646971	0.407475	0.92753
ENSBTAG00000023632	2.288179	2.879802	2.301867	1.904582	0.33591	0.425591	0.24406
ENSBTAG00000023635	0.0	0.0	0.0	0.229221	0.0	0.0	0.259038
ENSBTAG00000023675	2.445358	3.070481	2.935149	3.033726	3.172146	4.571324	4.752032
ENSBTAG00000023734	0.554647	0.899138	0.346709	0.390498	0.0	0.0	0.051952
ENSBTAG00000023752	0.0	0.0	0.0	0.038297	0.0	0.0	0.0
ENSBTAG00000023814	0.461312	0.657315	0.226403	0.097166	0.592669	0.639066	0.558589
ENSBTAG00000023831	5.263806	4.504519	5.33914	5.747406	3.284447	1.128149	1.632601
ENSBTAG00000023843	1.456791	2.155717	1.39165	1.738202	0.0	0.0	0.0
ENSBTAG00000023885	3.626198	3.735527	3.012499	3.940262	2.196002	3.737548	3.266316
ENSBTAG00000023907	43.12679	68.93858	26.70528	30.54962	1.972961	1.338066	2.259197
ENSBTAG00000023989	4.667239	4.285583	4.542928	3.839813	8.213725	12.61177	9.591995
ENSBTAG00000023997	120.101	101.205	117.4339	86.78729	5.499524	3.037598	5.420044
ENSBTAG00000024042	56.81153	49.71665	72.60709	67.76456	13.17941	8.013481	10.57127
ENSBTAG00000024107	2.039292	2.454692	1.53311	1.622182	0.272747	0.64995	0.488898
ENSBTAG00000024132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000024162	1.864707	2.746675	1.376752	1.228331	0.210697	0.594013	0.419177
ENSBTAG00000024219	0.0	0.0	0.060063	0.0	0.0	0.0	0.0
ENSBTAG00000024291	0.062975	0.135154	0.0	0.060499	0.0	0.282305	0.0
ENSBTAG00000024431	7.89372	6.867487	8.176922	9.173078	5.273096	3.689337	3.725759
ENSBTAG00000024476	55.49942	48.91214	51.16868	47.6818	7.644353	9.862306	6.582531
ENSBTAG00000024496	0.0	0.084977	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000024507	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000024561	615.8357	607.0305	642.0107	658.3391	313.7939	279.3941	263.736
ENSBTAG00000024605	367.6149	316.594	389.502	315.2775	0.0	0.0	7.57728
ENSBTAG00000024701	108.3738	113.1894	122.0127	108.5666	13.46353	7.719677	19.16528
ENSBTAG00000024803	2.454829	3.136923	1.863932	1.619694	2.498371	1.573742	2.42101
ENSBTAG00000024926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000024975	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000024979	0.0	0.282141	0.234925	0.0	0.0	0.0	0.0
ENSBTAG00000025029	2.175325	3.011443	1.249079	1.395905	1.584542	3.468916	1.07444
ENSBTAG00000025078	16.91843	31.99056	14.85993	15.1052	1.538637	1.789058	1.407911
ENSBTAG00000025149	10.90777	11.8081	12.46719	11.47108	1.432653	1.783579	2.586585
ENSBTAG00000025210	167.2496	296.2121	73.25847	68.1032	2.748171	2.14513	3.971775
ENSBTAG00000025212	4.730326	5.031999	3.746853	4.340381	5.757207	4.657346	6.295578
ENSBTAG00000025233	0.235281	0.041826	0.0	0.030148	0.0	0.0	0.0
ENSBTAG00000025340	0.061407	0.0	0.108329	0.017157	0.0	0.0	0.0
ENSBTAG00000025425	24.52976	23.11268	21.24029	25.76887	4.06924	3.315052	4.497549
ENSBTAG00000025452	17.61335	18.46694	14.82533	15.48408	1.844719	0.561164	1.288726
ENSBTAG00000025540	248.1997	233.107	270.0454	238.8091	15.02573	8.192447	22.71781
ENSBTAG00000025597	0.0	0.049409	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000025604	0.0	0.0	0.0	0.00807	0.07531	0.0	0.0
ENSBTAG00000025606	20.70174	29.94519	25.70522	21.53475	12.6724	6.292316	13.13044
ENSBTAG00000025632	14.26404	13.9475	13.63796	12.73964	4.975464	3.847462	5.195382
ENSBTAG00000025752	28.91063	28.95182	23.48319	26.46968	8.272481	4.895437	7.329601
ENSBTAG00000025755	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000025817	49.7427	57.1223	59.61031	53.26149	8.503893	7.075001	12.2759
ENSBTAG00000025859	2.286447	3.673396	2.53144	2.627813	2.404386	1.250117	1.416279
ENSBTAG00000025868	24.24496	36.84032	18.70137	17.44548	0.477358	0.275124	1.508441
ENSBTAG00000026008	36.39913	34.67054	38.61897	40.66821	7.963984	2.769323	4.585056
ENSBTAG00000026327	1238.674	1285.066	1237.775	1035.525	80.58637	31.15816	54.42693
ENSBTAG00000026369	0.828422	1.489947	0.639144	0.702386	0.606387	0.40514	0.573532
ENSBTAG00000026384	0.356753	0.536162	0.495102	0.643546	0.0	0.985426	0.882563
ENSBTAG00000026501	10.79554	12.72025	9.343266	7.318191	0.686041	0.355459	0.765129
ENSBTAG00000026502	0.483788	0.574846	1.932405	1.433081	0.0	0.126785	0.060312
ENSBTAG00000026519	4.303473	4.287829	3.801968	4.413343	3.634841	1.631679	2.995854
ENSBTAG00000026624	106.2962	98.38066	133.2482	134.6059	106.7176	140.7011	108.4395
